"surveyRowId","sourceCarrierId","sourceKind","sourceField","sourceOrdinal","sourceTextExact","sourceDecisionIds","sourceCrossSystemCandidate","primaryClassification","conceptId","candidateId","matchedE02Category","matchedE02StableKeys","semanticComparison","factOwner","runtimeStateOwner","recommendedNextChannel","extensionEligible","decisionBlocked","runtimeImplemented","evidenceSource","evidenceConfidence","notesDeveloperOnly"
"REUSE-030","bone_aspect_enemy_c4_02_contract_attendant","P1_E02_CANDIDATE_REFERENCE","BoneAspectCarrierPresentationMechanicReferenceRows.csv.stableKey","30","mechanic.long_cast","NONE","SURVEY_REQUIRED / CrossSystem Effect Contract","EXACT_E02_REUSE","e02.mechanic.long_cast","","Mechanic","mechanic.long_cast","已验收 E02「长读条施法」定义为「敌方通过可观察的长读条准备关键技能。」；该 typed CandidateReuseOnly 引用可直接表达 P0 承诺中的对应抽象片段，不覆盖其他 gap、执行时机或用户决定。","ENEMY_DATA","ENEMY_RUNTIME_STATE","ENEMY_DATA","false","false","false","Docs/V0.4/Reports/BoneAspectCarrierPresentationMechanicReferenceRows.csv#data-row=30","HIGH","bindingStatus=CandidateReuseOnly; runtimeImplemented=false; sourceCommitmentId=bone_aspect_enemy_c4_02_contract_attendant.mechanic_commitment; 本调查不把候选引用升级为 binding。"
"REUSE-031","bone_aspect_enemy_c4_02_contract_attendant","P1_E02_CANDIDATE_REFERENCE","BoneAspectCarrierPresentationMechanicReferenceRows.csv.stableKey","31","mechanic.talisman_seal","NONE","SURVEY_REQUIRED / CrossSystem Effect Contract","EXACT_E02_REUSE","e02.mechanic.talisman_seal","","Mechanic","mechanic.talisman_seal","已验收 E02「封符」定义为「敌方压制或暂时封锁符箓触发。」；该 typed CandidateReuseOnly 引用可直接表达 P0 承诺中的对应抽象片段，不覆盖其他 gap、执行时机或用户决定。","ENEMY_DATA","ENEMY_RUNTIME_STATE","ENEMY_DATA","false","false","false","Docs/V0.4/Reports/BoneAspectCarrierPresentationMechanicReferenceRows.csv#data-row=31","HIGH","bindingStatus=CandidateReuseOnly; runtimeImplemented=false; sourceCommitmentId=bone_aspect_enemy_c4_02_contract_attendant.mechanic_commitment; 本调查不把候选引用升级为 binding。"
"REUSE-032","bone_aspect_enemy_c4_02_contract_attendant","P1_E02_CANDIDATE_REFERENCE","BoneAspectCarrierPresentationMechanicReferenceRows.csv.stableKey","32","counter_window.interrupt_stagger","NONE","SURVEY_REQUIRED / CrossSystem Effect Contract","EXACT_E02_REUSE","e02.counter_window.interrupt_stagger","","CounterWindowType","counter_window.interrupt_stagger","已验收 E02「打断后僵直」定义为「成功打断施法后出现的僵直窗口。」；该 typed CandidateReuseOnly 引用可直接表达 P0 承诺中的对应抽象片段，不覆盖其他 gap、执行时机或用户决定。","ENEMY_DATA","BATTLE_RESOLVER","ENEMY_DATA","false","false","false","Docs/V0.4/Reports/BoneAspectCarrierPresentationMechanicReferenceRows.csv#data-row=32","HIGH","bindingStatus=CandidateReuseOnly; runtimeImplemented=false; sourceCommitmentId=bone_aspect_enemy_c4_02_contract_attendant.mechanic_commitment; 本调查不把候选引用升级为 binding。"
"REUSE-033","bone_aspect_enemy_c4_03_false_celestial_form","P1_E02_CANDIDATE_REFERENCE","BoneAspectCarrierPresentationMechanicReferenceRows.csv.stableKey","33","mechanic.basic_pressure","NONE","SURVEY_REQUIRED / Battle Resolver / Field Runtime","EXACT_E02_REUSE","e02.mechanic.basic_pressure","","Mechanic","mechanic.basic_pressure","已验收 E02「基础压力」定义为「不带专用机制原语的基础战斗压力。」；该 typed CandidateReuseOnly 引用可直接表达 P0 承诺中的对应抽象片段，不覆盖其他 gap、执行时机或用户决定。","ENEMY_DATA","ENEMY_RUNTIME_STATE","ENEMY_DATA","false","false","false","Docs/V0.4/Reports/BoneAspectCarrierPresentationMechanicReferenceRows.csv#data-row=33","HIGH","bindingStatus=CandidateReuseOnly; runtimeImplemented=false; sourceCommitmentId=bone_aspect_enemy_c4_03_false_celestial_form.mechanic_commitment; 本调查不把候选引用升级为 binding。"
"REUSE-034","bone_aspect_enemy_c4_03_false_celestial_form","P1_E02_CANDIDATE_REFERENCE","BoneAspectCarrierPresentationMechanicReferenceRows.csv.stableKey","34","mechanic.burst_spike","NONE","SURVEY_REQUIRED / Battle Resolver / Field Runtime","EXACT_E02_REUSE","e02.mechanic.burst_spike","","Mechanic","mechanic.burst_spike","已验收 E02「高爆发」定义为「敌方在短时间内制造显著承伤峰值。」；该 typed CandidateReuseOnly 引用可直接表达 P0 承诺中的对应抽象片段，不覆盖其他 gap、执行时机或用户决定。","ENEMY_DATA","ENEMY_RUNTIME_STATE","ENEMY_DATA","false","false","false","Docs/V0.4/Reports/BoneAspectCarrierPresentationMechanicReferenceRows.csv#data-row=34","HIGH","bindingStatus=CandidateReuseOnly; runtimeImplemented=false; sourceCommitmentId=bone_aspect_enemy_c4_03_false_celestial_form.mechanic_commitment; 本调查不把候选引用升级为 binding。"
"GAP-001","bone_aspect_enemy_c1_01_shattered_host","P0_NEW_MECHANIC_GAP_OCCURRENCE","BoneAspectMechanicCommitmentMatrix.csv.newMechanicGapCandidates","1","附身状态","NONE","SURVEY_REQUIRED / Battle Resolver / Field Runtime","NEW_VOCABULARY_CANDIDATE","ba_gap_candidate.possession_state","ba_gap_candidate.possession_state","","","现有 E02 没有附身或寄宿类 Mechanic；该概念是可复用的 Enemy 状态意图，不等同于 mechanic.basic_pressure。","ENEMY_DATA","ENEMY_RUNTIME_STATE","ENEMY_DATA","true","false","false","Docs/V0.4/Reports/BoneAspectMechanicCommitmentMatrix.csv#contentId=bone_aspect_enemy_c1_01_shattered_host;atomic-ordinal=1","HIGH","候选只描述附身概念；目标、持续时间、解除与伤害规则仍未实现。"
"GAP-002","bone_aspect_enemy_c1_01_shattered_host","P0_NEW_MECHANIC_GAP_OCCURRENCE","BoneAspectMechanicCommitmentMatrix.csv.newMechanicGapCandidates","2","死亡后短暂骨粉区域","NONE","SURVEY_REQUIRED / Battle Resolver / Field Runtime","RUNTIME_ONLY_NOT_VOCABULARY","survey_runtime.post_defeat_field_area","","","","mechanic.polluted_tile 已覆盖区域压力；“死亡后”“短暂”是触发与持续时间事实，属于 Field Runtime。","ENEMY_RUNTIME_STATE","BATTLE_FIELD_RUNTIME","BATTLE_FIELD_RUNTIME","false","false","false","Docs/V0.4/Reports/BoneAspectMechanicCommitmentMatrix.csv#contentId=bone_aspect_enemy_c1_01_shattered_host;atomic-ordinal=2","HIGH","不得为死亡触发或持续时间另造 vocabulary key。"
"GAP-003","bone_aspect_enemy_c1_02_porcelain_hound","P0_NEW_MECHANIC_GAP_OCCURRENCE","BoneAspectMechanicCommitmentMatrix.csv.newMechanicGapCandidates","3","冲撞","NONE","SURVEY_REQUIRED / Battle Resolver / Field Runtime","NEW_VOCABULARY_CANDIDATE","ba_gap_candidate.charge_attack","ba_gap_candidate.charge_attack","","","现有 E02 没有冲撞/突进类 Mechanic；它是可跨 Carrier 复用的攻击意图。","ENEMY_DATA","BATTLE_FIELD_RUNTIME","ENEMY_DATA","true","false","false","Docs/V0.4/Reports/BoneAspectMechanicCommitmentMatrix.csv#contentId=bone_aspect_enemy_c1_02_porcelain_hound;atomic-ordinal=1","HIGH","候选不定义移动轨迹、碰撞、目标选择或伤害。"
"GAP-004","bone_aspect_enemy_c1_02_porcelain_hound","P0_NEW_MECHANIC_GAP_OCCURRENCE","BoneAspectMechanicCommitmentMatrix.csv.newMechanicGapCandidates","4","破壳后短暂虚弱","NONE","SURVEY_REQUIRED / Battle Resolver / Field Runtime","EXACT_E02_REUSE","e02.counter_window.shell_break","","CounterWindowType","counter_window.shell_break","counter_window.shell_break 的已验收语义就是破壳后出现短暂虚弱窗口。","ENEMY_DATA","BATTLE_RESOLVER","ENEMY_DATA","false","false","false","Docs/V0.4/Reports/BoneAspectMechanicCommitmentMatrix.csv#contentId=bone_aspect_enemy_c1_02_porcelain_hound;atomic-ordinal=2","HIGH","只确认词汇复用，不声明窗口已执行。"
"GAP-005","bone_aspect_enemy_c1_03_bone_swap_remnant","P0_NEW_MECHANIC_GAP_OCCURRENCE","BoneAspectMechanicCommitmentMatrix.csv.newMechanicGapCandidates","5","状态叠加","BA-D3","SURVEY_REQUIRED / CrossSystem Effect Contract","NEW_VOCABULARY_CANDIDATE","ba_gap_candidate.status_stack","ba_gap_candidate.status_stack","","","E02 有 poison/burning 等具体状态，但没有中立的可叠加状态原语；该候选不猜测状态类型。","ENEMY_DATA","ENEMY_RUNTIME_STATE","ENEMY_DATA","true","false","false","Docs/V0.4/Reports/BoneAspectMechanicCommitmentMatrix.csv#contentId=bone_aspect_enemy_c1_03_bone_swap_remnant;atomic-ordinal=1","MEDIUM","P0 将“状态叠加”与 BA-D3 的 Copy 语义分列，因此本行不受 Copy 范围决定阻塞。"
"GAP-006","bone_aspect_enemy_c1_03_bone_swap_remnant","P0_NEW_MECHANIC_GAP_OCCURRENCE","BoneAspectMechanicCommitmentMatrix.csv.newMechanicGapCandidates","6","低血量分裂","BA-D3","SURVEY_REQUIRED / CrossSystem Effect Contract","RUNTIME_ONLY_NOT_VOCABULARY","survey_runtime.low_health_split_transition","","","","mechanic.swarm_summon 已覆盖分裂后的多目标压力；低血量条件与分裂执行属于状态转换和场上实体执行。","ENEMY_RUNTIME_STATE","BATTLE_FIELD_RUNTIME","BATTLE_FIELD_RUNTIME","false","false","false","Docs/V0.4/Reports/BoneAspectMechanicCommitmentMatrix.csv#contentId=bone_aspect_enemy_c1_03_bone_swap_remnant;atomic-ordinal=2","HIGH","BA-D3 只阻塞 Copy 范围，不阻塞独立的低血量分裂承诺。"
"GAP-007","bone_aspect_enemy_c1_03_bone_swap_remnant","P0_NEW_MECHANIC_GAP_OCCURRENCE","BoneAspectMechanicCommitmentMatrix.csv.newMechanicGapCandidates","7","复制一种简单能力","BA-D3","SURVEY_REQUIRED / CrossSystem Effect Contract","USER_DECISION_BLOCKED","survey_decision.ba_d3_copy_scope","","","","复制视觉、数值或触发行为的范围由 BA-D3 决定，当前不能判断 E02 复用或新增词汇。","USER_DESIGN_DECISION","USER_DESIGN_DECISION","USER_DESIGN_DECISION","false","true","false","Docs/V0.4/Reports/BoneAspectMechanicCommitmentMatrix.csv#contentId=bone_aspect_enemy_c1_03_bone_swap_remnant;atomic-ordinal=3","HIGH","selectedOption 保持空；不得进入扩词候选。"
"GAP-008","bone_aspect_enemy_c2_01_false_identity_bone","P0_NEW_MECHANIC_GAP_OCCURRENCE","BoneAspectMechanicCommitmentMatrix.csv.newMechanicGapCandidates","8","错误目标","NONE","SURVEY_REQUIRED / Battle Resolver / Field Runtime","CROSS_SYSTEM_CONTRACT_REQUIRED","survey_contract.false_target_legality","","","","Enemy 可声明错误目标意图，但目标合法性与实际选择由 Battle Targeting Runtime 拥有。","ENEMY_DATA","BATTLE_TARGETING_RUNTIME","BATTLE_TARGETING_RUNTIME","false","false","false","Docs/V0.4/Reports/BoneAspectMechanicCommitmentMatrix.csv#contentId=bone_aspect_enemy_c2_01_false_identity_bone;atomic-ordinal=1","HIGH","Vocabulary 不能替代目标解析合同。"
"GAP-009","bone_aspect_enemy_c2_01_false_identity_bone","P0_NEW_MECHANIC_GAP_OCCURRENCE","BoneAspectMechanicCommitmentMatrix.csv.newMechanicGapCandidates","9","交换真假位置","NONE","SURVEY_REQUIRED / Battle Resolver / Field Runtime","CROSS_SYSTEM_CONTRACT_REQUIRED","survey_contract.true_false_position_swap","","","","真假位置交换会改变场上目标与位置事实，执行归 Battle Field/Targeting Runtime。","ENEMY_DATA","BATTLE_TARGETING_RUNTIME","BATTLE_TARGETING_RUNTIME","false","false","false","Docs/V0.4/Reports/BoneAspectMechanicCommitmentMatrix.csv#contentId=bone_aspect_enemy_c2_01_false_identity_bone;atomic-ordinal=2","HIGH","Enemy 不得直接移动其他系统对象。"
"GAP-010","bone_aspect_enemy_c2_01_false_identity_bone","P0_NEW_MECHANIC_GAP_OCCURRENCE","BoneAspectMechanicCommitmentMatrix.csv.newMechanicGapCandidates","10","识破后快速失去防御","NONE","SURVEY_REQUIRED / Battle Resolver / Field Runtime","NEW_VOCABULARY_CANDIDATE","ba_gap_candidate.recognition_reveal_window","ba_gap_candidate.recognition_reveal_window","","","counter_window.cleanse_reveal 将触发限定为净化；P0 只承诺“识破”，直接复用会改变触发语义。","ENEMY_DATA","BATTLE_RESOLVER","ENEMY_DATA","true","false","false","Docs/V0.4/Reports/BoneAspectMechanicCommitmentMatrix.csv#contentId=bone_aspect_enemy_c2_01_false_identity_bone;atomic-ordinal=3","HIGH","候选仅定义识破后显露/失防的窗口类别，不定义识破算法或防御数值。"
"GAP-011","bone_aspect_enemy_c2_02_contract_clerk","P0_NEW_MECHANIC_GAP_OCCURRENCE","BoneAspectMechanicCommitmentMatrix.csv.newMechanicGapCandidates","11","封招","NONE","SURVEY_REQUIRED / CrossSystem Effect Contract","EXACT_E02_REUSE","e02.mechanic.talisman_seal","","Mechanic","mechanic.talisman_seal","mechanic.talisman_seal 已定义暂时封锁符箓触发，精确覆盖“封招”的抽象现象。","ENEMY_DATA","ENEMY_RUNTIME_STATE","ENEMY_DATA","false","false","false","Docs/V0.4/Reports/BoneAspectMechanicCommitmentMatrix.csv#contentId=bone_aspect_enemy_c2_02_contract_clerk;atomic-ordinal=1","HIGH","不声明已绑定玩家技能或 Item。"
"GAP-012","bone_aspect_enemy_c2_02_contract_clerk","P0_NEW_MECHANIC_GAP_OCCURRENCE","BoneAspectMechanicCommitmentMatrix.csv.newMechanicGapCandidates","12","打断玩家一个效果","NONE","SURVEY_REQUIRED / CrossSystem Effect Contract","CROSS_SYSTEM_CONTRACT_REQUIRED","survey_contract.interrupt_player_effect","","","","“玩家一个效果”的身份与执行不由 Enemy 拥有；Enemy 只能发出中立请求。","ENEMY_DATA","CROSS_SYSTEM_EFFECT_CONTRACT","CROSS_SYSTEM_EFFECT_CONTRACT","false","false","false","Docs/V0.4/Reports/BoneAspectMechanicCommitmentMatrix.csv#contentId=bone_aspect_enemy_c2_02_contract_clerk;atomic-ordinal=2","HIGH","不得读取或改写 Item/Battle 内部状态。"
"GAP-013","bone_aspect_enemy_c2_03_bone_bidder","P0_NEW_MECHANIC_GAP_OCCURRENCE","BoneAspectMechanicCommitmentMatrix.csv.newMechanicGapCandidates","13","多目标竞争","NONE","SURVEY_REQUIRED / CrossSystem Effect Contract","EXACT_E02_REUSE","e02.pressure.multi_target","","PressureChannel","pressure.multi_target","pressure.multi_target 的已验收语义直接覆盖多目标竞争压力。","ENEMY_DATA","ENEMY_RUNTIME_STATE","ENEMY_DATA","false","false","false","Docs/V0.4/Reports/BoneAspectMechanicCommitmentMatrix.csv#contentId=bone_aspect_enemy_c2_03_bone_bidder;atomic-ordinal=1","HIGH","不定义目标选择或竞争结算。"
"GAP-014","bone_aspect_enemy_c2_03_bone_bidder","P0_NEW_MECHANIC_GAP_OCCURRENCE","BoneAspectMechanicCommitmentMatrix.csv.newMechanicGapCandidates","14","抢夺增益","NONE","SURVEY_REQUIRED / CrossSystem Effect Contract","CROSS_SYSTEM_CONTRACT_REQUIRED","survey_contract.buff_steal","","","","增益身份、归属与转移结果属于其他状态 Owner；Enemy 只能声明抢夺意图。","ENEMY_DATA","CROSS_SYSTEM_EFFECT_CONTRACT","CROSS_SYSTEM_EFFECT_CONTRACT","false","false","false","Docs/V0.4/Reports/BoneAspectMechanicCommitmentMatrix.csv#contentId=bone_aspect_enemy_c2_03_bone_bidder;atomic-ordinal=2","HIGH","不得以 Enemy vocabulary 代替增益转移合同。"
"GAP-015","bone_aspect_enemy_c2_03_bone_bidder","P0_NEW_MECHANIC_GAP_OCCURRENCE","BoneAspectMechanicCommitmentMatrix.csv.newMechanicGapCandidates","15","争抢出价标记","NONE","SURVEY_REQUIRED / CrossSystem Effect Contract","NEW_VOCABULARY_CANDIDATE","ba_gap_candidate.contested_mark","ba_gap_candidate.contested_mark","","","E02 有 multi_target 压力，但没有中立的竞争/争夺标记概念；标记本身可作为 Enemy 关系状态复用。","ENEMY_DATA","ENEMY_RUNTIME_STATE","ENEMY_DATA","true","false","false","Docs/V0.4/Reports/BoneAspectMechanicCommitmentMatrix.csv#contentId=bone_aspect_enemy_c2_03_bone_bidder;atomic-ordinal=3","MEDIUM","候选不定义出价资源、收益或跨系统结算。"
"GAP-016","bone_aspect_enemy_c3_01_array_stone_puppet","P0_NEW_MECHANIC_GAP_OCCURRENCE","BoneAspectMechanicCommitmentMatrix.csv.newMechanicGapCandidates","16","减伤","NONE","SURVEY_REQUIRED / Battle Resolver / Field Runtime","NEW_VOCABULARY_CANDIDATE","ba_gap_candidate.damage_reduction","ba_gap_candidate.damage_reduction","","","mechanic.layered_shield 只表示护盾层；直接复用会把减伤改写为护盾。","ENEMY_DATA","BATTLE_RESOLVER","ENEMY_DATA","true","false","false","Docs/V0.4/Reports/BoneAspectMechanicCommitmentMatrix.csv#contentId=bone_aspect_enemy_c3_01_array_stone_puppet;atomic-ordinal=1","HIGH","候选只声明减伤机制意图，不定义比例、来源或结算顺序。"
"GAP-017","bone_aspect_enemy_c3_01_array_stone_puppet","P0_NEW_MECHANIC_GAP_OCCURRENCE","BoneAspectMechanicCommitmentMatrix.csv.newMechanicGapCandidates","17","破盾后核心暴露","NONE","SURVEY_REQUIRED / Battle Resolver / Field Runtime","EXACT_E02_REUSE","e02.counter_window.shell_break","","CounterWindowType","counter_window.shell_break","counter_window.shell_break 精确覆盖破盾后核心暴露/虚弱窗口。","ENEMY_DATA","BATTLE_RESOLVER","ENEMY_DATA","false","false","false","Docs/V0.4/Reports/BoneAspectMechanicCommitmentMatrix.csv#contentId=bone_aspect_enemy_c3_01_array_stone_puppet;atomic-ordinal=2","HIGH","只确认窗口类型。"
"GAP-018","bone_aspect_enemy_c3_02_old_edict_shadow","P0_NEW_MECHANIC_GAP_OCCURRENCE","BoneAspectMechanicCommitmentMatrix.csv.newMechanicGapCandidates","18","打断","NONE","SURVEY_REQUIRED / Battle Resolver / Field Runtime","CROSS_SYSTEM_CONTRACT_REQUIRED","survey_contract.interrupt_player_effect","","","","本 Carrier 的“打断”是对玩家行为的压制，不是 counter_window.interrupt_stagger 所指的玩家成功打断敌人。","ENEMY_DATA","CROSS_SYSTEM_EFFECT_CONTRACT","CROSS_SYSTEM_EFFECT_CONTRACT","false","false","false","Docs/V0.4/Reports/BoneAspectMechanicCommitmentMatrix.csv#contentId=bone_aspect_enemy_c3_02_old_edict_shadow;atomic-ordinal=1","MEDIUM","需要跨系统请求和 Battle 成功结果，不可反向复用语义。"
"GAP-019","bone_aspect_enemy_c3_02_old_edict_shadow","P0_NEW_MECHANIC_GAP_OCCURRENCE","BoneAspectMechanicCommitmentMatrix.csv.newMechanicGapCandidates","19","压制","NONE","SURVEY_REQUIRED / Battle Resolver / Field Runtime","COMPOSED_FROM_EXISTING_E02","survey_composition.seal_control_suppression","","Mechanic;PressureChannel","mechanic.talisman_seal;pressure.seal_control","mechanic.talisman_seal 表达封锁触发，pressure.seal_control 表达控制压力；组合即可覆盖一般“压制”，无需新增原子 key。","ENEMY_DATA","ENEMY_RUNTIME_STATE","ENEMY_DATA","false","false","false","Docs/V0.4/Reports/BoneAspectMechanicCommitmentMatrix.csv#contentId=bone_aspect_enemy_c3_02_old_edict_shadow;atomic-ordinal=2","HIGH","组合不代表运行时效果已实现。"
"GAP-020","bone_aspect_enemy_c3_02_old_edict_shadow","P0_NEW_MECHANIC_GAP_OCCURRENCE","BoneAspectMechanicCommitmentMatrix.csv.newMechanicGapCandidates","20","限制技能触发","NONE","SURVEY_REQUIRED / Battle Resolver / Field Runtime","EXACT_E02_REUSE","e02.mechanic.talisman_seal","","Mechanic","mechanic.talisman_seal","mechanic.talisman_seal 精确描述符箓/技能触发暂时受限。","ENEMY_DATA","ENEMY_RUNTIME_STATE","ENEMY_DATA","false","false","false","Docs/V0.4/Reports/BoneAspectMechanicCommitmentMatrix.csv#contentId=bone_aspect_enemy_c3_02_old_edict_shadow;atomic-ordinal=3","HIGH","执行仍需 Runtime/合同。"
"GAP-021","bone_aspect_enemy_c3_03_bone_dust_effigy","P0_NEW_MECHANIC_GAP_OCCURRENCE","BoneAspectMechanicCommitmentMatrix.csv.newMechanicGapCandidates","21","偷念","BA-D3","SURVEY_REQUIRED / CrossSystem Effect Contract","EXACT_E02_REUSE","e02.mechanic.energy_drain","","Mechanic","mechanic.energy_drain","已验收 E02 mechanic.energy_drain 精确表达“偷念”作为资源削减、窃取或切断的机制意图；它不回答 BA-D3 的 Copy 范围，也不执行任何资源变更。","ENEMY_DATA","CROSS_SYSTEM_EFFECT_CONTRACT","CROSS_SYSTEM_EFFECT_CONTRACT","false","false","false","Docs/V0.4/Reports/BoneAspectMechanicCommitmentMatrix.csv#contentId=bone_aspect_enemy_c3_03_bone_dust_effigy;atomic-ordinal=1","HIGH","sourceDecisionIds=BA-D3 仅约束同 Carrier 的“复制”“短暂模仿玩家一个效果”等 Copy/模仿原子项；资源身份与实际增减仍由既有 Player/Battle Resource Owner 执行。"
"GAP-022","bone_aspect_enemy_c3_03_bone_dust_effigy","P0_NEW_MECHANIC_GAP_OCCURRENCE","BoneAspectMechanicCommitmentMatrix.csv.newMechanicGapCandidates","22","复制","BA-D3","SURVEY_REQUIRED / CrossSystem Effect Contract","USER_DECISION_BLOCKED","survey_decision.ba_d3_copy_scope","","","","复制范围正是 BA-D3 未决内容。","USER_DESIGN_DECISION","USER_DESIGN_DECISION","USER_DESIGN_DECISION","false","true","false","Docs/V0.4/Reports/BoneAspectMechanicCommitmentMatrix.csv#contentId=bone_aspect_enemy_c3_03_bone_dust_effigy;atomic-ordinal=2","HIGH","selectedOption 保持空。"
"GAP-023","bone_aspect_enemy_c3_03_bone_dust_effigy","P0_NEW_MECHANIC_GAP_OCCURRENCE","BoneAspectMechanicCommitmentMatrix.csv.newMechanicGapCandidates","23","短暂模仿玩家一个效果","BA-D3","SURVEY_REQUIRED / CrossSystem Effect Contract","USER_DECISION_BLOCKED","survey_decision.ba_d3_copy_scope","","","","模仿玩家效果的对象和复制层级由 BA-D3 决定。","USER_DESIGN_DECISION","USER_DESIGN_DECISION","USER_DESIGN_DECISION","false","true","false","Docs/V0.4/Reports/BoneAspectMechanicCommitmentMatrix.csv#contentId=bone_aspect_enemy_c3_03_bone_dust_effigy;atomic-ordinal=3","HIGH","不得进入扩词候选。"
"GAP-024","bone_aspect_enemy_c4_01_faceless_bone_figure","P0_NEW_MECHANIC_GAP_OCCURRENCE","BoneAspectMechanicCommitmentMatrix.csv.newMechanicGapCandidates","24","数量优势","NONE","SURVEY_REQUIRED / Battle Resolver / Field Runtime","EXACT_E02_REUSE","e02.pressure.multi_target","","PressureChannel","pressure.multi_target","pressure.multi_target 精确表达由数量优势产生的多目标压力。","ENEMY_DATA","ENEMY_RUNTIME_STATE","ENEMY_DATA","false","false","false","Docs/V0.4/Reports/BoneAspectMechanicCommitmentMatrix.csv#contentId=bone_aspect_enemy_c4_01_faceless_bone_figure;atomic-ordinal=1","HIGH","不声明召唤或出生规则。"
"GAP-025","bone_aspect_enemy_c4_01_faceless_bone_figure","P0_NEW_MECHANIC_GAP_OCCURRENCE","BoneAspectMechanicCommitmentMatrix.csv.newMechanicGapCandidates","25","死亡后短暂骨纹区域","NONE","SURVEY_REQUIRED / Battle Resolver / Field Runtime","RUNTIME_ONLY_NOT_VOCABULARY","survey_runtime.post_defeat_field_area","","","","mechanic.polluted_tile 已覆盖区域压力；死亡触发和短时持续属于 Field Runtime。","ENEMY_RUNTIME_STATE","BATTLE_FIELD_RUNTIME","BATTLE_FIELD_RUNTIME","false","false","false","Docs/V0.4/Reports/BoneAspectMechanicCommitmentMatrix.csv#contentId=bone_aspect_enemy_c4_01_faceless_bone_figure;atomic-ordinal=2","HIGH","与 GAP-002 共享运行时概念，不新增词汇。"
"GAP-026","bone_aspect_enemy_c4_02_contract_attendant","P0_NEW_MECHANIC_GAP_OCCURRENCE","BoneAspectMechanicCommitmentMatrix.csv.newMechanicGapCandidates","26","封存道具效果","NONE","SURVEY_REQUIRED / CrossSystem Effect Contract","CROSS_SYSTEM_CONTRACT_REQUIRED","survey_contract.item_effect_seal","","","","Item 效果身份由 Item 拥有，Enemy 只能声明封存请求。","ITEM_READONLY_FACT_CONTRACT","CROSS_SYSTEM_EFFECT_CONTRACT","CROSS_SYSTEM_EFFECT_CONTRACT","false","false","false","Docs/V0.4/Reports/BoneAspectMechanicCommitmentMatrix.csv#contentId=bone_aspect_enemy_c4_02_contract_attendant;atomic-ordinal=1","HIGH","不得创建第二套 Item 效果真源。"
"GAP-027","bone_aspect_enemy_c4_02_contract_attendant","P0_NEW_MECHANIC_GAP_OCCURRENCE","BoneAspectMechanicCommitmentMatrix.csv.newMechanicGapCandidates","27","锁定一个器类","NONE","SURVEY_REQUIRED / CrossSystem Effect Contract","CROSS_SYSTEM_CONTRACT_REQUIRED","survey_contract.item_category_lock","","","","器类事实由 Item 拥有；锁定请求与生效结果需要跨系统合同。","ITEM_READONLY_FACT_CONTRACT","CROSS_SYSTEM_EFFECT_CONTRACT","CROSS_SYSTEM_EFFECT_CONTRACT","false","false","false","Docs/V0.4/Reports/BoneAspectMechanicCommitmentMatrix.csv#contentId=bone_aspect_enemy_c4_02_contract_attendant;atomic-ordinal=2","HIGH","不得由 Enemy 猜测或复制器类表。"
"GAP-028","bone_aspect_enemy_c4_02_contract_attendant","P0_NEW_MECHANIC_GAP_OCCURRENCE","BoneAspectMechanicCommitmentMatrix.csv.newMechanicGapCandidates","28","持续读契","NONE","SURVEY_REQUIRED / CrossSystem Effect Contract","EXACT_E02_REUSE","e02.mechanic.long_cast","","Mechanic","mechanic.long_cast","mechanic.long_cast 精确覆盖可观察的持续读契/长读条现象。","ENEMY_DATA","ENEMY_RUNTIME_STATE","ENEMY_DATA","false","false","false","Docs/V0.4/Reports/BoneAspectMechanicCommitmentMatrix.csv#contentId=bone_aspect_enemy_c4_02_contract_attendant;atomic-ordinal=3","HIGH","不定义计时与完成效果。"
"GAP-029","bone_aspect_enemy_c4_03_false_celestial_form","P0_NEW_MECHANIC_GAP_OCCURRENCE","BoneAspectMechanicCommitmentMatrix.csv.newMechanicGapCandidates","29","复合法门攻击","NONE","SURVEY_REQUIRED / Battle Resolver / Field Runtime","COMPOSED_FROM_EXISTING_E02","survey_composition.basic_burst_composite_attack","","Mechanic","mechanic.basic_pressure;mechanic.burst_spike","P1 已为该 Carrier 提供 basic_pressure 与 burst_spike；组合可表达复合攻击压力，法门细节应留给 Skill 数据而非新增原子 vocabulary。","ENEMY_DATA","BATTLE_RESOLVER","ENEMY_DATA","false","false","false","Docs/V0.4/Reports/BoneAspectMechanicCommitmentMatrix.csv#contentId=bone_aspect_enemy_c4_03_false_celestial_form;atomic-ordinal=1","MEDIUM","不从“法门”名称推断 Item 或属性规则。"
"GAP-030","bone_aspect_enemy_c4_03_false_celestial_form","P0_NEW_MECHANIC_GAP_OCCURRENCE","BoneAspectMechanicCommitmentMatrix.csv.newMechanicGapCandidates","30","切换两种属性","NONE","SURVEY_REQUIRED / Battle Resolver / Field Runtime","RUNTIME_ONLY_NOT_VOCABULARY","survey_runtime.attribute_mode_switch","","","","两属性切换是当前 Enemy 形态/状态转换与 Skill/Phase 数据事实，不是缺失的原子词汇。","ENEMY_DATA","ENEMY_RUNTIME_STATE","ENEMY_RUNTIME_STATE","false","false","false","Docs/V0.4/Reports/BoneAspectMechanicCommitmentMatrix.csv#contentId=bone_aspect_enemy_c4_03_false_celestial_form;atomic-ordinal=2","HIGH","不声明两属性是什么或如何结算。"
