baseItemId,itemName,poolId,affixId,weight,mutexGroupId,repeatPolicy,designNote
"I026","太白斩符","candidate_pool_i026","affix_first_trigger_bonus","1","NONE","NO_DUPLICATE","太白斩符定向候选池"
"I027","太白斩煞印","candidate_pool_i027","affix_control_up","4","NONE","NO_DUPLICATE",""
"I027","太白斩煞印","candidate_pool_i027","affix_nian_efficiency","3","NONE","NO_DUPLICATE","太白斩煞印定向候选池"
"I027","太白斩煞印","candidate_pool_i027","affix_cooldown_reduction","3","NONE","NO_DUPLICATE","太白斩煞印定向候选池"
"I027","太白斩煞印","candidate_pool_i027","affix_array_guard","8","NONE","NO_DUPLICATE","太白斩煞印定向候选池"
"I027","太白斩煞印","candidate_pool_i027","affix_debuff_target_power","7","NONE","NO_DUPLICATE","太白斩煞印定向候选池"
"I027","太白斩煞印","candidate_pool_i027","affix_trigger_refund","4","NONE","NO_DUPLICATE","太白斩煞印定向候选池"
"I027","太白斩煞印","candidate_pool_i027","affix_direct_lit_power","3","NONE","NO_DUPLICATE","太白斩煞印定向候选池"
"I027","太白斩煞印","candidate_pool_i027","affix_core_next_power","2","NONE","NO_DUPLICATE","太白斩煞印定向候选池"
"I027","太白斩煞印","candidate_pool_i027","affix_first_trigger_bonus","1","NONE","NO_DUPLICATE","太白斩煞印定向候选池"
"I028","断煞令","candidate_pool_i028","affix_break_up","4","NONE","NO_DUPLICATE",""
"I028","断煞令","candidate_pool_i028","affix_nian_efficiency","3","NONE","NO_DUPLICATE","断煞令定向候选池"
"I028","断煞令","candidate_pool_i028","affix_cooldown_reduction","3","NONE","NO_DUPLICATE","断煞令定向候选池"
"I028","断煞令","candidate_pool_i028","affix_adjacent_damage","8","NONE","NO_DUPLICATE","断煞令定向候选池"
"I028","断煞令","candidate_pool_i028","affix_debuff_target_power","7","NONE","NO_DUPLICATE","断煞令定向候选池"
"I028","断煞令","candidate_pool_i028","affix_trigger_refund","4","NONE","NO_DUPLICATE","断煞令定向候选池"
"I028","断煞令","candidate_pool_i028","affix_direct_lit_power","3","NONE","NO_DUPLICATE","断煞令定向候选池"
"I028","断煞令","candidate_pool_i028","affix_core_next_power","2","NONE","NO_DUPLICATE","断煞令定向候选池"
"I028","断煞令","candidate_pool_i028","affix_first_trigger_bonus","1","NONE","NO_DUPLICATE","断煞令定向候选池"
"I029","照煞镜","candidate_pool_i029","affix_break_up","4","NONE","NO_DUPLICATE",""
"I029","照煞镜","candidate_pool_i029","affix_nian_efficiency","3","NONE","NO_DUPLICATE","照煞镜定向候选池"
"I029","照煞镜","candidate_pool_i029","affix_cooldown_reduction","3","NONE","NO_DUPLICATE","照煞镜定向候选池"
"I029","照煞镜","candidate_pool_i029","affix_adjacent_damage","8","NONE","NO_DUPLICATE","照煞镜定向候选池"
"I029","照煞镜","candidate_pool_i029","affix_debuff_target_power","7","NONE","NO_DUPLICATE","照煞镜定向候选池"
"I029","照煞镜","candidate_pool_i029","affix_trigger_refund","4","NONE","NO_DUPLICATE","照煞镜定向候选池"
"I029","照煞镜","candidate_pool_i029","affix_direct_lit_power","3","NONE","NO_DUPLICATE","照煞镜定向候选池"
"I029","照煞镜","candidate_pool_i029","affix_core_next_power","2","NONE","NO_DUPLICATE","照煞镜定向候选池"
"I029","照煞镜","candidate_pool_i029","affix_first_trigger_bonus","1","NONE","NO_DUPLICATE","照煞镜定向候选池"
"I030","桃木剑","candidate_pool_i030","affix_control_up","4","NONE","NO_DUPLICATE",""
"I030","桃木剑","candidate_pool_i030","affix_nian_efficiency","3","NONE","NO_DUPLICATE","桃木剑定向候选池"
"I030","桃木剑","candidate_pool_i030","affix_cooldown_reduction","3","NONE","NO_DUPLICATE","桃木剑定向候选池"
"I030","桃木剑","candidate_pool_i030","affix_isolated_power","8","NONE","NO_DUPLICATE","桃木剑定向候选池"
"I030","桃木剑","candidate_pool_i030","affix_debuff_target_power","7","NONE","NO_DUPLICATE","桃木剑定向候选池"
"I030","桃木剑","candidate_pool_i030","affix_trigger_refund","4","NONE","NO_DUPLICATE","桃木剑定向候选池"
"I030","桃木剑","candidate_pool_i030","affix_direct_lit_power","3","NONE","NO_DUPLICATE","桃木剑定向候选池"
"I030","桃木剑","candidate_pool_i030","affix_core_next_power","2","NONE","NO_DUPLICATE","桃木剑定向候选池"
"I030","桃木剑","candidate_pool_i030","affix_first_trigger_bonus","1","NONE","NO_DUPLICATE","桃木剑定向候选池"
