assertionId,category,expected,actual,result
"projection-boss-flag-2-10","projection","True","True","PASS"
"projection-boss-profile-2-10","projection","bone_aspect_boss_c2_identity_bidder","bone_aspect_boss_c2_identity_bidder","PASS"
"projection-entry-source-2-10","projection","V04BuildSandbox","V04BuildSandbox","PASS"
"projection-formal-2-10","projection","False","False","PASS"
"projection-dev-2-10","projection","True","True","PASS"
"projection-source-route-2-10","projection","v04_bline_chapter_flow_devonly","v04_bline_chapter_flow_devonly","PASS"
"projection-source-scene-2-10","projection","","","PASS"
"projection-source-controller-2-10","projection","V04ChapterFlowBattleContractProjection","V04ChapterFlowBattleContractProjection","PASS"
"transition-started-2-10","transition","PASS","PASS","PASS"
"transition-accept-result-2-10","transition","PASS","PASS","PASS"
"transition-settlement-2-10","transition","PASS","PASS","PASS"
"transition-return-chapter-select-2","transition","PASS","PASS","PASS"
"transition-select-chapter-3","transition","PASS","PASS","PASS"
"transition-enter-prepare-3","transition","PASS","PASS","PASS"
"request-initial-phase-3-1","reducer","Prepare","Prepare","PASS"
"transition-request-3-1","transition","PASS","PASS","PASS"
"projection-not-null-3-1","projection","True","True","PASS"
"projection-request-id-3-1","projection","req.3-1","req.3-1","PASS"
"projection-chapter-id-3-1","projection","bone_aspect_chapter_3","bone_aspect_chapter_3","PASS"
"projection-stage-id-3-1","projection","3-1","3-1","PASS"
"projection-round-id-3-1","projection","3-1","3-1","PASS"
"projection-boss-flag-3-1","projection","False","False","PASS"
"projection-boss-profile-3-1","projection","","","PASS"
"projection-entry-source-3-1","projection","V04BuildSandbox","V04BuildSandbox","PASS"
"projection-formal-3-1","projection","False","False","PASS"
"projection-dev-3-1","projection","True","True","PASS"
"projection-source-route-3-1","projection","v04_bline_chapter_flow_devonly","v04_bline_chapter_flow_devonly","PASS"
"projection-source-scene-3-1","projection","","","PASS"
"projection-source-controller-3-1","projection","V04ChapterFlowBattleContractProjection","V04ChapterFlowBattleContractProjection","PASS"
"transition-started-3-1","transition","PASS","PASS","PASS"
"transition-accept-result-3-1","transition","PASS","PASS","PASS"
"transition-settlement-3-1","transition","PASS","PASS","PASS"
"transition-drop-preview-3-1","transition","PASS","PASS","PASS"
"request-initial-phase-3-2","reducer","Prepare","Prepare","PASS"
"transition-request-3-2","transition","PASS","PASS","PASS"
"projection-not-null-3-2","projection","True","True","PASS"
"projection-request-id-3-2","projection","req.3-2","req.3-2","PASS"
"projection-chapter-id-3-2","projection","bone_aspect_chapter_3","bone_aspect_chapter_3","PASS"
"projection-stage-id-3-2","projection","3-2","3-2","PASS"
"projection-round-id-3-2","projection","3-2","3-2","PASS"
"projection-boss-flag-3-2","projection","False","False","PASS"
"projection-boss-profile-3-2","projection","","","PASS"
"projection-entry-source-3-2","projection","V04BuildSandbox","V04BuildSandbox","PASS"
"projection-formal-3-2","projection","False","False","PASS"
"projection-dev-3-2","projection","True","True","PASS"
"projection-source-route-3-2","projection","v04_bline_chapter_flow_devonly","v04_bline_chapter_flow_devonly","PASS"
"projection-source-scene-3-2","projection","","","PASS"
"projection-source-controller-3-2","projection","V04ChapterFlowBattleContractProjection","V04ChapterFlowBattleContractProjection","PASS"
"transition-started-3-2","transition","PASS","PASS","PASS"
"transition-accept-result-3-2","transition","PASS","PASS","PASS"
"transition-settlement-3-2","transition","PASS","PASS","PASS"
"transition-drop-preview-3-2","transition","PASS","PASS","PASS"
"request-initial-phase-3-3","reducer","Prepare","Prepare","PASS"
"transition-request-3-3","transition","PASS","PASS","PASS"
"projection-not-null-3-3","projection","True","True","PASS"
"projection-request-id-3-3","projection","req.3-3","req.3-3","PASS"
"projection-chapter-id-3-3","projection","bone_aspect_chapter_3","bone_aspect_chapter_3","PASS"
"projection-stage-id-3-3","projection","3-3","3-3","PASS"
"projection-round-id-3-3","projection","3-3","3-3","PASS"
"projection-boss-flag-3-3","projection","False","False","PASS"
"projection-boss-profile-3-3","projection","","","PASS"
"projection-entry-source-3-3","projection","V04BuildSandbox","V04BuildSandbox","PASS"
"projection-formal-3-3","projection","False","False","PASS"
"projection-dev-3-3","projection","True","True","PASS"
"projection-source-route-3-3","projection","v04_bline_chapter_flow_devonly","v04_bline_chapter_flow_devonly","PASS"
"projection-source-scene-3-3","projection","","","PASS"
"projection-source-controller-3-3","projection","V04ChapterFlowBattleContractProjection","V04ChapterFlowBattleContractProjection","PASS"
"transition-started-3-3","transition","PASS","PASS","PASS"
"transition-accept-result-3-3","transition","PASS","PASS","PASS"
"transition-settlement-3-3","transition","PASS","PASS","PASS"
"transition-drop-preview-3-3","transition","PASS","PASS","PASS"
"request-initial-phase-3-4","reducer","Prepare","Prepare","PASS"
"transition-request-3-4","transition","PASS","PASS","PASS"
"projection-not-null-3-4","projection","True","True","PASS"
"projection-request-id-3-4","projection","req.3-4","req.3-4","PASS"
"projection-chapter-id-3-4","projection","bone_aspect_chapter_3","bone_aspect_chapter_3","PASS"
"projection-stage-id-3-4","projection","3-4","3-4","PASS"
"projection-round-id-3-4","projection","3-4","3-4","PASS"
"projection-boss-flag-3-4","projection","False","False","PASS"
"projection-boss-profile-3-4","projection","","","PASS"
"projection-entry-source-3-4","projection","V04BuildSandbox","V04BuildSandbox","PASS"
"projection-formal-3-4","projection","False","False","PASS"
"projection-dev-3-4","projection","True","True","PASS"
"projection-source-route-3-4","projection","v04_bline_chapter_flow_devonly","v04_bline_chapter_flow_devonly","PASS"
"projection-source-scene-3-4","projection","","","PASS"
"projection-source-controller-3-4","projection","V04ChapterFlowBattleContractProjection","V04ChapterFlowBattleContractProjection","PASS"
"transition-started-3-4","transition","PASS","PASS","PASS"
"transition-accept-result-3-4","transition","PASS","PASS","PASS"
"transition-settlement-3-4","transition","PASS","PASS","PASS"
"transition-drop-preview-3-4","transition","PASS","PASS","PASS"
"request-initial-phase-3-5","reducer","Prepare","Prepare","PASS"
"transition-request-3-5","transition","PASS","PASS","PASS"
"projection-not-null-3-5","projection","True","True","PASS"
"projection-request-id-3-5","projection","req.3-5","req.3-5","PASS"
"projection-chapter-id-3-5","projection","bone_aspect_chapter_3","bone_aspect_chapter_3","PASS"
"projection-stage-id-3-5","projection","3-5","3-5","PASS"
"projection-round-id-3-5","projection","3-5","3-5","PASS"
"projection-boss-flag-3-5","projection","False","False","PASS"
"projection-boss-profile-3-5","projection","","","PASS"
"projection-entry-source-3-5","projection","V04BuildSandbox","V04BuildSandbox","PASS"
"projection-formal-3-5","projection","False","False","PASS"
"projection-dev-3-5","projection","True","True","PASS"
"projection-source-route-3-5","projection","v04_bline_chapter_flow_devonly","v04_bline_chapter_flow_devonly","PASS"
"projection-source-scene-3-5","projection","","","PASS"
"projection-source-controller-3-5","projection","V04ChapterFlowBattleContractProjection","V04ChapterFlowBattleContractProjection","PASS"
"transition-started-3-5","transition","PASS","PASS","PASS"
"transition-accept-result-3-5","transition","PASS","PASS","PASS"
"transition-settlement-3-5","transition","PASS","PASS","PASS"
"transition-drop-preview-3-5","transition","PASS","PASS","PASS"
"request-initial-phase-3-6","reducer","Prepare","Prepare","PASS"
"transition-request-3-6","transition","PASS","PASS","PASS"
"projection-not-null-3-6","projection","True","True","PASS"
"projection-request-id-3-6","projection","req.3-6","req.3-6","PASS"
"projection-chapter-id-3-6","projection","bone_aspect_chapter_3","bone_aspect_chapter_3","PASS"
"projection-stage-id-3-6","projection","3-6","3-6","PASS"
"projection-round-id-3-6","projection","3-6","3-6","PASS"
"projection-boss-flag-3-6","projection","False","False","PASS"
"projection-boss-profile-3-6","projection","","","PASS"
"projection-entry-source-3-6","projection","V04BuildSandbox","V04BuildSandbox","PASS"
"projection-formal-3-6","projection","False","False","PASS"
"projection-dev-3-6","projection","True","True","PASS"
"projection-source-route-3-6","projection","v04_bline_chapter_flow_devonly","v04_bline_chapter_flow_devonly","PASS"
"projection-source-scene-3-6","projection","","","PASS"
"projection-source-controller-3-6","projection","V04ChapterFlowBattleContractProjection","V04ChapterFlowBattleContractProjection","PASS"
"transition-started-3-6","transition","PASS","PASS","PASS"
"transition-accept-result-3-6","transition","PASS","PASS","PASS"
"transition-settlement-3-6","transition","PASS","PASS","PASS"
"transition-drop-preview-3-6","transition","PASS","PASS","PASS"
"request-initial-phase-3-7","reducer","Prepare","Prepare","PASS"
"transition-request-3-7","transition","PASS","PASS","PASS"
"projection-not-null-3-7","projection","True","True","PASS"
"projection-request-id-3-7","projection","req.3-7","req.3-7","PASS"
"projection-chapter-id-3-7","projection","bone_aspect_chapter_3","bone_aspect_chapter_3","PASS"
"projection-stage-id-3-7","projection","3-7","3-7","PASS"
"projection-round-id-3-7","projection","3-7","3-7","PASS"
"projection-boss-flag-3-7","projection","False","False","PASS"
"projection-boss-profile-3-7","projection","","","PASS"
"projection-entry-source-3-7","projection","V04BuildSandbox","V04BuildSandbox","PASS"
"projection-formal-3-7","projection","False","False","PASS"
"projection-dev-3-7","projection","True","True","PASS"
"projection-source-route-3-7","projection","v04_bline_chapter_flow_devonly","v04_bline_chapter_flow_devonly","PASS"
"projection-source-scene-3-7","projection","","","PASS"
"projection-source-controller-3-7","projection","V04ChapterFlowBattleContractProjection","V04ChapterFlowBattleContractProjection","PASS"
"transition-started-3-7","transition","PASS","PASS","PASS"
"transition-accept-result-3-7","transition","PASS","PASS","PASS"
"transition-settlement-3-7","transition","PASS","PASS","PASS"
"transition-drop-preview-3-7","transition","PASS","PASS","PASS"
"request-initial-phase-3-8","reducer","Prepare","Prepare","PASS"
"transition-request-3-8","transition","PASS","PASS","PASS"
"projection-not-null-3-8","projection","True","True","PASS"
"projection-request-id-3-8","projection","req.3-8","req.3-8","PASS"
"projection-chapter-id-3-8","projection","bone_aspect_chapter_3","bone_aspect_chapter_3","PASS"
"projection-stage-id-3-8","projection","3-8","3-8","PASS"
"projection-round-id-3-8","projection","3-8","3-8","PASS"
"projection-boss-flag-3-8","projection","False","False","PASS"
"projection-boss-profile-3-8","projection","","","PASS"
"projection-entry-source-3-8","projection","V04BuildSandbox","V04BuildSandbox","PASS"
"projection-formal-3-8","projection","False","False","PASS"
"projection-dev-3-8","projection","True","True","PASS"
"projection-source-route-3-8","projection","v04_bline_chapter_flow_devonly","v04_bline_chapter_flow_devonly","PASS"
"projection-source-scene-3-8","projection","","","PASS"
"projection-source-controller-3-8","projection","V04ChapterFlowBattleContractProjection","V04ChapterFlowBattleContractProjection","PASS"
"transition-started-3-8","transition","PASS","PASS","PASS"
"transition-accept-result-3-8","transition","PASS","PASS","PASS"
"transition-settlement-3-8","transition","PASS","PASS","PASS"
"transition-drop-preview-3-8","transition","PASS","PASS","PASS"
"request-initial-phase-3-9","reducer","Prepare","Prepare","PASS"
"transition-request-3-9","transition","PASS","PASS","PASS"
"projection-not-null-3-9","projection","True","True","PASS"
"projection-request-id-3-9","projection","req.3-9","req.3-9","PASS"
"projection-chapter-id-3-9","projection","bone_aspect_chapter_3","bone_aspect_chapter_3","PASS"
"projection-stage-id-3-9","projection","3-9","3-9","PASS"
"projection-round-id-3-9","projection","3-9","3-9","PASS"
"projection-boss-flag-3-9","projection","False","False","PASS"
"projection-boss-profile-3-9","projection","","","PASS"
"projection-entry-source-3-9","projection","V04BuildSandbox","V04BuildSandbox","PASS"
"projection-formal-3-9","projection","False","False","PASS"
"projection-dev-3-9","projection","True","True","PASS"
"projection-source-route-3-9","projection","v04_bline_chapter_flow_devonly","v04_bline_chapter_flow_devonly","PASS"
"projection-source-scene-3-9","projection","","","PASS"
"projection-source-controller-3-9","projection","V04ChapterFlowBattleContractProjection","V04ChapterFlowBattleContractProjection","PASS"
"transition-started-3-9","transition","PASS","PASS","PASS"
"transition-accept-result-3-9","transition","PASS","PASS","PASS"
"transition-settlement-3-9","transition","PASS","PASS","PASS"
"transition-drop-preview-3-9","transition","PASS","PASS","PASS"
"transition-open-boss-gate-3","transition","PASS","PASS","PASS"
"transition-boss-request-from-gate-rejected-3","transition","PASS","PASS","PASS"
"transition-boss-gate-return-prepare-3","transition","PASS","PASS","PASS"
"transition-boss-request-from-prepare-rejected-3","transition","PASS","PASS","PASS"
"transition-reopen-boss-gate-3","transition","PASS","PASS","PASS"
"transition-confirm-manual-boss-3","transition","PASS","PASS","PASS"
"request-initial-phase-3-10","reducer","BossChallengeReady","BossChallengeReady","PASS"
"transition-request-3-10","transition","PASS","PASS","PASS"
"projection-not-null-3-10","projection","True","True","PASS"
"projection-request-id-3-10","projection","req.3-10","req.3-10","PASS"
"projection-chapter-id-3-10","projection","bone_aspect_chapter_3","bone_aspect_chapter_3","PASS"
"projection-stage-id-3-10","projection","3-10","3-10","PASS"
"projection-round-id-3-10","projection","3-10","3-10","PASS"
"projection-boss-flag-3-10","projection","True","True","PASS"
"projection-boss-profile-3-10","projection","bone_aspect_boss_c3_array_eye_guardian","bone_aspect_boss_c3_array_eye_guardian","PASS"
"projection-entry-source-3-10","projection","V04BuildSandbox","V04BuildSandbox","PASS"
"projection-formal-3-10","projection","False","False","PASS"
"projection-dev-3-10","projection","True","True","PASS"
"projection-source-route-3-10","projection","v04_bline_chapter_flow_devonly","v04_bline_chapter_flow_devonly","PASS"
"projection-source-scene-3-10","projection","","","PASS"
"projection-source-controller-3-10","projection","V04ChapterFlowBattleContractProjection","V04ChapterFlowBattleContractProjection","PASS"
"transition-started-3-10","transition","PASS","PASS","PASS"
"transition-accept-result-3-10","transition","PASS","PASS","PASS"
"transition-settlement-3-10","transition","PASS","PASS","PASS"
"transition-return-chapter-select-3","transition","PASS","PASS","PASS"
"transition-select-chapter-4","transition","PASS","PASS","PASS"
"transition-enter-prepare-4","transition","PASS","PASS","PASS"
"request-initial-phase-4-1","reducer","Prepare","Prepare","PASS"
"transition-request-4-1","transition","PASS","PASS","PASS"
"projection-not-null-4-1","projection","True","True","PASS"
"projection-request-id-4-1","projection","req.4-1","req.4-1","PASS"
"projection-chapter-id-4-1","projection","bone_aspect_chapter_4","bone_aspect_chapter_4","PASS"
"projection-stage-id-4-1","projection","4-1","4-1","PASS"
"projection-round-id-4-1","projection","4-1","4-1","PASS"
"projection-boss-flag-4-1","projection","False","False","PASS"
"projection-boss-profile-4-1","projection","","","PASS"
"projection-entry-source-4-1","projection","V04BuildSandbox","V04BuildSandbox","PASS"
"projection-formal-4-1","projection","False","False","PASS"
"projection-dev-4-1","projection","True","True","PASS"
"projection-source-route-4-1","projection","v04_bline_chapter_flow_devonly","v04_bline_chapter_flow_devonly","PASS"
"projection-source-scene-4-1","projection","","","PASS"
"projection-source-controller-4-1","projection","V04ChapterFlowBattleContractProjection","V04ChapterFlowBattleContractProjection","PASS"
"transition-started-4-1","transition","PASS","PASS","PASS"
"transition-accept-result-4-1","transition","PASS","PASS","PASS"
"transition-settlement-4-1","transition","PASS","PASS","PASS"
"transition-drop-preview-4-1","transition","PASS","PASS","PASS"
"request-initial-phase-4-2","reducer","Prepare","Prepare","PASS"
"transition-request-4-2","transition","PASS","PASS","PASS"
"projection-not-null-4-2","projection","True","True","PASS"
"projection-request-id-4-2","projection","req.4-2","req.4-2","PASS"
"projection-chapter-id-4-2","projection","bone_aspect_chapter_4","bone_aspect_chapter_4","PASS"
"projection-stage-id-4-2","projection","4-2","4-2","PASS"
"projection-round-id-4-2","projection","4-2","4-2","PASS"
"projection-boss-flag-4-2","projection","False","False","PASS"
"projection-boss-profile-4-2","projection","","","PASS"
"projection-entry-source-4-2","projection","V04BuildSandbox","V04BuildSandbox","PASS"
"projection-formal-4-2","projection","False","False","PASS"
"projection-dev-4-2","projection","True","True","PASS"
"projection-source-route-4-2","projection","v04_bline_chapter_flow_devonly","v04_bline_chapter_flow_devonly","PASS"
"projection-source-scene-4-2","projection","","","PASS"
"projection-source-controller-4-2","projection","V04ChapterFlowBattleContractProjection","V04ChapterFlowBattleContractProjection","PASS"
"transition-started-4-2","transition","PASS","PASS","PASS"
"transition-accept-result-4-2","transition","PASS","PASS","PASS"
"transition-settlement-4-2","transition","PASS","PASS","PASS"
"transition-drop-preview-4-2","transition","PASS","PASS","PASS"
"request-initial-phase-4-3","reducer","Prepare","Prepare","PASS"
"transition-request-4-3","transition","PASS","PASS","PASS"
"projection-not-null-4-3","projection","True","True","PASS"
"projection-request-id-4-3","projection","req.4-3","req.4-3","PASS"
"projection-chapter-id-4-3","projection","bone_aspect_chapter_4","bone_aspect_chapter_4","PASS"
"projection-stage-id-4-3","projection","4-3","4-3","PASS"
"projection-round-id-4-3","projection","4-3","4-3","PASS"
"projection-boss-flag-4-3","projection","False","False","PASS"
"projection-boss-profile-4-3","projection","","","PASS"
"projection-entry-source-4-3","projection","V04BuildSandbox","V04BuildSandbox","PASS"
"projection-formal-4-3","projection","False","False","PASS"
"projection-dev-4-3","projection","True","True","PASS"
"projection-source-route-4-3","projection","v04_bline_chapter_flow_devonly","v04_bline_chapter_flow_devonly","PASS"
"projection-source-scene-4-3","projection","","","PASS"
"projection-source-controller-4-3","projection","V04ChapterFlowBattleContractProjection","V04ChapterFlowBattleContractProjection","PASS"
"transition-started-4-3","transition","PASS","PASS","PASS"
"transition-accept-result-4-3","transition","PASS","PASS","PASS"
"transition-settlement-4-3","transition","PASS","PASS","PASS"
"transition-drop-preview-4-3","transition","PASS","PASS","PASS"
"request-initial-phase-4-4","reducer","Prepare","Prepare","PASS"
"transition-request-4-4","transition","PASS","PASS","PASS"
"projection-not-null-4-4","projection","True","True","PASS"
"projection-request-id-4-4","projection","req.4-4","req.4-4","PASS"
"projection-chapter-id-4-4","projection","bone_aspect_chapter_4","bone_aspect_chapter_4","PASS"
"projection-stage-id-4-4","projection","4-4","4-4","PASS"
"projection-round-id-4-4","projection","4-4","4-4","PASS"
"projection-boss-flag-4-4","projection","False","False","PASS"
"projection-boss-profile-4-4","projection","","","PASS"
"projection-entry-source-4-4","projection","V04BuildSandbox","V04BuildSandbox","PASS"
"projection-formal-4-4","projection","False","False","PASS"
"projection-dev-4-4","projection","True","True","PASS"
"projection-source-route-4-4","projection","v04_bline_chapter_flow_devonly","v04_bline_chapter_flow_devonly","PASS"
"projection-source-scene-4-4","projection","","","PASS"
"projection-source-controller-4-4","projection","V04ChapterFlowBattleContractProjection","V04ChapterFlowBattleContractProjection","PASS"
"transition-started-4-4","transition","PASS","PASS","PASS"
"transition-accept-result-4-4","transition","PASS","PASS","PASS"
"transition-settlement-4-4","transition","PASS","PASS","PASS"
"transition-drop-preview-4-4","transition","PASS","PASS","PASS"
"request-initial-phase-4-5","reducer","Prepare","Prepare","PASS"
"transition-request-4-5","transition","PASS","PASS","PASS"
"projection-not-null-4-5","projection","True","True","PASS"
"projection-request-id-4-5","projection","req.4-5","req.4-5","PASS"
"projection-chapter-id-4-5","projection","bone_aspect_chapter_4","bone_aspect_chapter_4","PASS"
"projection-stage-id-4-5","projection","4-5","4-5","PASS"
"projection-round-id-4-5","projection","4-5","4-5","PASS"
"projection-boss-flag-4-5","projection","False","False","PASS"
"projection-boss-profile-4-5","projection","","","PASS"
"projection-entry-source-4-5","projection","V04BuildSandbox","V04BuildSandbox","PASS"
"projection-formal-4-5","projection","False","False","PASS"
"projection-dev-4-5","projection","True","True","PASS"
"projection-source-route-4-5","projection","v04_bline_chapter_flow_devonly","v04_bline_chapter_flow_devonly","PASS"
"projection-source-scene-4-5","projection","","","PASS"
"projection-source-controller-4-5","projection","V04ChapterFlowBattleContractProjection","V04ChapterFlowBattleContractProjection","PASS"
"transition-started-4-5","transition","PASS","PASS","PASS"
"transition-accept-result-4-5","transition","PASS","PASS","PASS"
"transition-settlement-4-5","transition","PASS","PASS","PASS"
"transition-drop-preview-4-5","transition","PASS","PASS","PASS"
"request-initial-phase-4-6","reducer","Prepare","Prepare","PASS"
"transition-request-4-6","transition","PASS","PASS","PASS"
"projection-not-null-4-6","projection","True","True","PASS"
"projection-request-id-4-6","projection","req.4-6","req.4-6","PASS"
"projection-chapter-id-4-6","projection","bone_aspect_chapter_4","bone_aspect_chapter_4","PASS"
"projection-stage-id-4-6","projection","4-6","4-6","PASS"
"projection-round-id-4-6","projection","4-6","4-6","PASS"
"projection-boss-flag-4-6","projection","False","False","PASS"
"projection-boss-profile-4-6","projection","","","PASS"
"projection-entry-source-4-6","projection","V04BuildSandbox","V04BuildSandbox","PASS"
"projection-formal-4-6","projection","False","False","PASS"
"projection-dev-4-6","projection","True","True","PASS"
"projection-source-route-4-6","projection","v04_bline_chapter_flow_devonly","v04_bline_chapter_flow_devonly","PASS"
"projection-source-scene-4-6","projection","","","PASS"
"projection-source-controller-4-6","projection","V04ChapterFlowBattleContractProjection","V04ChapterFlowBattleContractProjection","PASS"
"transition-started-4-6","transition","PASS","PASS","PASS"
"transition-accept-result-4-6","transition","PASS","PASS","PASS"
"transition-settlement-4-6","transition","PASS","PASS","PASS"
"transition-drop-preview-4-6","transition","PASS","PASS","PASS"
"request-initial-phase-4-7","reducer","Prepare","Prepare","PASS"
"transition-request-4-7","transition","PASS","PASS","PASS"
"projection-not-null-4-7","projection","True","True","PASS"
"projection-request-id-4-7","projection","req.4-7","req.4-7","PASS"
"projection-chapter-id-4-7","projection","bone_aspect_chapter_4","bone_aspect_chapter_4","PASS"
"projection-stage-id-4-7","projection","4-7","4-7","PASS"
"projection-round-id-4-7","projection","4-7","4-7","PASS"
"projection-boss-flag-4-7","projection","False","False","PASS"
"projection-boss-profile-4-7","projection","","","PASS"
"projection-entry-source-4-7","projection","V04BuildSandbox","V04BuildSandbox","PASS"
"projection-formal-4-7","projection","False","False","PASS"
"projection-dev-4-7","projection","True","True","PASS"
"projection-source-route-4-7","projection","v04_bline_chapter_flow_devonly","v04_bline_chapter_flow_devonly","PASS"
"projection-source-scene-4-7","projection","","","PASS"
"projection-source-controller-4-7","projection","V04ChapterFlowBattleContractProjection","V04ChapterFlowBattleContractProjection","PASS"
"transition-started-4-7","transition","PASS","PASS","PASS"
"transition-accept-result-4-7","transition","PASS","PASS","PASS"
"transition-settlement-4-7","transition","PASS","PASS","PASS"
"transition-drop-preview-4-7","transition","PASS","PASS","PASS"
"request-initial-phase-4-8","reducer","Prepare","Prepare","PASS"
"transition-request-4-8","transition","PASS","PASS","PASS"
"projection-not-null-4-8","projection","True","True","PASS"
"projection-request-id-4-8","projection","req.4-8","req.4-8","PASS"
"projection-chapter-id-4-8","projection","bone_aspect_chapter_4","bone_aspect_chapter_4","PASS"
"projection-stage-id-4-8","projection","4-8","4-8","PASS"
"projection-round-id-4-8","projection","4-8","4-8","PASS"
"projection-boss-flag-4-8","projection","False","False","PASS"
"projection-boss-profile-4-8","projection","","","PASS"
"projection-entry-source-4-8","projection","V04BuildSandbox","V04BuildSandbox","PASS"
"projection-formal-4-8","projection","False","False","PASS"
"projection-dev-4-8","projection","True","True","PASS"
"projection-source-route-4-8","projection","v04_bline_chapter_flow_devonly","v04_bline_chapter_flow_devonly","PASS"
"projection-source-scene-4-8","projection","","","PASS"
"projection-source-controller-4-8","projection","V04ChapterFlowBattleContractProjection","V04ChapterFlowBattleContractProjection","PASS"
"transition-started-4-8","transition","PASS","PASS","PASS"
"transition-accept-result-4-8","transition","PASS","PASS","PASS"
"transition-settlement-4-8","transition","PASS","PASS","PASS"
"transition-drop-preview-4-8","transition","PASS","PASS","PASS"
"request-initial-phase-4-9","reducer","Prepare","Prepare","PASS"
"transition-request-4-9","transition","PASS","PASS","PASS"
"projection-not-null-4-9","projection","True","True","PASS"
"projection-request-id-4-9","projection","req.4-9","req.4-9","PASS"
"projection-chapter-id-4-9","projection","bone_aspect_chapter_4","bone_aspect_chapter_4","PASS"
"projection-stage-id-4-9","projection","4-9","4-9","PASS"
"projection-round-id-4-9","projection","4-9","4-9","PASS"
"projection-boss-flag-4-9","projection","False","False","PASS"
"projection-boss-profile-4-9","projection","","","PASS"
"projection-entry-source-4-9","projection","V04BuildSandbox","V04BuildSandbox","PASS"
"projection-formal-4-9","projection","False","False","PASS"
"projection-dev-4-9","projection","True","True","PASS"
"projection-source-route-4-9","projection","v04_bline_chapter_flow_devonly","v04_bline_chapter_flow_devonly","PASS"
"projection-source-scene-4-9","projection","","","PASS"
"projection-source-controller-4-9","projection","V04ChapterFlowBattleContractProjection","V04ChapterFlowBattleContractProjection","PASS"
"transition-started-4-9","transition","PASS","PASS","PASS"
"transition-accept-result-4-9","transition","PASS","PASS","PASS"
"transition-settlement-4-9","transition","PASS","PASS","PASS"
"transition-drop-preview-4-9","transition","PASS","PASS","PASS"
"transition-open-boss-gate-4","transition","PASS","PASS","PASS"
"transition-boss-request-from-gate-rejected-4","transition","PASS","PASS","PASS"
"transition-boss-gate-return-prepare-4","transition","PASS","PASS","PASS"
"transition-boss-request-from-prepare-rejected-4","transition","PASS","PASS","PASS"
"transition-reopen-boss-gate-4","transition","PASS","PASS","PASS"
"transition-confirm-manual-boss-4","transition","PASS","PASS","PASS"
"request-initial-phase-4-10","reducer","BossChallengeReady","BossChallengeReady","PASS"
"transition-request-4-10","transition","PASS","PASS","PASS"
"projection-not-null-4-10","projection","True","True","PASS"
"projection-request-id-4-10","projection","req.4-10","req.4-10","PASS"
"projection-chapter-id-4-10","projection","bone_aspect_chapter_4","bone_aspect_chapter_4","PASS"
"projection-stage-id-4-10","projection","4-10","4-10","PASS"
"projection-round-id-4-10","projection","4-10","4-10","PASS"
"projection-boss-flag-4-10","projection","True","True","PASS"
"projection-boss-profile-4-10","projection","bone_aspect_boss_c4_myriad_bone_beast","bone_aspect_boss_c4_myriad_bone_beast","PASS"
"projection-entry-source-4-10","projection","V04BuildSandbox","V04BuildSandbox","PASS"
"projection-formal-4-10","projection","False","False","PASS"
"projection-dev-4-10","projection","True","True","PASS"
"projection-source-route-4-10","projection","v04_bline_chapter_flow_devonly","v04_bline_chapter_flow_devonly","PASS"
"projection-source-scene-4-10","projection","","","PASS"
"projection-source-controller-4-10","projection","V04ChapterFlowBattleContractProjection","V04ChapterFlowBattleContractProjection","PASS"
"transition-started-4-10","transition","PASS","PASS","PASS"
"transition-accept-result-4-10","transition","PASS","PASS","PASS"
"transition-settlement-4-10","transition","PASS","PASS","PASS"
"full-traversal-final-phase","reducer","RunComplete","RunComplete","PASS"
"full-traversal-completed-stages","reducer","40","40","PASS"
"full-traversal-unlocked-chapters","reducer","4","4","PASS"
"accepted-manual-boss-challenges","reducer","4","4","PASS"
"automatic-boss-starts","reducer","0","0","PASS"
"transition-reset-session","transition","PASS","PASS","PASS"
"reset-unlock-count","reducer","1","1","PASS"
"reset-unlock-chapter-one","reducer","bone_aspect_chapter_1","bone_aspect_chapter_1","PASS"
"reset-completed-count","reducer","0","0","PASS"
"transition-negative-open","transition","PASS","PASS","PASS"
"transition-negative-select","transition","PASS","PASS","PASS"
"transition-negative-prepare","transition","PASS","PASS","PASS"
"transition-lose-request","transition","PASS","PASS","PASS"
"transition-lose-start","transition","PASS","PASS","PASS"
"transition-lose-result","transition","PASS","PASS","PASS"
"transition-lose-settlement","transition","PASS","PASS","PASS"
"transition-abandon-request","transition","PASS","PASS","PASS"
"transition-abandon-start","transition","PASS","PASS","PASS"
"transition-abandon-result","transition","PASS","PASS","PASS"
"transition-abandon-settlement","transition","PASS","PASS","PASS"
"lose-abandon-unlock-count","reducer","1","1","PASS"
"runtime-file-assets--game-scripts-talismanbag-v04-chapterflow-v04chapterflowfeatureflags-cs","inventory","True","True","PASS"
"runtime-file-assets--game-scripts-talismanbag-v04-chapterflow-v04chapterflowprimitives-cs","inventory","True","True","PASS"
"runtime-file-assets--game-scripts-talismanbag-v04-chapterflow-v04chapterflowsnapshots-cs","inventory","True","True","PASS"
"runtime-file-assets--game-scripts-talismanbag-v04-chapterflow-v04chapterflowmanifest-cs","inventory","True","True","PASS"
"runtime-file-assets--game-scripts-talismanbag-v04-chapterflow-v04chapterflowreducer-cs","inventory","True","True","PASS"
