testId,initialPhase,action,expectedPhase,actualPhase,mutationExpectation,accepted,diagnosticCode,result
"request-4-2","Prepare","RequestBattle","BattleRequested","BattleRequested","CHANGED","true","BLINE_FLOW_ACCEPTED","PASS"
"started-4-2","BattleRequested","ConfirmBattleStarted","BattleRunning","BattleRunning","CHANGED","true","BLINE_FLOW_ACCEPTED","PASS"
"accept-result-4-2","BattleRunning","AcceptBattleResult","Settlement","Settlement","CHANGED","true","BLINE_FLOW_ACCEPTED","PASS"
"settlement-4-2","Settlement","ContinueFromSettlement","DropCandidatePreview","DropCandidatePreview","CHANGED","true","BLINE_FLOW_ACCEPTED","PASS"
"drop-preview-4-2","DropCandidatePreview","ContinueFromDropCandidatePreview","Prepare","Prepare","CHANGED","true","BLINE_FLOW_ACCEPTED","PASS"
"request-4-3","Prepare","RequestBattle","BattleRequested","BattleRequested","CHANGED","true","BLINE_FLOW_ACCEPTED","PASS"
"started-4-3","BattleRequested","ConfirmBattleStarted","BattleRunning","BattleRunning","CHANGED","true","BLINE_FLOW_ACCEPTED","PASS"
"accept-result-4-3","BattleRunning","AcceptBattleResult","Settlement","Settlement","CHANGED","true","BLINE_FLOW_ACCEPTED","PASS"
"settlement-4-3","Settlement","ContinueFromSettlement","DropCandidatePreview","DropCandidatePreview","CHANGED","true","BLINE_FLOW_ACCEPTED","PASS"
"drop-preview-4-3","DropCandidatePreview","ContinueFromDropCandidatePreview","Prepare","Prepare","CHANGED","true","BLINE_FLOW_ACCEPTED","PASS"
"request-4-4","Prepare","RequestBattle","BattleRequested","BattleRequested","CHANGED","true","BLINE_FLOW_ACCEPTED","PASS"
"started-4-4","BattleRequested","ConfirmBattleStarted","BattleRunning","BattleRunning","CHANGED","true","BLINE_FLOW_ACCEPTED","PASS"
"accept-result-4-4","BattleRunning","AcceptBattleResult","Settlement","Settlement","CHANGED","true","BLINE_FLOW_ACCEPTED","PASS"
"settlement-4-4","Settlement","ContinueFromSettlement","DropCandidatePreview","DropCandidatePreview","CHANGED","true","BLINE_FLOW_ACCEPTED","PASS"
"drop-preview-4-4","DropCandidatePreview","ContinueFromDropCandidatePreview","Prepare","Prepare","CHANGED","true","BLINE_FLOW_ACCEPTED","PASS"
"request-4-5","Prepare","RequestBattle","BattleRequested","BattleRequested","CHANGED","true","BLINE_FLOW_ACCEPTED","PASS"
"started-4-5","BattleRequested","ConfirmBattleStarted","BattleRunning","BattleRunning","CHANGED","true","BLINE_FLOW_ACCEPTED","PASS"
"accept-result-4-5","BattleRunning","AcceptBattleResult","Settlement","Settlement","CHANGED","true","BLINE_FLOW_ACCEPTED","PASS"
"settlement-4-5","Settlement","ContinueFromSettlement","DropCandidatePreview","DropCandidatePreview","CHANGED","true","BLINE_FLOW_ACCEPTED","PASS"
"drop-preview-4-5","DropCandidatePreview","ContinueFromDropCandidatePreview","Prepare","Prepare","CHANGED","true","BLINE_FLOW_ACCEPTED","PASS"
"request-4-6","Prepare","RequestBattle","BattleRequested","BattleRequested","CHANGED","true","BLINE_FLOW_ACCEPTED","PASS"
"started-4-6","BattleRequested","ConfirmBattleStarted","BattleRunning","BattleRunning","CHANGED","true","BLINE_FLOW_ACCEPTED","PASS"
"accept-result-4-6","BattleRunning","AcceptBattleResult","Settlement","Settlement","CHANGED","true","BLINE_FLOW_ACCEPTED","PASS"
"settlement-4-6","Settlement","ContinueFromSettlement","DropCandidatePreview","DropCandidatePreview","CHANGED","true","BLINE_FLOW_ACCEPTED","PASS"
"drop-preview-4-6","DropCandidatePreview","ContinueFromDropCandidatePreview","Prepare","Prepare","CHANGED","true","BLINE_FLOW_ACCEPTED","PASS"
"request-4-7","Prepare","RequestBattle","BattleRequested","BattleRequested","CHANGED","true","BLINE_FLOW_ACCEPTED","PASS"
"started-4-7","BattleRequested","ConfirmBattleStarted","BattleRunning","BattleRunning","CHANGED","true","BLINE_FLOW_ACCEPTED","PASS"
"accept-result-4-7","BattleRunning","AcceptBattleResult","Settlement","Settlement","CHANGED","true","BLINE_FLOW_ACCEPTED","PASS"
"settlement-4-7","Settlement","ContinueFromSettlement","DropCandidatePreview","DropCandidatePreview","CHANGED","true","BLINE_FLOW_ACCEPTED","PASS"
"drop-preview-4-7","DropCandidatePreview","ContinueFromDropCandidatePreview","Prepare","Prepare","CHANGED","true","BLINE_FLOW_ACCEPTED","PASS"
"request-4-8","Prepare","RequestBattle","BattleRequested","BattleRequested","CHANGED","true","BLINE_FLOW_ACCEPTED","PASS"
"started-4-8","BattleRequested","ConfirmBattleStarted","BattleRunning","BattleRunning","CHANGED","true","BLINE_FLOW_ACCEPTED","PASS"
"accept-result-4-8","BattleRunning","AcceptBattleResult","Settlement","Settlement","CHANGED","true","BLINE_FLOW_ACCEPTED","PASS"
"settlement-4-8","Settlement","ContinueFromSettlement","DropCandidatePreview","DropCandidatePreview","CHANGED","true","BLINE_FLOW_ACCEPTED","PASS"
"drop-preview-4-8","DropCandidatePreview","ContinueFromDropCandidatePreview","Prepare","Prepare","CHANGED","true","BLINE_FLOW_ACCEPTED","PASS"
"request-4-9","Prepare","RequestBattle","BattleRequested","BattleRequested","CHANGED","true","BLINE_FLOW_ACCEPTED","PASS"
"started-4-9","BattleRequested","ConfirmBattleStarted","BattleRunning","BattleRunning","CHANGED","true","BLINE_FLOW_ACCEPTED","PASS"
"accept-result-4-9","BattleRunning","AcceptBattleResult","Settlement","Settlement","CHANGED","true","BLINE_FLOW_ACCEPTED","PASS"
"settlement-4-9","Settlement","ContinueFromSettlement","DropCandidatePreview","DropCandidatePreview","CHANGED","true","BLINE_FLOW_ACCEPTED","PASS"
"drop-preview-4-9","DropCandidatePreview","ContinueFromDropCandidatePreview","BossGate","BossGate","CHANGED","true","BLINE_FLOW_ACCEPTED","PASS"
"open-boss-gate-4","BossGate","OpenBossGate","BossGate","BossGate","CHANGED","true","BLINE_FLOW_ACCEPTED","PASS"
"boss-request-from-gate-rejected-4","BossGate","RequestBattle","BossGate","BossGate","UNCHANGED","false","BLINE_FLOW_BOSS_MANUAL_CHALLENGE_REQUIRED","PASS"
"boss-gate-return-prepare-4","BossGate","ReturnToPrepareFromBossGate","Prepare","Prepare","CHANGED","true","BLINE_FLOW_ACCEPTED","PASS"
"boss-request-from-prepare-rejected-4","Prepare","RequestBattle","Prepare","Prepare","UNCHANGED","false","BLINE_FLOW_BOSS_MANUAL_CHALLENGE_REQUIRED","PASS"
"reopen-boss-gate-4","Prepare","OpenBossGate","BossGate","BossGate","CHANGED","true","BLINE_FLOW_ACCEPTED","PASS"
"confirm-manual-boss-4","BossGate","ConfirmManualBossChallenge","BossChallengeReady","BossChallengeReady","CHANGED","true","BLINE_FLOW_ACCEPTED","PASS"
"request-4-10","BossChallengeReady","RequestBattle","BattleRequested","BattleRequested","CHANGED","true","BLINE_FLOW_ACCEPTED","PASS"
"started-4-10","BattleRequested","ConfirmBattleStarted","BattleRunning","BattleRunning","CHANGED","true","BLINE_FLOW_ACCEPTED","PASS"
"accept-result-4-10","BattleRunning","AcceptBattleResult","Settlement","Settlement","CHANGED","true","BLINE_FLOW_ACCEPTED","PASS"
"settlement-4-10","Settlement","ContinueFromSettlement","RunComplete","RunComplete","CHANGED","true","BLINE_FLOW_ACCEPTED","PASS"
"reset-session","RunComplete","ResetSession","ChapterSelect","ChapterSelect","CHANGED","true","BLINE_FLOW_ACCEPTED","PASS"
"negative-open","Disabled","OpenSession","ChapterSelect","ChapterSelect","CHANGED","true","BLINE_FLOW_ACCEPTED","PASS"
"negative-select","ChapterSelect","SelectChapter","ChapterSelect","ChapterSelect","CHANGED","true","BLINE_FLOW_ACCEPTED","PASS"
"negative-prepare","ChapterSelect","EnterPrepare","Prepare","Prepare","CHANGED","true","BLINE_FLOW_ACCEPTED","PASS"
"lose-request","Prepare","RequestBattle","BattleRequested","BattleRequested","CHANGED","true","BLINE_FLOW_ACCEPTED","PASS"
"lose-start","BattleRequested","ConfirmBattleStarted","BattleRunning","BattleRunning","CHANGED","true","BLINE_FLOW_ACCEPTED","PASS"
"lose-result","BattleRunning","AcceptBattleResult","Settlement","Settlement","CHANGED","true","BLINE_FLOW_ACCEPTED","PASS"
"lose-settlement","Settlement","ContinueFromSettlement","Prepare","Prepare","CHANGED","true","BLINE_FLOW_ACCEPTED","PASS"
"abandon-request","Prepare","RequestBattle","BattleRequested","BattleRequested","CHANGED","true","BLINE_FLOW_ACCEPTED","PASS"
"abandon-start","BattleRequested","ConfirmBattleStarted","BattleRunning","BattleRunning","CHANGED","true","BLINE_FLOW_ACCEPTED","PASS"
"abandon-result","BattleRunning","AcceptBattleResult","Settlement","Settlement","CHANGED","true","BLINE_FLOW_ACCEPTED","PASS"
"abandon-settlement","Settlement","ContinueFromSettlement","ChapterSelect","ChapterSelect","CHANGED","true","BLINE_FLOW_ACCEPTED","PASS"
