sampleKey,baseItemId,rarity,rootSeed,preRollHash,postRollHash,preProjectionHash,postProjectionHash,preProtectedFactHash,postProtectedFactHash,preEligibleIds,postEligibleIds,allowedDelta,status
I009@blue,I009,blue,410092,b389d0c8f4330d6d1871b4b4e9fb71e1008a193216177ae6c656963fd5eec1cb,b389d0c8f4330d6d1871b4b4e9fb71e1008a193216177ae6c656963fd5eec1cb,9897caace96e7d73b1fbb710d4aa07ce6af68df39aaca5205b132f9b9dc38da7,9897caace96e7d73b1fbb710d4aa07ce6af68df39aaca5205b132f9b9dc38da7,40494849bf7ef8e9ad60713bd0ef241161af57be2c1685429367e6d74fd093a9,40494849bf7ef8e9ad60713bd0ef241161af57be2c1685429367e6d74fd093a9,candidate_core_i009_01|candidate_core_i009_02|candidate_core_i009_03,candidate_core_i009_01|candidate_core_i009_02|candidate_core_i009_03,NONE,PASS
I009@green,I009,green,410091,41e7b91dfd46997db385666d373aaaf9b5afc4c65aa6f2dd9fe2fcce78564621,41e7b91dfd46997db385666d373aaaf9b5afc4c65aa6f2dd9fe2fcce78564621,875b246f57592b2094ce52509c5a92afe93dc290ae602ad75d81c341908997dc,875b246f57592b2094ce52509c5a92afe93dc290ae602ad75d81c341908997dc,a9463c010e2c2f729fed97372820e695b4b669854b40510718d3d2807408546c,a9463c010e2c2f729fed97372820e695b4b669854b40510718d3d2807408546c,candidate_core_i009_01|candidate_core_i009_02,candidate_core_i009_01|candidate_core_i009_02,NONE,PASS
I009@orange,I009,orange,410094,dc8e3fd1afe6f2825c928ce84a7b3a2e2d93e900904ea006111a294b5455982b,beadcdbc8783fd51996d9ebf23f6d6aff7a2a099efb5a253ce9973c48eefac86,cddc102c3a572994cd8d9d273c832b22254e7a52ab1935732243c39971ef2f59,ff175574fc35a2492fe0b9466539fb8e48bb4aa7e00da9e2bcc94815dd8bf3a6,78709b2998670d0defcd470b642b09abb70d5102eb9daffaa99d98dd2aea5d4a,78709b2998670d0defcd470b642b09abb70d5102eb9daffaa99d98dd2aea5d4a,candidate_core_i009_01|candidate_core_i009_02|candidate_core_i009_03|candidate_core_i009_04|candidate_core_i009_ultimate,candidate_core_i009_01|candidate_core_i009_02|candidate_core_i009_03|candidate_core_i009_ultimate,REMOVE_04_KEEP_ULT,PASS
I009@purple,I009,purple,410093,5f27aaa9234f6d43ca6ded95cff54581f480c6759d5e13bd924d3d9ce1a35a37,e42ada204f02937e47cae086fe10fb47ef040af62e4ae11e0fb063588aeff02d,f1269237ed5a0e260009dd3c876b4a93355baff4b4ad095fc05bb0369f105783,5ca66f34bfbe9eb006279ba0273b0ee040291134b089e4123731382d1861aa5e,34cb7246b739263075423f3b61d2c72c4a65fefa537b07a1ce557170adfb5f45,34cb7246b739263075423f3b61d2c72c4a65fefa537b07a1ce557170adfb5f45,candidate_core_i009_01|candidate_core_i009_02|candidate_core_i009_03|candidate_core_i009_04,candidate_core_i009_01|candidate_core_i009_02|candidate_core_i009_03,REMOVE_04,PASS
I009@white,I009,white,410090,4a783e03568c10bc53016c4f5c9c03f8f039587d0f68fca19b59ac47f9e8c716,4a783e03568c10bc53016c4f5c9c03f8f039587d0f68fca19b59ac47f9e8c716,9bf1cbc2fe18fd566cbb67cb52999b94082daa7e23a10ab4a704b7fecdd97eee,9bf1cbc2fe18fd566cbb67cb52999b94082daa7e23a10ab4a704b7fecdd97eee,2181ca87e90db295800a4575f94ca21f126d533e296a6d363af489d5f3422736,2181ca87e90db295800a4575f94ca21f126d533e296a6d363af489d5f3422736,candidate_core_i009_01,candidate_core_i009_01,NONE,PASS
I010@blue,I010,blue,410102,3ad9453ebb9bebd7f186369f9e0c06722021b4ae981ff3f7c24aef08fcc858df,3ad9453ebb9bebd7f186369f9e0c06722021b4ae981ff3f7c24aef08fcc858df,0bb045ae2901778b2772a65289a18b07a6f9e026209ad3a8da5fd7f622a73604,0bb045ae2901778b2772a65289a18b07a6f9e026209ad3a8da5fd7f622a73604,e47f16232f3e00532d6655676c06a8f24f7e0dd5772da0b24506e571f8e24efa,e47f16232f3e00532d6655676c06a8f24f7e0dd5772da0b24506e571f8e24efa,candidate_core_i010_01|candidate_core_i010_02|candidate_core_i010_03,candidate_core_i010_01|candidate_core_i010_02|candidate_core_i010_03,NONE,PASS
I010@green,I010,green,410101,a16382d28c4448f156cc7ed1a7724f584a7d58631af885e52645512f2475dc4a,a16382d28c4448f156cc7ed1a7724f584a7d58631af885e52645512f2475dc4a,8fed3541e2a2f9252738c91837ecb43674016a853b82f54c68412a02480b482f,8fed3541e2a2f9252738c91837ecb43674016a853b82f54c68412a02480b482f,a00c5ce8691a0ada17889021e675e98f4e52a90e12ab222884c5cba03e92b4cf,a00c5ce8691a0ada17889021e675e98f4e52a90e12ab222884c5cba03e92b4cf,candidate_core_i010_01|candidate_core_i010_02,candidate_core_i010_01|candidate_core_i010_02,NONE,PASS
I010@orange,I010,orange,410104,ad0ed5b16612aa2b15ccd1ee38a86ae3cced4abd015b9e2ffbdee216d62f8bc0,fd29430674aad053e0535553f572d072ddba4a5eea6f513ba09211840108f40a,43684a6050814863156c217771983bea1f9e88457d6c965e6734915c53cfa4a6,bedd720c0d52eff19b900203d2f15263546411c307d5beb2d81c51eb9e29530d,e7115d035c88dcadc08511b63d255e302ce2db23482a054d409117204cd1ec22,e7115d035c88dcadc08511b63d255e302ce2db23482a054d409117204cd1ec22,candidate_core_i010_01|candidate_core_i010_02|candidate_core_i010_03|candidate_core_i010_04|candidate_core_i010_ultimate,candidate_core_i010_01|candidate_core_i010_02|candidate_core_i010_03|candidate_core_i010_ultimate,REMOVE_04_KEEP_ULT,PASS
I010@purple,I010,purple,410103,bd6150b1137f7e0efa8dc0274e67269ddefb5141ded315bd6170cc6d477362a1,8790071f796eafad12298a7442b535bf2894113d351ca55a46fe6ec1842216f5,46b7f7f557018e81ec4d43a7909d1599b2f9a0f90c19ad1b15a543d47ff34522,0e6a587bc0af330af69888e073f7d5142bedd03fa0e4b703027e419ac197dbc1,c7576feb152c8cfc31f1714edf908194a7ab80621e9d9372199a350fcdb729c5,c7576feb152c8cfc31f1714edf908194a7ab80621e9d9372199a350fcdb729c5,candidate_core_i010_01|candidate_core_i010_02|candidate_core_i010_03|candidate_core_i010_04,candidate_core_i010_01|candidate_core_i010_02|candidate_core_i010_03,REMOVE_04,PASS
I010@white,I010,white,410100,978b8194cc879cce7a612b6eb2c4f9004300d4abcbf67474d0aa41fd8adf8a37,978b8194cc879cce7a612b6eb2c4f9004300d4abcbf67474d0aa41fd8adf8a37,b6c17eadbf0d6dbb4588c26c7b4d140a29cce5abd95a52de62d939b8647ea91a,b6c17eadbf0d6dbb4588c26c7b4d140a29cce5abd95a52de62d939b8647ea91a,306e533ca0cb42206700d7a880ca8fdebee653d45a4d831ff2d67202c496cea0,306e533ca0cb42206700d7a880ca8fdebee653d45a4d831ff2d67202c496cea0,candidate_core_i010_01,candidate_core_i010_01,NONE,PASS
I011@blue,I011,blue,410112,7b7a28cbdb23e89d72c88bbb2a4f9347dd70339c3246d555590425623b6866c1,7b7a28cbdb23e89d72c88bbb2a4f9347dd70339c3246d555590425623b6866c1,156d5bf35135ffa8ad22db4f26c1e009e98d12db6b5c708d998897742a6e5ea3,156d5bf35135ffa8ad22db4f26c1e009e98d12db6b5c708d998897742a6e5ea3,b48091a23b204d9f3ce5d93221b53a0271b21144c859b596848328817e12fa74,b48091a23b204d9f3ce5d93221b53a0271b21144c859b596848328817e12fa74,candidate_core_i011_01|candidate_core_i011_02|candidate_core_i011_03,candidate_core_i011_01|candidate_core_i011_02|candidate_core_i011_03,NONE,PASS
I011@green,I011,green,410111,9353e31e506c2f84b2335a05a35fedcc3f4f89d0d0a55f01efe4851c5b09c91b,9353e31e506c2f84b2335a05a35fedcc3f4f89d0d0a55f01efe4851c5b09c91b,513868cedcd97f1b35848847e0a9f2cfe83c0d28ba53c4b441679b69a0026f45,513868cedcd97f1b35848847e0a9f2cfe83c0d28ba53c4b441679b69a0026f45,822dbef06364abc3a0210dd3e2c65ea57394e8ef8f89a3a317b621294c9c7096,822dbef06364abc3a0210dd3e2c65ea57394e8ef8f89a3a317b621294c9c7096,candidate_core_i011_01|candidate_core_i011_02,candidate_core_i011_01|candidate_core_i011_02,NONE,PASS
I011@orange,I011,orange,410114,8e7e860f65e99ba0d5f9237116bb9633911ecda39008633d686cb9e25810bdcc,123ac1d6d39cb31d69486b44fe877373e741c0a63934c4436b74ce9d08ca9aca,29074899e333a512f2d4022c1509a160a7cfd5a9f658333e54e0a79bedafd734,e3470cc67bf9176ea68d4069b6a5a285923627e8a925819810fc89b9019979d0,18aa8f9d65da17f4af24bfaf234915d79436b10272cc693522a3a2b215f22a76,18aa8f9d65da17f4af24bfaf234915d79436b10272cc693522a3a2b215f22a76,candidate_core_i011_01|candidate_core_i011_02|candidate_core_i011_03|candidate_core_i011_04|candidate_core_i011_ultimate,candidate_core_i011_01|candidate_core_i011_02|candidate_core_i011_03|candidate_core_i011_ultimate,REMOVE_04_KEEP_ULT,PASS
I011@purple,I011,purple,410113,0c5a67edc152fefe70b2e175fa302cdca17a66dff67db8696e1b2516bc5007fa,5719cdfa32ae74d7a4f88f58f9354e9c22da43fb51026734cc344247858866bd,b3cd1839928af7e9642daa5b77ee0a3066f83cd52e9d985e6758513038045d2b,49e26bc904c24993f9833d30fcd6aa50d43ea4534501622e3fb5bed47e4dc6b7,4868a320bcf8ba05e6469d5720481a6e68a70f9bd51dc166bcde6001567f6f81,4868a320bcf8ba05e6469d5720481a6e68a70f9bd51dc166bcde6001567f6f81,candidate_core_i011_01|candidate_core_i011_02|candidate_core_i011_03|candidate_core_i011_04,candidate_core_i011_01|candidate_core_i011_02|candidate_core_i011_03,REMOVE_04,PASS
I011@white,I011,white,410110,57924b0ec7ea1dec9bcc1f309885031fbc75f0bbed6f48e7bba2f1e77c35ff0e,57924b0ec7ea1dec9bcc1f309885031fbc75f0bbed6f48e7bba2f1e77c35ff0e,f3ba10958ae430227c234ec3b077989d9b6435e6e8628ff01399b5099bef2e4a,f3ba10958ae430227c234ec3b077989d9b6435e6e8628ff01399b5099bef2e4a,58adbabd1fd940a0af3123a774232714693f4717d39e487706bec188307899fd,58adbabd1fd940a0af3123a774232714693f4717d39e487706bec188307899fd,candidate_core_i011_01,candidate_core_i011_01,NONE,PASS
I012@blue,I012,blue,410122,886b46e2cede1dd2969b16d7048a513b73c6d443b59df7c9d97261aaaf0907d9,886b46e2cede1dd2969b16d7048a513b73c6d443b59df7c9d97261aaaf0907d9,cd05db037758f922d9ce100e159b743ce83ad4051e73804a0b2258b5a47a5771,cd05db037758f922d9ce100e159b743ce83ad4051e73804a0b2258b5a47a5771,7aaaffc8927310f2e86a2a27a37966587953ff181e5bffe44325690ab4d2d162,7aaaffc8927310f2e86a2a27a37966587953ff181e5bffe44325690ab4d2d162,candidate_core_i012_01|candidate_core_i012_02|candidate_core_i012_03,candidate_core_i012_01|candidate_core_i012_02|candidate_core_i012_03,NONE,PASS
I012@green,I012,green,410121,4c158f6f26a269e714aac1192566c4c2f9a670f11bf3fa7d94579c7676ef3fc6,4c158f6f26a269e714aac1192566c4c2f9a670f11bf3fa7d94579c7676ef3fc6,ae486e308b84a7e71a93d7ac0e30e031a4914febb7f7ce80abdaea7b2601da9e,ae486e308b84a7e71a93d7ac0e30e031a4914febb7f7ce80abdaea7b2601da9e,9049a03ae81bc99fee6a4945d3e9a20bbf8b58eddc63297019adb532a6c7c1f9,9049a03ae81bc99fee6a4945d3e9a20bbf8b58eddc63297019adb532a6c7c1f9,candidate_core_i012_01|candidate_core_i012_02,candidate_core_i012_01|candidate_core_i012_02,NONE,PASS
I012@orange,I012,orange,410124,cff7d8b1df5d44da4409470571a7b8327a88031f847b597f7c05fc808916100e,0d5d12da01fe88071a3c582250327df1040acdfef05e1de4f30e1ac6d824c742,26b491203bcb806f40a40b11c7f056659da696ee9d3da5bc2b3effa8dad6648b,4a7dc48f748ea5e86d3e19dbd220b9c69c1d852d4cdd75bf478c36930f805e6a,e3a293abec37141f37e528d40e57f45041e4d0114d3f5955e12d1326a85eaeb5,e3a293abec37141f37e528d40e57f45041e4d0114d3f5955e12d1326a85eaeb5,candidate_core_i012_01|candidate_core_i012_02|candidate_core_i012_03|candidate_core_i012_04|candidate_core_i012_ultimate,candidate_core_i012_01|candidate_core_i012_02|candidate_core_i012_03|candidate_core_i012_ultimate,REMOVE_04_KEEP_ULT,PASS
I012@purple,I012,purple,410123,7eeb2d613dc7aaad704fdb2e5a71179d80d130423c1764d0b7c3687e399e9454,24c2e5a80a28137b1c3076af4a1f9c06fd96d9c1f42e033d9aaafd9039d8eb4f,ceae8f6c8e39cff23e109d619475d7f6b128173920365952174c8b4a38b49a9f,f77fd87182efecdb440f58f980895bc04d43083d026e026b356a8219e2d9af19,e7cf3cadde6e20e10113396674b993c07f3b7b2d2c0ccfd12ab2f3e8b8c2a2c9,e7cf3cadde6e20e10113396674b993c07f3b7b2d2c0ccfd12ab2f3e8b8c2a2c9,candidate_core_i012_01|candidate_core_i012_02|candidate_core_i012_03|candidate_core_i012_04,candidate_core_i012_01|candidate_core_i012_02|candidate_core_i012_03,REMOVE_04,PASS
I012@white,I012,white,410120,16df3ce8d6124c78cff8e5f555320ff6e26b9bc6721744885fb3756f2364090a,16df3ce8d6124c78cff8e5f555320ff6e26b9bc6721744885fb3756f2364090a,0b11e1a04bb8d9561dc37202f60f5bebae2e43236b0914522d98782278c53b58,0b11e1a04bb8d9561dc37202f60f5bebae2e43236b0914522d98782278c53b58,bbede3c6b795adc607191837d42ce1795644aa6b44db9d3649ed3f89b7a8e2bc,bbede3c6b795adc607191837d42ce1795644aa6b44db9d3649ed3f89b7a8e2bc,candidate_core_i012_01,candidate_core_i012_01,NONE,PASS
I013@blue,I013,blue,410132,0e03416a6c768d3396c211489f59722230794ce09d226df0642b5a44d16ffc4b,0e03416a6c768d3396c211489f59722230794ce09d226df0642b5a44d16ffc4b,b1ad6eb66534229fec890add22e2e4370b0dfecf6feb5d96c97c833a89c11475,b1ad6eb66534229fec890add22e2e4370b0dfecf6feb5d96c97c833a89c11475,de044d8c5a6e436f62ef36b436da7124d7e008cd85b62ad3c2df39d5db234c99,de044d8c5a6e436f62ef36b436da7124d7e008cd85b62ad3c2df39d5db234c99,candidate_core_i013_01|candidate_core_i013_02|candidate_core_i013_03,candidate_core_i013_01|candidate_core_i013_02|candidate_core_i013_03,NONE,PASS
I013@green,I013,green,410131,5c1f9b48696063c558f99a318505e3571c4e2797b3d4d0e5afc88018089e4152,5c1f9b48696063c558f99a318505e3571c4e2797b3d4d0e5afc88018089e4152,07ed77b3f671dce4131c46940dfc8eeaae4cc49bd7e12a667031d953c04bde2b,07ed77b3f671dce4131c46940dfc8eeaae4cc49bd7e12a667031d953c04bde2b,61711d05235b541a1f294ec6262a2d4ac40ac1c80c7f3689b781cf8a6d4d77f9,61711d05235b541a1f294ec6262a2d4ac40ac1c80c7f3689b781cf8a6d4d77f9,candidate_core_i013_01|candidate_core_i013_02,candidate_core_i013_01|candidate_core_i013_02,NONE,PASS
I013@orange,I013,orange,410134,2865fff8361a3544758bb0f509d75af4fd7cd3b91210ec13980d71d3ddd88002,b5fd60bf370738cd95bb679543b73838cae6da02e056f2e793b460905480b4e3,eace888cea114d2a7df4cc04f36e228b7e31f3336a4c419ac7d5bc67d3663734,2cf670097214c049d2a4f4807069cf6f3a281c6379480ff54b8653fa8b08c75a,a3a74c850da78b165db50816b24a7784e698b387a06a8196b98bf283b64b417c,a3a74c850da78b165db50816b24a7784e698b387a06a8196b98bf283b64b417c,candidate_core_i013_01|candidate_core_i013_02|candidate_core_i013_03|candidate_core_i013_04|candidate_core_i013_ultimate,candidate_core_i013_01|candidate_core_i013_02|candidate_core_i013_03|candidate_core_i013_ultimate,REMOVE_04_KEEP_ULT,PASS
I013@purple,I013,purple,410133,a0166df0ddaa2e520b10b8ee38cd57263ddd50cc72c552d45462ad0760458fad,02d58a6ad36537d0a45490682748b72528a73ed442761ccf02cbb13abdfeb83c,3a9f5c080e0feabe520c6e180feac9baffa922fbe00050dcf380bd4e6f598443,d3cd1f73e8883b7c2fad40cdb4638506961b43c45eceb1f6ed12bcbfc0afa422,e5d12b8f9219a6ca432b114376e691fa07b71ba437f3ccf7071b8b7a14939f1a,e5d12b8f9219a6ca432b114376e691fa07b71ba437f3ccf7071b8b7a14939f1a,candidate_core_i013_01|candidate_core_i013_02|candidate_core_i013_03|candidate_core_i013_04,candidate_core_i013_01|candidate_core_i013_02|candidate_core_i013_03,REMOVE_04,PASS
I013@white,I013,white,410130,1a7b537f4a4dfdaf620d2cbd88ab93bffd2a78b6f29d32ca677147c83ddcad8a,1a7b537f4a4dfdaf620d2cbd88ab93bffd2a78b6f29d32ca677147c83ddcad8a,cf19e2eac114667d1dadf2a05e7c4556cb94d1cc6f68252d68d9220bf2f63d5e,cf19e2eac114667d1dadf2a05e7c4556cb94d1cc6f68252d68d9220bf2f63d5e,7caeeeccbb21d34690f6ab0ec0f92a7aaa161366191851c70c3099c3ef3b6912,7caeeeccbb21d34690f6ab0ec0f92a7aaa161366191851c70c3099c3ef3b6912,candidate_core_i013_01,candidate_core_i013_01,NONE,PASS
I014@blue,I014,blue,410142,0e48bd773b2c1013df661c7575392c3809cf1e2f5edc7cd859e67d779966a4e7,0e48bd773b2c1013df661c7575392c3809cf1e2f5edc7cd859e67d779966a4e7,3c8cd9e41e448ce1713a1727b6a18863270a826aecd0a6dcf39075b4b8209f51,3c8cd9e41e448ce1713a1727b6a18863270a826aecd0a6dcf39075b4b8209f51,d95c7074a6f300ee6d899074b4871bb2e4aa0530254fdc16f91940cfa9f7e2dc,d95c7074a6f300ee6d899074b4871bb2e4aa0530254fdc16f91940cfa9f7e2dc,candidate_core_i014_01|candidate_core_i014_02|candidate_core_i014_03,candidate_core_i014_01|candidate_core_i014_02|candidate_core_i014_03,NONE,PASS
I014@green,I014,green,410141,7c4f5cb0d2a0de009f7361b34e4d2b18676c497f3cffdb9a2bd9920df7c79d70,7c4f5cb0d2a0de009f7361b34e4d2b18676c497f3cffdb9a2bd9920df7c79d70,90dc9f9ad44aabc5e566b06e0cb3ac253544f8049b6c31a6d2d2be79563b8f89,90dc9f9ad44aabc5e566b06e0cb3ac253544f8049b6c31a6d2d2be79563b8f89,8228f1188b3f8f738697e70050021e36a357d174bfbd1f54c012c797b40c8297,8228f1188b3f8f738697e70050021e36a357d174bfbd1f54c012c797b40c8297,candidate_core_i014_01|candidate_core_i014_02,candidate_core_i014_01|candidate_core_i014_02,NONE,PASS
I014@orange,I014,orange,410144,36dbc90c693ff0fbeb6db46ba1674d4db07fe854a0d7e3fc6f166182ed1183cb,4be20e029f198101f5d06bda8b4276ba8e1bcca4bb750c730d7a70ca0807b2f8,5b601585fcf1846f57243f7ffcf910fab91643ddd2ee57256b94c99a1971b3dd,88ab23a14e2501a60be3cb533a47f10ef81a313f85618c304038657e2eed16e6,df4194e151ab0f33a2b96c945223d6a1e9653b6977f993652d29ad888c502b7d,df4194e151ab0f33a2b96c945223d6a1e9653b6977f993652d29ad888c502b7d,candidate_core_i014_01|candidate_core_i014_02|candidate_core_i014_03|candidate_core_i014_04|candidate_core_i014_ultimate,candidate_core_i014_01|candidate_core_i014_02|candidate_core_i014_03|candidate_core_i014_ultimate,REMOVE_04_KEEP_ULT,PASS
I014@purple,I014,purple,410143,0f8159584cc857a69f3ce18611f46050a016b845253a9a97063a7bef09b9930c,d505543324ea51ca98a12122cea84443ff737a4b6fc4951ad2bbf9ec3552788f,bfc0d10fd349a01423881652ff0609c47948e9e87fa0d02dce67367c59520ced,3559e511bb922dd954fcce0ac20244f13517f6f8f5ca663eb6cfdfa9ac8858bf,483dd94c2be27eae5d4548a51fb45d930e03afb0aeff1298b588cd0516603c3e,483dd94c2be27eae5d4548a51fb45d930e03afb0aeff1298b588cd0516603c3e,candidate_core_i014_01|candidate_core_i014_02|candidate_core_i014_03|candidate_core_i014_04,candidate_core_i014_01|candidate_core_i014_02|candidate_core_i014_03,REMOVE_04,PASS
I014@white,I014,white,410140,fe74d6d93dd45877cfffd5cc8213a3b8a54838d9caa437176f71e791f3fbdc53,fe74d6d93dd45877cfffd5cc8213a3b8a54838d9caa437176f71e791f3fbdc53,80f159f734635dab838790e713f2bdf2c64bf9fd01ea378e3e3e427d5fde55bd,80f159f734635dab838790e713f2bdf2c64bf9fd01ea378e3e3e427d5fde55bd,234f91ea836d27421b854ebc480b98eb0585d6517cae72c403561b5963768981,234f91ea836d27421b854ebc480b98eb0585d6517cae72c403561b5963768981,candidate_core_i014_01,candidate_core_i014_01,NONE,PASS
I015@blue,I015,blue,410152,cdccb6ec2f3bc9627fde0ee34afa8c8a63ec46833b927640559a4bdb0feede24,cdccb6ec2f3bc9627fde0ee34afa8c8a63ec46833b927640559a4bdb0feede24,a27caac6e90d83121a2d239d83af384d823a9eda6e7d31b751b2c38a4833dfe8,a27caac6e90d83121a2d239d83af384d823a9eda6e7d31b751b2c38a4833dfe8,d1ef8aa1e574cf82fba26c5897952d37d2ee7660e177b6f9dd1981b70390ae88,d1ef8aa1e574cf82fba26c5897952d37d2ee7660e177b6f9dd1981b70390ae88,candidate_core_i015_01|candidate_core_i015_02|candidate_core_i015_03,candidate_core_i015_01|candidate_core_i015_02|candidate_core_i015_03,NONE,PASS
I015@green,I015,green,410151,dc2efe67ac1afe95523045a7205d2fe9f79728464fe643df06a8c638ff7b75e6,dc2efe67ac1afe95523045a7205d2fe9f79728464fe643df06a8c638ff7b75e6,61985ef516003e6454a304abeb0dab0a8b3a5a08fe9d885965c43e953d19a15d,61985ef516003e6454a304abeb0dab0a8b3a5a08fe9d885965c43e953d19a15d,63bf8ad3184477d624c6593db79d8c022080ef2fd9870abb68303a1b6e1454d4,63bf8ad3184477d624c6593db79d8c022080ef2fd9870abb68303a1b6e1454d4,candidate_core_i015_01|candidate_core_i015_02,candidate_core_i015_01|candidate_core_i015_02,NONE,PASS
I015@orange,I015,orange,410154,8c3a505d3499af7d550284b6f179b5b15e8a81888119ea69cb72054dac34b649,55026a894a459de51fe5b6f651f1124f0d86c90207f49fe61e9ffcdcbaf7b8f0,fdc95aa88a2a50223afb8ce3363cc210c54d9c24cb535323049f4eaa5fc6eaf5,efd214ad255b44182a56d35620c857c0a71c13c9d7514dc9ccbfd18ca0d57296,74e6e63bffdc83dc5f58b233d2018a5f3e5f5278cb3da5e73a015ed3346ff93f,74e6e63bffdc83dc5f58b233d2018a5f3e5f5278cb3da5e73a015ed3346ff93f,candidate_core_i015_01|candidate_core_i015_02|candidate_core_i015_03|candidate_core_i015_04|candidate_core_i015_ultimate,candidate_core_i015_01|candidate_core_i015_02|candidate_core_i015_03|candidate_core_i015_ultimate,REMOVE_04_KEEP_ULT,PASS
I015@purple,I015,purple,410153,4943ef0d5a2e7480b61d54c759f08bcf36a292439fed9f76717dcf6b8e9a630b,0208341a09a04072dde608582a27b48a66146dad4ac452c0589f1d03c3489daa,9880dbda497fc4ff9b3bff54da57973d0ee2a411162af5ab5ea46397eca815b2,c49d6c90190aa58f66240378a74e2d03439d4027bf2e0daa1578e13ab06c3254,4c17e898d0842c58d22358b2f53312dc33fbfe13b984e40d2713c0000f304e77,4c17e898d0842c58d22358b2f53312dc33fbfe13b984e40d2713c0000f304e77,candidate_core_i015_01|candidate_core_i015_02|candidate_core_i015_03|candidate_core_i015_04,candidate_core_i015_01|candidate_core_i015_02|candidate_core_i015_03,REMOVE_04,PASS
I015@white,I015,white,410150,5380dc5872f3c5cf50d0a4ab9ebda702687633c4ed9d3f4ceed55c4e6f733e94,5380dc5872f3c5cf50d0a4ab9ebda702687633c4ed9d3f4ceed55c4e6f733e94,d8d14b69c62603cad360518f703f1a27f2c497eeb000f319562d6efa060a522b,d8d14b69c62603cad360518f703f1a27f2c497eeb000f319562d6efa060a522b,616db9b09e5b5162ca5fc6e8ee81ca30021be19ac1afad9ade9dba5d267c9892,616db9b09e5b5162ca5fc6e8ee81ca30021be19ac1afad9ade9dba5d267c9892,candidate_core_i015_01,candidate_core_i015_01,NONE,PASS
I016@blue,I016,blue,410162,0b14b21a7c8604fa837002f81e9ca37ff9173f22db89275df8c01eb9e8a96ffa,0b14b21a7c8604fa837002f81e9ca37ff9173f22db89275df8c01eb9e8a96ffa,5e842fcd50a5d4ad673250d416daa67c4d234138a92f0f579c8bf482c764aae5,5e842fcd50a5d4ad673250d416daa67c4d234138a92f0f579c8bf482c764aae5,8fbcf6f4f6fd176eb511f57ac74ec393905622d517a3969a5d0aae5f2f105726,8fbcf6f4f6fd176eb511f57ac74ec393905622d517a3969a5d0aae5f2f105726,candidate_core_i016_01|candidate_core_i016_02|candidate_core_i016_03,candidate_core_i016_01|candidate_core_i016_02|candidate_core_i016_03,NONE,PASS
I016@green,I016,green,410161,22ad0709f97e13b1efb1bae0e5144cf014f41c36d3ae2fec715e4648ed9113e4,22ad0709f97e13b1efb1bae0e5144cf014f41c36d3ae2fec715e4648ed9113e4,ef735678ece305d0d3721da59f0020a7f4c32499a605629875b270a3276f2fa3,ef735678ece305d0d3721da59f0020a7f4c32499a605629875b270a3276f2fa3,78b3888da791db1dd3b49124ec1a557599ca5a45807750cf534231eb72445148,78b3888da791db1dd3b49124ec1a557599ca5a45807750cf534231eb72445148,candidate_core_i016_01|candidate_core_i016_02,candidate_core_i016_01|candidate_core_i016_02,NONE,PASS
I016@orange,I016,orange,410164,e42918e9c20c0d0d9995b7b95ca0bae563d29ee7806063d406c64240a0ceb2df,b205e58c6438f8fb1190fbc392f18048c57d4fd5d5b6885571fd3c1f857e384a,4f4bff4c0dd586d1e4686ae0e20f6b1fccbcfe96c0475c01971039a2abe58f1b,93cbf3f6259fa5e61f92fa50bea773700da0bb06f5a7650787db6871270b1b73,da658e8bcd994844b6b120d5e6479e0206567ef8e3e95a425584b68c676c6e49,da658e8bcd994844b6b120d5e6479e0206567ef8e3e95a425584b68c676c6e49,candidate_core_i016_01|candidate_core_i016_02|candidate_core_i016_03|candidate_core_i016_04|candidate_core_i016_ultimate,candidate_core_i016_01|candidate_core_i016_02|candidate_core_i016_03|candidate_core_i016_ultimate,REMOVE_04_KEEP_ULT,PASS
I016@purple,I016,purple,410163,7ea1770e2092acdefb2c1f9e2806b3eb310fdf6ddb80f2eb0480a62237446a3e,5fc6912c6b27203a6e00f64f38d6ef09f31ebb71815f913d673235b346be024a,9aeb389a622ffc44f1ce0c9ca1af67e7ce47d02307957d6b5a57ba68f90c4e83,af7a16f1ff6c2f7e4707b464061d478448550d3b0a1d8e9209b7c70cd0ff9055,9b98b6a1f087f72c8f1487f86d255b7c93e236d4af2fa39d3c596a79b2a73a9b,9b98b6a1f087f72c8f1487f86d255b7c93e236d4af2fa39d3c596a79b2a73a9b,candidate_core_i016_01|candidate_core_i016_02|candidate_core_i016_03|candidate_core_i016_04,candidate_core_i016_01|candidate_core_i016_02|candidate_core_i016_03,REMOVE_04,PASS
I016@white,I016,white,410160,6d35f7274325b728cb55aeec471251b66510c4f6254b36ab1b69bafa6f9fac92,6d35f7274325b728cb55aeec471251b66510c4f6254b36ab1b69bafa6f9fac92,80505c8b18ec27d2400ff61a99a952b921563a3c17a5cd800272f4e25229c686,80505c8b18ec27d2400ff61a99a952b921563a3c17a5cd800272f4e25229c686,27ae2e6812da51b4887cdcaae05628107c281c6f66edb9eb4ccd338199570027,27ae2e6812da51b4887cdcaae05628107c281c6f66edb9eb4ccd338199570027,candidate_core_i016_01,candidate_core_i016_01,NONE,PASS
