displayEventId,ledgerEventId,battleTick,resetGeneration,sequence,sourceKind,sourceId,targetActorId,channel,amount,messageKey,priority,aggregationKey,anchorRoute,colorPolicy,playerVisible,developerOnly
"battle.display.g1.0108","battle.ledger.g1.0096",64500,1,108,"Item","I007","shougunu.phase1.dev.enemy","ItemToEnemyHpDamage",29,"battle.item.enemy_hp_damage",70,"wb_i007_orange_404310007.hp","DamageDealtAnchor","item.damage.hp",true,false
"battle.display.g1.0109","battle.ledger.g1.0097",66000,1,109,"Item","I008","shougunu.phase1.dev.enemy","ItemToEnemyHpDamage",42,"battle.item.enemy_hp_damage",70,"wb_i008_orange_404310008.hp","DamageDealtAnchor","item.damage.hp",true,false
"battle.display.g1.0110","battle.ledger.g1.0098",66000,1,110,"Enemy","shougunu.phase1.basic_attack","battle.sandbox.player.dev","EnemySkillIntent",0,"battle.enemy.action_intent",80,"execution.1.16","MechanicFloatingText","enemy.intent",true,false
"battle.display.g1.0111","battle.ledger.g1.0100",66700,1,111,"Enemy","shougunu.phase1.basic_attack","battle.sandbox.player.dev","EnemyToPlayerDamage",12,"battle.enemy.player_damage",100,"shougunu.phase1.basic_attack.player","DamageTakenAnchor","enemy.damage.player",true,false
"battle.display.g1.0112","battle.ledger.g1.0099",66700,1,112,"Enemy","shougunu.phase1.basic_attack","battle.sandbox.player.dev","EnemySkillResolved",12,"battle.enemy.action_resolved",90,"execution.1.16","MechanicFloatingText","enemy.action.resolved",true,false
"battle.display.g1.0113","battle.ledger.g1.0101",67500,1,113,"Item","I009","shougunu.phase1.dev.enemy","ItemToEnemyHpDamage",53,"battle.item.enemy_hp_damage",70,"wb_i009_orange_404310009.hp","DamageDealtAnchor","item.damage.hp",true,false
"battle.display.g1.0114","battle.ledger.g1.0102",69000,1,114,"Enemy","core-expose-elapsed","shougunu.phase1.dev.enemy","EnemyRecover",0,"battle.enemy.recover",95,"cue.1.85","MechanicFloatingText","enemy.mechanic",true,false
"battle.display.g1.0115","battle.ledger.g1.0104",69000,1,115,"Enemy","shougunu.phase1.skill3.ground_seal_burst","battle.sandbox.player.dev","EnemySkillIntent",0,"battle.enemy.action_intent",80,"execution.1.17","MechanicFloatingText","enemy.intent",true,false
"battle.display.g1.0116","battle.ledger.g1.0105",69000,1,116,"Item","I010","shougunu.phase1.dev.enemy","ItemToEnemyShellDamage",46,"battle.item.enemy_shell_damage",60,"wb_i010_orange_404310010.shell","DamageDealtAnchor","item.damage.shell",true,false
"battle.display.g1.0117","battle.ledger.g1.0106",70500,1,117,"Item","I011","shougunu.phase1.dev.enemy","ItemToEnemyShellDamage",55,"battle.item.enemy_shell_damage",60,"wb_i011_orange_404310011.shell","DamageDealtAnchor","item.damage.shell",true,false
"battle.display.g1.0118","battle.ledger.g1.0108",71500,1,118,"Enemy","shougunu.phase1.skill3.ground_seal_burst","battle.sandbox.player.dev","EnemyToPlayerDamage",36,"battle.enemy.player_damage",100,"shougunu.phase1.skill3.ground_seal_burst.player","DamageTakenAnchor","enemy.damage.player",true,false
"battle.display.g1.0119","battle.ledger.g1.0107",71500,1,119,"Enemy","shougunu.phase1.skill3.ground_seal_burst","battle.sandbox.player.dev","EnemyToPlayerStatusOrArea",36,"battle.enemy.action_resolved",90,"execution.1.17","StatusDamageAnchor","enemy.action.resolved",true,false
"battle.display.g1.0120","battle.ledger.g1.0109",72000,1,120,"Item","I012","shougunu.phase1.dev.enemy","ItemToEnemyShellDamage",76,"battle.item.enemy_shell_damage",60,"wb_i012_orange_404310012.shell","DamageDealtAnchor","item.damage.shell",true,false
"battle.display.g1.0121","battle.ledger.g1.0110",72701,1,121,"Enemy","shougunu.phase1.basic_attack","battle.sandbox.player.dev","EnemySkillIntent",0,"battle.enemy.action_intent",80,"execution.1.18","MechanicFloatingText","enemy.intent",true,false
"battle.display.g1.0122","battle.ledger.g1.0112",73401,1,122,"Enemy","shougunu.phase1.basic_attack","battle.sandbox.player.dev","EnemyToPlayerDamage",12,"battle.enemy.player_damage",100,"shougunu.phase1.basic_attack.player","DamageTakenAnchor","enemy.damage.player",true,false
"battle.display.g1.0123","battle.ledger.g1.0111",73401,1,123,"Enemy","shougunu.phase1.basic_attack","battle.sandbox.player.dev","EnemySkillResolved",12,"battle.enemy.action_resolved",90,"execution.1.18","MechanicFloatingText","enemy.action.resolved",true,false
"battle.display.g1.0124","battle.ledger.g1.0113",73500,1,124,"Item","I007","shougunu.phase1.dev.enemy","ItemToEnemyShellDamage",23,"battle.item.enemy_shell_damage",60,"wb_i007_orange_404310007.shell","DamageDealtAnchor","item.damage.shell",true,false
"battle.display.g1.0125","battle.ledger.g1.0113",73500,1,125,"Item","I007","shougunu.phase1.dev.enemy","ItemToEnemyHpDamage",6,"battle.item.enemy_hp_damage",70,"wb_i007_orange_404310007.hp","DamageDealtAnchor","item.damage.hp",true,false
"battle.display.g1.0126","battle.ledger.g1.0113",73500,1,126,"Enemy","battle.application.g1.049","shougunu.phase1.dev.enemy","EnemyShellBreak",0,"battle.enemy.shell_break",95,"cue.1.92","ShieldBreakAnchor","enemy.mechanic",true,false
"battle.display.g1.0127","battle.ledger.g1.0113",73500,1,127,"Enemy","battle.application.g1.049","shougunu.phase1.dev.enemy","EnemyCoreExpose",0,"battle.enemy.core_expose",95,"cue.1.93","MechanicFloatingText","enemy.mechanic",true,false
"battle.display.g1.0128","battle.ledger.g1.0114",75000,1,128,"Item","I008","shougunu.phase1.dev.enemy","ItemToEnemyHpDamage",3,"battle.item.enemy_hp_damage",70,"wb_i008_orange_404310008.hp","DamageDealtAnchor","item.damage.hp",true,false
"battle.display.g1.0129","battle.ledger.g1.0115",75000,1,129,"Enemy","defeat-request","shougunu.phase1.dev.enemy","EnemyDefeated",0,"battle.enemy.defeated",95,"cue.1.96","MechanicFloatingText","enemy.mechanic",true,false
