context,baseItemId,rarity,fieldKind,displayName,source,playerProjection,debugProjection,status
"GeneratedInstance","I008","blue","affix","冷却缩减","ItemInstanceProjectionContract.Affixes + ItemAffixPoolAndRangeSchema","+5.96%","Debug retains slot/affix/profile/raw/formatted/range","PASS"
"GeneratedInstance","I008","blue","identity","焚邪长符","ItemInnerDataCatalog + ItemInstanceProjectionContract identity","Chinese header/meta","itemInstanceId/baseItemId/rarity/generation trace","PASS"
"GeneratedInstance","I008","blue","core","核心效果","eligibleCoreEffectIds + visibleCoreEffectIds + candidate descriptors","visible names and hidden count","all eligible/visible IDs","PASS"
"GeneratedInstance","I008","blue","build","Build","buildQualification + read-only Build snapshot","qualification/count/stage + missing payload placeholder","qualification/build ids/count/state","PASS"
"GeneratedInstance","I008","purple","stat","冷却","ItemInstanceProjectionContract.Stats + ItemStatRangeSchema","3回合","候选区间：3回合 ～ 4回合","PASS"
"GeneratedInstance","I008","purple","stat","伤害","ItemInstanceProjectionContract.Stats + ItemStatRangeSchema","29","候选区间：26 ～ 32","PASS"
"GeneratedInstance","I008","purple","stat","持续","ItemInstanceProjectionContract.Stats + ItemStatRangeSchema","4回合","候选区间：4回合 ～ 5回合","PASS"
"GeneratedInstance","I008","purple","stat","耗念","ItemInstanceProjectionContract.Stats + ItemStatRangeSchema","3点","候选区间：3点 ～ 4点","PASS"
"GeneratedInstance","I008","purple","affix","伤害提升","ItemInstanceProjectionContract.Affixes + ItemAffixPoolAndRangeSchema","+11.07%","Debug retains slot/affix/profile/raw/formatted/range","PASS"
"GeneratedInstance","I008","purple","affix","冷却缩减","ItemInstanceProjectionContract.Affixes + ItemAffixPoolAndRangeSchema","+8.11%","Debug retains slot/affix/profile/raw/formatted/range","PASS"
"GeneratedInstance","I008","purple","identity","焚邪长符","ItemInnerDataCatalog + ItemInstanceProjectionContract identity","Chinese header/meta","itemInstanceId/baseItemId/rarity/generation trace","PASS"
"GeneratedInstance","I008","purple","core","核心效果","eligibleCoreEffectIds + visibleCoreEffectIds + candidate descriptors","visible names and hidden count","all eligible/visible IDs","PASS"
"GeneratedInstance","I008","purple","build","Build","buildQualification + read-only Build snapshot","qualification/count/stage + missing payload placeholder","qualification/build ids/count/state","PASS"
"GeneratedInstance","I008","orange","stat","冷却","ItemInstanceProjectionContract.Stats + ItemStatRangeSchema","3回合","候选区间：3回合 ～ 4回合","PASS"
"GeneratedInstance","I008","orange","stat","伤害","ItemInstanceProjectionContract.Stats + ItemStatRangeSchema","32","候选区间：31 ～ 34","PASS"
"GeneratedInstance","I008","orange","stat","持续","ItemInstanceProjectionContract.Stats + ItemStatRangeSchema","6回合","候选区间：5回合 ～ 6回合","PASS"
"GeneratedInstance","I008","orange","stat","耗念","ItemInstanceProjectionContract.Stats + ItemStatRangeSchema","4点","候选区间：3点 ～ 4点","PASS"
"GeneratedInstance","I008","orange","affix","伤害提升","ItemInstanceProjectionContract.Affixes + ItemAffixPoolAndRangeSchema","+15.86%","Debug retains slot/affix/profile/raw/formatted/range","PASS"
"GeneratedInstance","I008","orange","affix","耗念效率","ItemInstanceProjectionContract.Affixes + ItemAffixPoolAndRangeSchema","+13.99%","Debug retains slot/affix/profile/raw/formatted/range","PASS"
"GeneratedInstance","I008","orange","identity","焚邪长符","ItemInnerDataCatalog + ItemInstanceProjectionContract identity","Chinese header/meta","itemInstanceId/baseItemId/rarity/generation trace","PASS"
"GeneratedInstance","I008","orange","core","核心效果","eligibleCoreEffectIds + visibleCoreEffectIds + candidate descriptors","visible names and hidden count","all eligible/visible IDs","PASS"
"GeneratedInstance","I008","orange","build","Build","buildQualification + read-only Build snapshot","qualification/count/stage + missing payload placeholder","qualification/build ids/count/state","PASS"
"GeneratedInstance","I009","white","stat","冷却","ItemInstanceProjectionContract.Stats + ItemStatRangeSchema","6回合","候选区间：6回合 ～ 7回合","PASS"
"GeneratedInstance","I009","white","stat","伤害","ItemInstanceProjectionContract.Stats + ItemStatRangeSchema","18","候选区间：18 ～ 26","PASS"
"GeneratedInstance","I009","white","stat","持续","ItemInstanceProjectionContract.Stats + ItemStatRangeSchema","1回合","候选区间：1回合 ～ 2回合","PASS"
"GeneratedInstance","I009","white","stat","耗念","ItemInstanceProjectionContract.Stats + ItemStatRangeSchema","6点","候选区间：6点 ～ 7点","PASS"
"GeneratedInstance","I009","white","affix","伤害提升","ItemInstanceProjectionContract.Affixes + ItemAffixPoolAndRangeSchema","+2.95%","Debug retains slot/affix/profile/raw/formatted/range","PASS"
"GeneratedInstance","I009","white","affix","持续提升","ItemInstanceProjectionContract.Affixes + ItemAffixPoolAndRangeSchema","+1回合","Debug retains slot/affix/profile/raw/formatted/range","PASS"
"GeneratedInstance","I009","white","identity","离火焚邪印","ItemInnerDataCatalog + ItemInstanceProjectionContract identity","Chinese header/meta","itemInstanceId/baseItemId/rarity/generation trace","PASS"
"GeneratedInstance","I009","white","core","核心效果","eligibleCoreEffectIds + visibleCoreEffectIds + candidate descriptors","visible names and hidden count","all eligible/visible IDs","PASS"
"GeneratedInstance","I009","white","build","Build","buildQualification + read-only Build snapshot","qualification/count/stage + missing payload placeholder","qualification/build ids/count/state","PASS"
"GeneratedInstance","I009","green","stat","冷却","ItemInstanceProjectionContract.Stats + ItemStatRangeSchema","6回合","候选区间：6回合 ～ 6回合","PASS"
"GeneratedInstance","I009","green","stat","伤害","ItemInstanceProjectionContract.Stats + ItemStatRangeSchema","32","候选区间：24 ～ 33","PASS"
"GeneratedInstance","I009","green","stat","持续","ItemInstanceProjectionContract.Stats + ItemStatRangeSchema","4回合","候选区间：2回合 ～ 4回合","PASS"
"GeneratedInstance","I009","green","stat","耗念","ItemInstanceProjectionContract.Stats + ItemStatRangeSchema","6点","候选区间：6点 ～ 6点","PASS"
"GeneratedInstance","I009","green","affix","伤害提升","ItemInstanceProjectionContract.Affixes + ItemAffixPoolAndRangeSchema","+4.12%","Debug retains slot/affix/profile/raw/formatted/range","PASS"
"GeneratedInstance","I009","green","affix","持续提升","ItemInstanceProjectionContract.Affixes + ItemAffixPoolAndRangeSchema","+2回合","Debug retains slot/affix/profile/raw/formatted/range","PASS"
"GeneratedInstance","I009","green","identity","离火焚邪印","ItemInnerDataCatalog + ItemInstanceProjectionContract identity","Chinese header/meta","itemInstanceId/baseItemId/rarity/generation trace","PASS"
"GeneratedInstance","I009","green","core","核心效果","eligibleCoreEffectIds + visibleCoreEffectIds + candidate descriptors","visible names and hidden count","all eligible/visible IDs","PASS"
"GeneratedInstance","I009","green","build","Build","buildQualification + read-only Build snapshot","qualification/count/stage + missing payload placeholder","qualification/build ids/count/state","PASS"
"GeneratedInstance","I009","blue","stat","冷却","ItemInstanceProjectionContract.Stats + ItemStatRangeSchema","5回合","候选区间：5回合 ～ 6回合","PASS"
"GeneratedInstance","I009","blue","stat","伤害","ItemInstanceProjectionContract.Stats + ItemStatRangeSchema","38","候选区间：31 ～ 41","PASS"
"GeneratedInstance","I009","blue","stat","持续","ItemInstanceProjectionContract.Stats + ItemStatRangeSchema","4回合","候选区间：3回合 ～ 5回合","PASS"
"GeneratedInstance","I009","blue","stat","耗念","ItemInstanceProjectionContract.Stats + ItemStatRangeSchema","6点","候选区间：5点 ～ 6点","PASS"
"GeneratedInstance","I009","blue","affix","伤害提升","ItemInstanceProjectionContract.Affixes + ItemAffixPoolAndRangeSchema","+6.48%","Debug retains slot/affix/profile/raw/formatted/range","PASS"
"GeneratedInstance","I009","blue","affix","耗念效率","ItemInstanceProjectionContract.Affixes + ItemAffixPoolAndRangeSchema","+7.93%","Debug retains slot/affix/profile/raw/formatted/range","PASS"
"GeneratedInstance","I009","blue","identity","离火焚邪印","ItemInnerDataCatalog + ItemInstanceProjectionContract identity","Chinese header/meta","itemInstanceId/baseItemId/rarity/generation trace","PASS"
"GeneratedInstance","I009","blue","core","核心效果","eligibleCoreEffectIds + visibleCoreEffectIds + candidate descriptors","visible names and hidden count","all eligible/visible IDs","PASS"
"GeneratedInstance","I009","blue","build","Build","buildQualification + read-only Build snapshot","qualification/count/stage + missing payload placeholder","qualification/build ids/count/state","PASS"
"GeneratedInstance","I009","purple","stat","冷却","ItemInstanceProjectionContract.Stats + ItemStatRangeSchema","4回合","候选区间：4回合 ～ 5回合","PASS"
"GeneratedInstance","I009","purple","stat","伤害","ItemInstanceProjectionContract.Stats + ItemStatRangeSchema","39","候选区间：37 ～ 45","PASS"
"GeneratedInstance","I009","purple","stat","持续","ItemInstanceProjectionContract.Stats + ItemStatRangeSchema","5回合","候选区间：4回合 ～ 5回合","PASS"
"GeneratedInstance","I009","purple","stat","耗念","ItemInstanceProjectionContract.Stats + ItemStatRangeSchema","4点","候选区间：4点 ～ 5点","PASS"
"GeneratedInstance","I009","purple","affix","伤害提升","ItemInstanceProjectionContract.Affixes + ItemAffixPoolAndRangeSchema","+11.2%","Debug retains slot/affix/profile/raw/formatted/range","PASS"
"GeneratedInstance","I009","purple","affix","冷却缩减","ItemInstanceProjectionContract.Affixes + ItemAffixPoolAndRangeSchema","+8.63%","Debug retains slot/affix/profile/raw/formatted/range","PASS"
"GeneratedInstance","I009","purple","identity","离火焚邪印","ItemInnerDataCatalog + ItemInstanceProjectionContract identity","Chinese header/meta","itemInstanceId/baseItemId/rarity/generation trace","PASS"
"GeneratedInstance","I009","purple","core","核心效果","eligibleCoreEffectIds + visibleCoreEffectIds + candidate descriptors","visible names and hidden count","all eligible/visible IDs","PASS"
"GeneratedInstance","I009","purple","build","Build","buildQualification + read-only Build snapshot","qualification/count/stage + missing payload placeholder","qualification/build ids/count/state","PASS"
"GeneratedInstance","I009","orange","stat","冷却","ItemInstanceProjectionContract.Stats + ItemStatRangeSchema","4回合","候选区间：4回合 ～ 5回合","PASS"
"GeneratedInstance","I009","orange","stat","伤害","ItemInstanceProjectionContract.Stats + ItemStatRangeSchema","47","候选区间：44 ～ 48","PASS"
"GeneratedInstance","I009","orange","stat","持续","ItemInstanceProjectionContract.Stats + ItemStatRangeSchema","6回合","候选区间：5回合 ～ 6回合","PASS"
"GeneratedInstance","I009","orange","stat","耗念","ItemInstanceProjectionContract.Stats + ItemStatRangeSchema","4点","候选区间：4点 ～ 5点","PASS"
"GeneratedInstance","I009","orange","affix","伤害提升","ItemInstanceProjectionContract.Affixes + ItemAffixPoolAndRangeSchema","+13.89%","Debug retains slot/affix/profile/raw/formatted/range","PASS"
"GeneratedInstance","I009","orange","affix","持续提升","ItemInstanceProjectionContract.Affixes + ItemAffixPoolAndRangeSchema","+5回合","Debug retains slot/affix/profile/raw/formatted/range","PASS"
"GeneratedInstance","I009","orange","identity","离火焚邪印","ItemInnerDataCatalog + ItemInstanceProjectionContract identity","Chinese header/meta","itemInstanceId/baseItemId/rarity/generation trace","PASS"
"GeneratedInstance","I009","orange","core","核心效果","eligibleCoreEffectIds + visibleCoreEffectIds + candidate descriptors","visible names and hidden count","all eligible/visible IDs","PASS"
"GeneratedInstance","I009","orange","build","Build","buildQualification + read-only Build snapshot","qualification/count/stage + missing payload placeholder","qualification/build ids/count/state","PASS"
"GeneratedInstance","I010","white","stat","冷却","ItemInstanceProjectionContract.Stats + ItemStatRangeSchema","4回合","候选区间：4回合 ～ 5回合","PASS"
"GeneratedInstance","I010","white","stat","伤害","ItemInstanceProjectionContract.Stats + ItemStatRangeSchema","18","候选区间：14 ～ 20","PASS"
"GeneratedInstance","I010","white","stat","持续","ItemInstanceProjectionContract.Stats + ItemStatRangeSchema","2回合","候选区间：1回合 ～ 2回合","PASS"
"GeneratedInstance","I010","white","stat","耗念","ItemInstanceProjectionContract.Stats + ItemStatRangeSchema","6点","候选区间：5点 ～ 6点","PASS"
"GeneratedInstance","I010","white","affix","伤害提升","ItemInstanceProjectionContract.Affixes + ItemAffixPoolAndRangeSchema","+3.82%","Debug retains slot/affix/profile/raw/formatted/range","PASS"
"GeneratedInstance","I010","white","affix","冷却缩减","ItemInstanceProjectionContract.Affixes + ItemAffixPoolAndRangeSchema","+2.78%","Debug retains slot/affix/profile/raw/formatted/range","PASS"
"GeneratedInstance","I010","white","identity","风火令旗","ItemInnerDataCatalog + ItemInstanceProjectionContract identity","Chinese header/meta","itemInstanceId/baseItemId/rarity/generation trace","PASS"
"GeneratedInstance","I010","white","core","核心效果","eligibleCoreEffectIds + visibleCoreEffectIds + candidate descriptors","visible names and hidden count","all eligible/visible IDs","PASS"
"GeneratedInstance","I010","white","build","Build","buildQualification + read-only Build snapshot","qualification/count/stage + missing payload placeholder","qualification/build ids/count/state","PASS"
"GeneratedInstance","I010","green","stat","冷却","ItemInstanceProjectionContract.Stats + ItemStatRangeSchema","4回合","候选区间：4回合 ～ 4回合","PASS"
"GeneratedInstance","I010","green","stat","伤害","ItemInstanceProjectionContract.Stats + ItemStatRangeSchema","25","候选区间：19 ～ 26","PASS"
"GeneratedInstance","I010","green","stat","持续","ItemInstanceProjectionContract.Stats + ItemStatRangeSchema","2回合","候选区间：2回合 ～ 4回合","PASS"
"GeneratedInstance","I010","green","stat","耗念","ItemInstanceProjectionContract.Stats + ItemStatRangeSchema","5点","候选区间：5点 ～ 5点","PASS"
"GeneratedInstance","I010","green","affix","伤害提升","ItemInstanceProjectionContract.Affixes + ItemAffixPoolAndRangeSchema","+3.83%","Debug retains slot/affix/profile/raw/formatted/range","PASS"
"GeneratedInstance","I010","green","affix","耗念效率","ItemInstanceProjectionContract.Affixes + ItemAffixPoolAndRangeSchema","+5.8%","Debug retains slot/affix/profile/raw/formatted/range","PASS"
"GeneratedInstance","I010","green","identity","风火令旗","ItemInnerDataCatalog + ItemInstanceProjectionContract identity","Chinese header/meta","itemInstanceId/baseItemId/rarity/generation trace","PASS"
"GeneratedInstance","I010","green","core","核心效果","eligibleCoreEffectIds + visibleCoreEffectIds + candidate descriptors","visible names and hidden count","all eligible/visible IDs","PASS"
"GeneratedInstance","I010","green","build","Build","buildQualification + read-only Build snapshot","qualification/count/stage + missing payload placeholder","qualification/build ids/count/state","PASS"
"GeneratedInstance","I010","blue","stat","冷却","ItemInstanceProjectionContract.Stats + ItemStatRangeSchema","3回合","候选区间：3回合 ～ 4回合","PASS"
"GeneratedInstance","I010","blue","stat","伤害","ItemInstanceProjectionContract.Stats + ItemStatRangeSchema","30","候选区间：25 ～ 32","PASS"
"GeneratedInstance","I010","blue","stat","持续","ItemInstanceProjectionContract.Stats + ItemStatRangeSchema","5回合","候选区间：3回合 ～ 5回合","PASS"
"GeneratedInstance","I010","blue","stat","耗念","ItemInstanceProjectionContract.Stats + ItemStatRangeSchema","5点","候选区间：4点 ～ 5点","PASS"
"GeneratedInstance","I010","blue","affix","伤害提升","ItemInstanceProjectionContract.Affixes + ItemAffixPoolAndRangeSchema","+6.32%","Debug retains slot/affix/profile/raw/formatted/range","PASS"
"GeneratedInstance","I010","blue","affix","冷却缩减","ItemInstanceProjectionContract.Affixes + ItemAffixPoolAndRangeSchema","+7.22%","Debug retains slot/affix/profile/raw/formatted/range","PASS"
"GeneratedInstance","I010","blue","identity","风火令旗","ItemInnerDataCatalog + ItemInstanceProjectionContract identity","Chinese header/meta","itemInstanceId/baseItemId/rarity/generation trace","PASS"
"GeneratedInstance","I010","blue","core","核心效果","eligibleCoreEffectIds + visibleCoreEffectIds + candidate descriptors","visible names and hidden count","all eligible/visible IDs","PASS"
"GeneratedInstance","I010","blue","build","Build","buildQualification + read-only Build snapshot","qualification/count/stage + missing payload placeholder","qualification/build ids/count/state","PASS"
"GeneratedInstance","I010","purple","stat","冷却","ItemInstanceProjectionContract.Stats + ItemStatRangeSchema","2回合","候选区间：2回合 ～ 3回合","PASS"
"GeneratedInstance","I010","purple","stat","伤害","ItemInstanceProjectionContract.Stats + ItemStatRangeSchema","36","候选区间：30 ～ 36","PASS"
"GeneratedInstance","I010","purple","stat","持续","ItemInstanceProjectionContract.Stats + ItemStatRangeSchema","5回合","候选区间：4回合 ～ 5回合","PASS"
"GeneratedInstance","I010","purple","stat","耗念","ItemInstanceProjectionContract.Stats + ItemStatRangeSchema","4点","候选区间：3点 ～ 4点","PASS"
"GeneratedInstance","I010","purple","affix","伤害提升","ItemInstanceProjectionContract.Affixes + ItemAffixPoolAndRangeSchema","+8.81%","Debug retains slot/affix/profile/raw/formatted/range","PASS"
"GeneratedInstance","I010","purple","affix","耗念效率","ItemInstanceProjectionContract.Affixes + ItemAffixPoolAndRangeSchema","+11.86%","Debug retains slot/affix/profile/raw/formatted/range","PASS"
"GeneratedInstance","I010","purple","identity","风火令旗","ItemInnerDataCatalog + ItemInstanceProjectionContract identity","Chinese header/meta","itemInstanceId/baseItemId/rarity/generation trace","PASS"
"GeneratedInstance","I010","purple","core","核心效果","eligibleCoreEffectIds + visibleCoreEffectIds + candidate descriptors","visible names and hidden count","all eligible/visible IDs","PASS"
"GeneratedInstance","I010","purple","build","Build","buildQualification + read-only Build snapshot","qualification/count/stage + missing payload placeholder","qualification/build ids/count/state","PASS"
"GeneratedInstance","I010","orange","stat","冷却","ItemInstanceProjectionContract.Stats + ItemStatRangeSchema","2回合","候选区间：2回合 ～ 3回合","PASS"
"GeneratedInstance","I010","orange","stat","伤害","ItemInstanceProjectionContract.Stats + ItemStatRangeSchema","37","候选区间：34 ～ 38","PASS"
"GeneratedInstance","I010","orange","stat","持续","ItemInstanceProjectionContract.Stats + ItemStatRangeSchema","6回合","候选区间：5回合 ～ 6回合","PASS"
"GeneratedInstance","I010","orange","stat","耗念","ItemInstanceProjectionContract.Stats + ItemStatRangeSchema","4点","候选区间：3点 ～ 4点","PASS"
"GeneratedInstance","I010","orange","affix","伤害提升","ItemInstanceProjectionContract.Affixes + ItemAffixPoolAndRangeSchema","+16.58%","Debug retains slot/affix/profile/raw/formatted/range","PASS"
"GeneratedInstance","I010","orange","affix","冷却缩减","ItemInstanceProjectionContract.Affixes + ItemAffixPoolAndRangeSchema","+13.47%","Debug retains slot/affix/profile/raw/formatted/range","PASS"
"GeneratedInstance","I010","orange","identity","风火令旗","ItemInnerDataCatalog + ItemInstanceProjectionContract identity","Chinese header/meta","itemInstanceId/baseItemId/rarity/generation trace","PASS"
"GeneratedInstance","I010","orange","core","核心效果","eligibleCoreEffectIds + visibleCoreEffectIds + candidate descriptors","visible names and hidden count","all eligible/visible IDs","PASS"
"GeneratedInstance","I010","orange","build","Build","buildQualification + read-only Build snapshot","qualification/count/stage + missing payload placeholder","qualification/build ids/count/state","PASS"
"GeneratedInstance","I011","white","stat","冷却","ItemInstanceProjectionContract.Stats + ItemStatRangeSchema","6回合","候选区间：5回合 ～ 6回合","PASS"
"GeneratedInstance","I011","white","stat","伤害","ItemInstanceProjectionContract.Stats + ItemStatRangeSchema","22","候选区间：16 ～ 23","PASS"
"GeneratedInstance","I011","white","stat","持续","ItemInstanceProjectionContract.Stats + ItemStatRangeSchema","2回合","候选区间：1回合 ～ 2回合","PASS"
"GeneratedInstance","I011","white","stat","耗念","ItemInstanceProjectionContract.Stats + ItemStatRangeSchema","6点","候选区间：6点 ～ 7点","PASS"
"GeneratedInstance","I011","white","affix","伤害提升","ItemInstanceProjectionContract.Affixes + ItemAffixPoolAndRangeSchema","+3.31%","Debug retains slot/affix/profile/raw/formatted/range","PASS"
"GeneratedInstance","I011","white","affix","持续提升","ItemInstanceProjectionContract.Affixes + ItemAffixPoolAndRangeSchema","+1回合","Debug retains slot/affix/profile/raw/formatted/range","PASS"
"GeneratedInstance","I011","white","identity","照焚铜镜","ItemInnerDataCatalog + ItemInstanceProjectionContract identity","Chinese header/meta","itemInstanceId/baseItemId/rarity/generation trace","PASS"
"GeneratedInstance","I011","white","core","核心效果","eligibleCoreEffectIds + visibleCoreEffectIds + candidate descriptors","visible names and hidden count","all eligible/visible IDs","PASS"
"GeneratedInstance","I011","white","build","Build","buildQualification + read-only Build snapshot","qualification/count/stage + missing payload placeholder","qualification/build ids/count/state","PASS"
"GeneratedInstance","I011","green","stat","冷却","ItemInstanceProjectionContract.Stats + ItemStatRangeSchema","5回合","候选区间：5回合 ～ 5回合","PASS"
"GeneratedInstance","I011","green","stat","伤害","ItemInstanceProjectionContract.Stats + ItemStatRangeSchema","30","候选区间：22 ～ 30","PASS"
"GeneratedInstance","I011","green","stat","持续","ItemInstanceProjectionContract.Stats + ItemStatRangeSchema","2回合","候选区间：2回合 ～ 4回合","PASS"
"GeneratedInstance","I011","green","stat","耗念","ItemInstanceProjectionContract.Stats + ItemStatRangeSchema","6点","候选区间：5点 ～ 6点","PASS"
"GeneratedInstance","I011","green","affix","伤害提升","ItemInstanceProjectionContract.Affixes + ItemAffixPoolAndRangeSchema","+5.62%","Debug retains slot/affix/profile/raw/formatted/range","PASS"
"GeneratedInstance","I011","green","affix","冷却缩减","ItemInstanceProjectionContract.Affixes + ItemAffixPoolAndRangeSchema","+5.28%","Debug retains slot/affix/profile/raw/formatted/range","PASS"
"GeneratedInstance","I011","green","identity","照焚铜镜","ItemInnerDataCatalog + ItemInstanceProjectionContract identity","Chinese header/meta","itemInstanceId/baseItemId/rarity/generation trace","PASS"
"GeneratedInstance","I011","green","core","核心效果","eligibleCoreEffectIds + visibleCoreEffectIds + candidate descriptors","visible names and hidden count","all eligible/visible IDs","PASS"
"GeneratedInstance","I011","green","build","Build","buildQualification + read-only Build snapshot","qualification/count/stage + missing payload placeholder","qualification/build ids/count/state","PASS"
"GeneratedInstance","I011","blue","stat","冷却","ItemInstanceProjectionContract.Stats + ItemStatRangeSchema","4回合","候选区间：4回合 ～ 5回合","PASS"
"GeneratedInstance","I011","blue","stat","伤害","ItemInstanceProjectionContract.Stats + ItemStatRangeSchema","34","候选区间：29 ～ 37","PASS"
"GeneratedInstance","I011","blue","stat","持续","ItemInstanceProjectionContract.Stats + ItemStatRangeSchema","3回合","候选区间：3回合 ～ 5回合","PASS"
"GeneratedInstance","I011","blue","stat","耗念","ItemInstanceProjectionContract.Stats + ItemStatRangeSchema","5点","候选区间：4点 ～ 5点","PASS"
"GeneratedInstance","I011","blue","affix","伤害提升","ItemInstanceProjectionContract.Affixes + ItemAffixPoolAndRangeSchema","+8.92%","Debug retains slot/affix/profile/raw/formatted/range","PASS"
"GeneratedInstance","I011","blue","affix","冷却缩减","ItemInstanceProjectionContract.Affixes + ItemAffixPoolAndRangeSchema","+8.36%","Debug retains slot/affix/profile/raw/formatted/range","PASS"
"GeneratedInstance","I011","blue","identity","照焚铜镜","ItemInnerDataCatalog + ItemInstanceProjectionContract identity","Chinese header/meta","itemInstanceId/baseItemId/rarity/generation trace","PASS"
"GeneratedInstance","I011","blue","core","核心效果","eligibleCoreEffectIds + visibleCoreEffectIds + candidate descriptors","visible names and hidden count","all eligible/visible IDs","PASS"
"GeneratedInstance","I011","blue","build","Build","buildQualification + read-only Build snapshot","qualification/count/stage + missing payload placeholder","qualification/build ids/count/state","PASS"
"GeneratedInstance","I011","purple","stat","冷却","ItemInstanceProjectionContract.Stats + ItemStatRangeSchema","3回合","候选区间：3回合 ～ 4回合","PASS"
"GeneratedInstance","I011","purple","stat","伤害","ItemInstanceProjectionContract.Stats + ItemStatRangeSchema","38","候选区间：34 ～ 41","PASS"
"GeneratedInstance","I011","purple","stat","持续","ItemInstanceProjectionContract.Stats + ItemStatRangeSchema","5回合","候选区间：4回合 ～ 5回合","PASS"
"GeneratedInstance","I011","purple","stat","耗念","ItemInstanceProjectionContract.Stats + ItemStatRangeSchema","4点","候选区间：3点 ～ 4点","PASS"
"GeneratedInstance","I011","purple","affix","伤害提升","ItemInstanceProjectionContract.Affixes + ItemAffixPoolAndRangeSchema","+11.63%","Debug retains slot/affix/profile/raw/formatted/range","PASS"
"GeneratedInstance","I011","purple","affix","持续提升","ItemInstanceProjectionContract.Affixes + ItemAffixPoolAndRangeSchema","+5回合","Debug retains slot/affix/profile/raw/formatted/range","PASS"
"GeneratedInstance","I011","purple","identity","照焚铜镜","ItemInnerDataCatalog + ItemInstanceProjectionContract identity","Chinese header/meta","itemInstanceId/baseItemId/rarity/generation trace","PASS"
"GeneratedInstance","I011","purple","core","核心效果","eligibleCoreEffectIds + visibleCoreEffectIds + candidate descriptors","visible names and hidden count","all eligible/visible IDs","PASS"
"GeneratedInstance","I011","purple","build","Build","buildQualification + read-only Build snapshot","qualification/count/stage + missing payload placeholder","qualification/build ids/count/state","PASS"
"GeneratedInstance","I011","orange","stat","冷却","ItemInstanceProjectionContract.Stats + ItemStatRangeSchema","4回合","候选区间：3回合 ～ 4回合","PASS"
"GeneratedInstance","I011","orange","stat","伤害","ItemInstanceProjectionContract.Stats + ItemStatRangeSchema","42","候选区间：40 ～ 44","PASS"
"GeneratedInstance","I011","orange","stat","持续","ItemInstanceProjectionContract.Stats + ItemStatRangeSchema","5回合","候选区间：5回合 ～ 6回合","PASS"
"GeneratedInstance","I011","orange","stat","耗念","ItemInstanceProjectionContract.Stats + ItemStatRangeSchema","4点","候选区间：3点 ～ 4点","PASS"
"GeneratedInstance","I011","orange","affix","伤害提升","ItemInstanceProjectionContract.Affixes + ItemAffixPoolAndRangeSchema","+17.51%","Debug retains slot/affix/profile/raw/formatted/range","PASS"
"GeneratedInstance","I011","orange","affix","持续提升","ItemInstanceProjectionContract.Affixes + ItemAffixPoolAndRangeSchema","+5回合","Debug retains slot/affix/profile/raw/formatted/range","PASS"
"GeneratedInstance","I011","orange","identity","照焚铜镜","ItemInnerDataCatalog + ItemInstanceProjectionContract identity","Chinese header/meta","itemInstanceId/baseItemId/rarity/generation trace","PASS"
"GeneratedInstance","I011","orange","core","核心效果","eligibleCoreEffectIds + visibleCoreEffectIds + candidate descriptors","visible names and hidden count","all eligible/visible IDs","PASS"
"GeneratedInstance","I011","orange","build","Build","buildQualification + read-only Build snapshot","qualification/count/stage + missing payload placeholder","qualification/build ids/count/state","PASS"
"GeneratedInstance","I012","white","stat","冷却","ItemInstanceProjectionContract.Stats + ItemStatRangeSchema","7回合","候选区间：7回合 ～ 8回合","PASS"
"GeneratedInstance","I012","white","stat","伤害","ItemInstanceProjectionContract.Stats + ItemStatRangeSchema","28","候选区间：24 ～ 34","PASS"
"GeneratedInstance","I012","white","stat","持续","ItemInstanceProjectionContract.Stats + ItemStatRangeSchema","1回合","候选区间：1回合 ～ 2回合","PASS"
"GeneratedInstance","I012","white","stat","耗念","ItemInstanceProjectionContract.Stats + ItemStatRangeSchema","9点","候选区间：8点 ～ 9点","PASS"
"GeneratedInstance","I012","white","affix","伤害提升","ItemInstanceProjectionContract.Affixes + ItemAffixPoolAndRangeSchema","+3.15%","Debug retains slot/affix/profile/raw/formatted/range","PASS"
"GeneratedInstance","I012","white","affix","持续提升","ItemInstanceProjectionContract.Affixes + ItemAffixPoolAndRangeSchema","+2回合","Debug retains slot/affix/profile/raw/formatted/range","PASS"
"GeneratedInstance","I012","white","identity","长明灯","ItemInnerDataCatalog + ItemInstanceProjectionContract identity","Chinese header/meta","itemInstanceId/baseItemId/rarity/generation trace","PASS"
"GeneratedInstance","I012","white","core","核心效果","eligibleCoreEffectIds + visibleCoreEffectIds + candidate descriptors","visible names and hidden count","all eligible/visible IDs","PASS"
"GeneratedInstance","I012","white","build","Build","buildQualification + read-only Build snapshot","qualification/count/stage + missing payload placeholder","qualification/build ids/count/state","PASS"
"GeneratedInstance","I012","green","stat","冷却","ItemInstanceProjectionContract.Stats + ItemStatRangeSchema","7回合","候选区间：7回合 ～ 7回合","PASS"
"GeneratedInstance","I012","green","stat","伤害","ItemInstanceProjectionContract.Stats + ItemStatRangeSchema","40","候选区间：32 ～ 44","PASS"
"GeneratedInstance","I012","green","stat","持续","ItemInstanceProjectionContract.Stats + ItemStatRangeSchema","3回合","候选区间：2回合 ～ 4回合","PASS"
"GeneratedInstance","I012","green","stat","耗念","ItemInstanceProjectionContract.Stats + ItemStatRangeSchema","7点","候选区间：7点 ～ 8点","PASS"
