baseItemId,rarity,statId,minUnits,maxUnits,direction,unitKey,stepUnits,role,dataMaturity
I016,orange,guard,40,44,HigherIsBetter,flat,1,primary,BALANCE_CANDIDATE
I016,orange,duration,5,6,HigherIsBetter,turn,1,secondary,BALANCE_CANDIDATE
I016,orange,nianCost,3,4,LowerIsBetter,point,1,base,BALANCE_CANDIDATE
I016,orange,cooldown,2,3,LowerIsBetter,turn,1,base,BALANCE_CANDIDATE
I017,white,guard,18,26,HigherIsBetter,flat,1,primary,BALANCE_CANDIDATE
I017,white,control,1,3,HigherIsBetter,point,1,secondary,BALANCE_CANDIDATE
I017,white,nianCost,6,7,LowerIsBetter,point,1,base,BALANCE_CANDIDATE
I017,white,cooldown,5,6,LowerIsBetter,turn,1,base,BALANCE_CANDIDATE
I017,green,guard,25,35,HigherIsBetter,flat,1,primary,BALANCE_CANDIDATE
I017,green,control,3,6,HigherIsBetter,point,1,secondary,BALANCE_CANDIDATE
I017,green,nianCost,5,6,LowerIsBetter,point,1,base,BALANCE_CANDIDATE
I017,green,cooldown,5,5,LowerIsBetter,turn,1,base,BALANCE_CANDIDATE
I017,blue,guard,33,43,HigherIsBetter,flat,1,primary,BALANCE_CANDIDATE
I017,blue,control,5,8,HigherIsBetter,point,1,secondary,BALANCE_CANDIDATE
I017,blue,nianCost,4,5,LowerIsBetter,point,1,base,BALANCE_CANDIDATE
I017,blue,cooldown,4,5,LowerIsBetter,turn,1,base,BALANCE_CANDIDATE
I017,purple,guard,39,48,HigherIsBetter,flat,1,primary,BALANCE_CANDIDATE
I017,purple,control,7,9,HigherIsBetter,point,1,secondary,BALANCE_CANDIDATE
I017,purple,nianCost,3,4,LowerIsBetter,point,1,base,BALANCE_CANDIDATE
I017,purple,cooldown,3,4,LowerIsBetter,turn,1,base,BALANCE_CANDIDATE
I017,orange,guard,46,51,HigherIsBetter,flat,1,primary,BALANCE_CANDIDATE
I017,orange,control,9,10,HigherIsBetter,point,1,secondary,BALANCE_CANDIDATE
I017,orange,nianCost,3,4,LowerIsBetter,point,1,base,BALANCE_CANDIDATE
I017,orange,cooldown,3,4,LowerIsBetter,turn,1,base,BALANCE_CANDIDATE
I018,white,guard,28,40,HigherIsBetter,flat,1,primary,BALANCE_CANDIDATE
I018,white,duration,1,2,HigherIsBetter,turn,1,secondary,BALANCE_CANDIDATE
I018,white,nianCost,8,9,LowerIsBetter,point,1,base,BALANCE_CANDIDATE
I018,white,cooldown,7,8,LowerIsBetter,turn,1,base,BALANCE_CANDIDATE
I018,green,guard,37,51,HigherIsBetter,flat,1,primary,BALANCE_CANDIDATE
I018,green,duration,2,4,HigherIsBetter,turn,1,secondary,BALANCE_CANDIDATE
I018,green,nianCost,7,8,LowerIsBetter,point,1,base,BALANCE_CANDIDATE
I018,green,cooldown,7,7,LowerIsBetter,turn,1,base,BALANCE_CANDIDATE
I018,blue,guard,49,63,HigherIsBetter,flat,1,primary,BALANCE_CANDIDATE
I018,blue,duration,3,5,HigherIsBetter,turn,1,secondary,BALANCE_CANDIDATE
I018,blue,nianCost,6,7,LowerIsBetter,point,1,base,BALANCE_CANDIDATE
I018,blue,cooldown,6,7,LowerIsBetter,turn,1,base,BALANCE_CANDIDATE
I018,purple,guard,58,69,HigherIsBetter,flat,1,primary,BALANCE_CANDIDATE
I018,purple,duration,4,5,HigherIsBetter,turn,1,secondary,BALANCE_CANDIDATE
I018,purple,nianCost,5,6,LowerIsBetter,point,1,base,BALANCE_CANDIDATE
I018,purple,cooldown,5,6,LowerIsBetter,turn,1,base,BALANCE_CANDIDATE
I018,orange,guard,67,74,HigherIsBetter,flat,1,primary,BALANCE_CANDIDATE
I018,orange,duration,5,6,HigherIsBetter,turn,1,secondary,BALANCE_CANDIDATE
I018,orange,nianCost,5,6,LowerIsBetter,point,1,base,BALANCE_CANDIDATE
I018,orange,cooldown,5,6,LowerIsBetter,turn,1,base,BALANCE_CANDIDATE
I019,white,cleanse,1,2,HigherIsBetter,stack,1,primary,BALANCE_CANDIDATE
I019,white,heal,4,6,HigherIsBetter,flat,1,secondary,BALANCE_CANDIDATE
I019,white,nianCost,4,5,LowerIsBetter,point,1,base,BALANCE_CANDIDATE
I019,white,cooldown,5,6,LowerIsBetter,turn,1,base,BALANCE_CANDIDATE
I019,green,cleanse,2,3,HigherIsBetter,stack,1,primary,BALANCE_CANDIDATE
I019,green,heal,6,9,HigherIsBetter,flat,1,secondary,BALANCE_CANDIDATE
I019,green,nianCost,4,4,LowerIsBetter,point,1,base,BALANCE_CANDIDATE
I019,green,cooldown,5,5,LowerIsBetter,turn,1,base,BALANCE_CANDIDATE
I019,blue,cleanse,3,4,HigherIsBetter,stack,1,primary,BALANCE_CANDIDATE
I019,blue,heal,8,11,HigherIsBetter,flat,1,secondary,BALANCE_CANDIDATE
I019,blue,nianCost,3,4,LowerIsBetter,point,1,base,BALANCE_CANDIDATE
I019,blue,cooldown,4,5,LowerIsBetter,turn,1,base,BALANCE_CANDIDATE
I019,purple,cleanse,4,5,HigherIsBetter,stack,1,primary,BALANCE_CANDIDATE
I019,purple,heal,10,12,HigherIsBetter,flat,1,secondary,BALANCE_CANDIDATE
I019,purple,nianCost,2,3,LowerIsBetter,point,1,base,BALANCE_CANDIDATE
I019,purple,cooldown,3,4,LowerIsBetter,turn,1,base,BALANCE_CANDIDATE
I019,orange,cleanse,4,5,HigherIsBetter,stack,1,primary,BALANCE_CANDIDATE
I019,orange,heal,12,13,HigherIsBetter,flat,1,secondary,BALANCE_CANDIDATE
I019,orange,nianCost,2,3,LowerIsBetter,point,1,base,BALANCE_CANDIDATE
I019,orange,cooldown,3,4,LowerIsBetter,turn,1,base,BALANCE_CANDIDATE
I020,white,cleanse,1,2,HigherIsBetter,stack,1,primary,BALANCE_CANDIDATE
I020,white,duration,1,2,HigherIsBetter,turn,1,secondary,BALANCE_CANDIDATE
I020,white,nianCost,5,6,LowerIsBetter,point,1,base,BALANCE_CANDIDATE
I020,white,cooldown,5,6,LowerIsBetter,turn,1,base,BALANCE_CANDIDATE
I020,green,cleanse,2,3,HigherIsBetter,stack,1,primary,BALANCE_CANDIDATE
I020,green,duration,2,4,HigherIsBetter,turn,1,secondary,BALANCE_CANDIDATE
I020,green,nianCost,5,5,LowerIsBetter,point,1,base,BALANCE_CANDIDATE
I020,green,cooldown,5,5,LowerIsBetter,turn,1,base,BALANCE_CANDIDATE
I020,blue,cleanse,3,4,HigherIsBetter,stack,1,primary,BALANCE_CANDIDATE
I020,blue,duration,3,5,HigherIsBetter,turn,1,secondary,BALANCE_CANDIDATE
I020,blue,nianCost,4,5,LowerIsBetter,point,1,base,BALANCE_CANDIDATE
I020,blue,cooldown,4,5,LowerIsBetter,turn,1,base,BALANCE_CANDIDATE
I020,purple,cleanse,4,5,HigherIsBetter,stack,1,primary,BALANCE_CANDIDATE
I020,purple,duration,4,5,HigherIsBetter,turn,1,secondary,BALANCE_CANDIDATE
I020,purple,nianCost,3,4,LowerIsBetter,point,1,base,BALANCE_CANDIDATE
I020,purple,cooldown,3,4,LowerIsBetter,turn,1,base,BALANCE_CANDIDATE
I020,orange,cleanse,4,5,HigherIsBetter,stack,1,primary,BALANCE_CANDIDATE
I020,orange,duration,5,6,HigherIsBetter,turn,1,secondary,BALANCE_CANDIDATE
I020,orange,nianCost,3,4,LowerIsBetter,point,1,base,BALANCE_CANDIDATE
I020,orange,cooldown,3,4,LowerIsBetter,turn,1,base,BALANCE_CANDIDATE
I021,white,cleanse,1,2,HigherIsBetter,stack,1,primary,BALANCE_CANDIDATE
I021,white,guard,14,20,HigherIsBetter,flat,1,secondary,BALANCE_CANDIDATE
I021,white,nianCost,6,7,LowerIsBetter,point,1,base,BALANCE_CANDIDATE
I021,white,cooldown,6,7,LowerIsBetter,turn,1,base,BALANCE_CANDIDATE
I021,green,cleanse,2,3,HigherIsBetter,stack,1,primary,BALANCE_CANDIDATE
I021,green,guard,19,27,HigherIsBetter,flat,1,secondary,BALANCE_CANDIDATE
I021,green,nianCost,6,6,LowerIsBetter,point,1,base,BALANCE_CANDIDATE
I021,green,cooldown,6,6,LowerIsBetter,turn,1,base,BALANCE_CANDIDATE
I021,blue,cleanse,3,4,HigherIsBetter,stack,1,primary,BALANCE_CANDIDATE
I021,blue,guard,25,33,HigherIsBetter,flat,1,secondary,BALANCE_CANDIDATE
I021,blue,nianCost,5,6,LowerIsBetter,point,1,base,BALANCE_CANDIDATE
I021,blue,cooldown,5,6,LowerIsBetter,turn,1,base,BALANCE_CANDIDATE
I021,purple,cleanse,4,5,HigherIsBetter,stack,1,primary,BALANCE_CANDIDATE
I021,purple,guard,30,36,HigherIsBetter,flat,1,secondary,BALANCE_CANDIDATE
I021,purple,nianCost,4,5,LowerIsBetter,point,1,base,BALANCE_CANDIDATE
I021,purple,cooldown,4,5,LowerIsBetter,turn,1,base,BALANCE_CANDIDATE
I021,orange,cleanse,4,5,HigherIsBetter,stack,1,primary,BALANCE_CANDIDATE
I021,orange,guard,35,39,HigherIsBetter,flat,1,secondary,BALANCE_CANDIDATE
I021,orange,nianCost,4,5,LowerIsBetter,point,1,base,BALANCE_CANDIDATE
I021,orange,cooldown,4,5,LowerIsBetter,turn,1,base,BALANCE_CANDIDATE
I022,white,heal,11,16,HigherIsBetter,flat,1,primary,BALANCE_CANDIDATE
I022,white,cleanse,1,2,HigherIsBetter,stack,1,secondary,BALANCE_CANDIDATE
I022,white,nianCost,5,6,LowerIsBetter,point,1,base,BALANCE_CANDIDATE
I022,white,cooldown,4,5,LowerIsBetter,turn,1,base,BALANCE_CANDIDATE
I022,green,heal,15,20,HigherIsBetter,flat,1,primary,BALANCE_CANDIDATE
I022,green,cleanse,2,3,HigherIsBetter,stack,1,secondary,BALANCE_CANDIDATE
I022,green,nianCost,5,5,LowerIsBetter,point,1,base,BALANCE_CANDIDATE
I022,green,cooldown,4,4,LowerIsBetter,turn,1,base,BALANCE_CANDIDATE
I022,blue,heal,19,25,HigherIsBetter,flat,1,primary,BALANCE_CANDIDATE
I022,blue,cleanse,3,4,HigherIsBetter,stack,1,secondary,BALANCE_CANDIDATE
I022,blue,nianCost,4,5,LowerIsBetter,point,1,base,BALANCE_CANDIDATE
I022,blue,cooldown,3,4,LowerIsBetter,turn,1,base,BALANCE_CANDIDATE
I022,purple,heal,23,27,HigherIsBetter,flat,1,primary,BALANCE_CANDIDATE
I022,purple,cleanse,4,5,HigherIsBetter,stack,1,secondary,BALANCE_CANDIDATE
I022,purple,nianCost,3,4,LowerIsBetter,point,1,base,BALANCE_CANDIDATE
I022,purple,cooldown,2,3,LowerIsBetter,turn,1,base,BALANCE_CANDIDATE
I022,orange,heal,26,29,HigherIsBetter,flat,1,primary,BALANCE_CANDIDATE
I022,orange,cleanse,4,5,HigherIsBetter,stack,1,secondary,BALANCE_CANDIDATE
I022,orange,nianCost,3,4,LowerIsBetter,point,1,base,BALANCE_CANDIDATE
I022,orange,cooldown,2,3,LowerIsBetter,turn,1,base,BALANCE_CANDIDATE
I023,white,cleanse,1,2,HigherIsBetter,stack,1,primary,BALANCE_CANDIDATE
I023,white,control,1,3,HigherIsBetter,point,1,secondary,BALANCE_CANDIDATE
I023,white,nianCost,6,7,LowerIsBetter,point,1,base,BALANCE_CANDIDATE
I023,white,cooldown,5,6,LowerIsBetter,turn,1,base,BALANCE_CANDIDATE
I023,green,cleanse,2,3,HigherIsBetter,stack,1,primary,BALANCE_CANDIDATE
I023,green,control,3,6,HigherIsBetter,point,1,secondary,BALANCE_CANDIDATE
I023,green,nianCost,5,6,LowerIsBetter,point,1,base,BALANCE_CANDIDATE
I023,green,cooldown,5,5,LowerIsBetter,turn,1,base,BALANCE_CANDIDATE
I023,blue,cleanse,3,4,HigherIsBetter,stack,1,primary,BALANCE_CANDIDATE
I023,blue,control,5,8,HigherIsBetter,point,1,secondary,BALANCE_CANDIDATE
I023,blue,nianCost,4,5,LowerIsBetter,point,1,base,BALANCE_CANDIDATE
I023,blue,cooldown,4,5,LowerIsBetter,turn,1,base,BALANCE_CANDIDATE
I023,purple,cleanse,4,5,HigherIsBetter,stack,1,primary,BALANCE_CANDIDATE
I023,purple,control,7,9,HigherIsBetter,point,1,secondary,BALANCE_CANDIDATE
I023,purple,nianCost,3,4,LowerIsBetter,point,1,base,BALANCE_CANDIDATE
I023,purple,cooldown,3,4,LowerIsBetter,turn,1,base,BALANCE_CANDIDATE
I023,orange,cleanse,4,5,HigherIsBetter,stack,1,primary,BALANCE_CANDIDATE
I023,orange,control,9,10,HigherIsBetter,point,1,secondary,BALANCE_CANDIDATE
I023,orange,nianCost,3,4,LowerIsBetter,point,1,base,BALANCE_CANDIDATE
I023,orange,cooldown,3,4,LowerIsBetter,turn,1,base,BALANCE_CANDIDATE
I024,white,cleanse,1,2,HigherIsBetter,stack,1,primary,BALANCE_CANDIDATE
I024,white,heal,13,18,HigherIsBetter,flat,1,secondary,BALANCE_CANDIDATE
I024,white,nianCost,8,9,LowerIsBetter,point,1,base,BALANCE_CANDIDATE
I024,white,cooldown,7,8,LowerIsBetter,turn,1,base,BALANCE_CANDIDATE
I024,green,cleanse,2,3,HigherIsBetter,stack,1,primary,BALANCE_CANDIDATE
I024,green,heal,17,24,HigherIsBetter,flat,1,secondary,BALANCE_CANDIDATE
I024,green,nianCost,7,8,LowerIsBetter,point,1,base,BALANCE_CANDIDATE
I024,green,cooldown,7,7,LowerIsBetter,turn,1,base,BALANCE_CANDIDATE
I024,blue,cleanse,3,4,HigherIsBetter,stack,1,primary,BALANCE_CANDIDATE
I024,blue,heal,22,29,HigherIsBetter,flat,1,secondary,BALANCE_CANDIDATE
I024,blue,nianCost,6,7,LowerIsBetter,point,1,base,BALANCE_CANDIDATE
I024,blue,cooldown,6,7,LowerIsBetter,turn,1,base,BALANCE_CANDIDATE
I024,purple,cleanse,4,5,HigherIsBetter,stack,1,primary,BALANCE_CANDIDATE
I024,purple,heal,27,32,HigherIsBetter,flat,1,secondary,BALANCE_CANDIDATE
I024,purple,nianCost,5,6,LowerIsBetter,point,1,base,BALANCE_CANDIDATE
I024,purple,cooldown,5,6,LowerIsBetter,turn,1,base,BALANCE_CANDIDATE
I024,orange,cleanse,4,5,HigherIsBetter,stack,1,primary,BALANCE_CANDIDATE
I024,orange,heal,31,34,HigherIsBetter,flat,1,secondary,BALANCE_CANDIDATE
I024,orange,nianCost,5,6,LowerIsBetter,point,1,base,BALANCE_CANDIDATE
I024,orange,cooldown,5,6,LowerIsBetter,turn,1,base,BALANCE_CANDIDATE
I025,white,control,1,3,HigherIsBetter,point,1,primary,BALANCE_CANDIDATE
I025,white,duration,1,2,HigherIsBetter,turn,1,secondary,BALANCE_CANDIDATE
I025,white,nianCost,4,5,LowerIsBetter,point,1,base,BALANCE_CANDIDATE
I025,white,cooldown,5,6,LowerIsBetter,turn,1,base,BALANCE_CANDIDATE
I025,green,control,3,6,HigherIsBetter,point,1,primary,BALANCE_CANDIDATE
I025,green,duration,2,4,HigherIsBetter,turn,1,secondary,BALANCE_CANDIDATE
I025,green,nianCost,4,4,LowerIsBetter,point,1,base,BALANCE_CANDIDATE
I025,green,cooldown,5,5,LowerIsBetter,turn,1,base,BALANCE_CANDIDATE
I025,blue,control,5,8,HigherIsBetter,point,1,primary,BALANCE_CANDIDATE
I025,blue,duration,3,5,HigherIsBetter,turn,1,secondary,BALANCE_CANDIDATE
I025,blue,nianCost,3,4,LowerIsBetter,point,1,base,BALANCE_CANDIDATE
I025,blue,cooldown,4,5,LowerIsBetter,turn,1,base,BALANCE_CANDIDATE
I025,purple,control,7,9,HigherIsBetter,point,1,primary,BALANCE_CANDIDATE
I025,purple,duration,4,5,HigherIsBetter,turn,1,secondary,BALANCE_CANDIDATE
I025,purple,nianCost,2,3,LowerIsBetter,point,1,base,BALANCE_CANDIDATE
I025,purple,cooldown,3,4,LowerIsBetter,turn,1,base,BALANCE_CANDIDATE
I025,orange,control,9,10,HigherIsBetter,point,1,primary,BALANCE_CANDIDATE
I025,orange,duration,5,6,HigherIsBetter,turn,1,secondary,BALANCE_CANDIDATE
I025,orange,nianCost,2,3,LowerIsBetter,point,1,base,BALANCE_CANDIDATE
I025,orange,cooldown,3,4,LowerIsBetter,turn,1,base,BALANCE_CANDIDATE
I026,white,damage,12,18,HigherIsBetter,flat,1,primary,BALANCE_CANDIDATE
I026,white,control,1,3,HigherIsBetter,point,1,secondary,BALANCE_CANDIDATE
I026,white,nianCost,5,6,LowerIsBetter,point,1,base,BALANCE_CANDIDATE
I026,white,cooldown,5,6,LowerIsBetter,turn,1,base,BALANCE_CANDIDATE
I026,green,damage,16,23,HigherIsBetter,flat,1,primary,BALANCE_CANDIDATE
I026,green,control,3,6,HigherIsBetter,point,1,secondary,BALANCE_CANDIDATE
I026,green,nianCost,5,5,LowerIsBetter,point,1,base,BALANCE_CANDIDATE
I026,green,cooldown,5,5,LowerIsBetter,turn,1,base,BALANCE_CANDIDATE
I026,blue,damage,22,29,HigherIsBetter,flat,1,primary,BALANCE_CANDIDATE
I026,blue,control,5,8,HigherIsBetter,point,1,secondary,BALANCE_CANDIDATE
I026,blue,nianCost,4,5,LowerIsBetter,point,1,base,BALANCE_CANDIDATE
I026,blue,cooldown,4,5,LowerIsBetter,turn,1,base,BALANCE_CANDIDATE
I026,purple,damage,26,32,HigherIsBetter,flat,1,primary,BALANCE_CANDIDATE
I026,purple,control,7,9,HigherIsBetter,point,1,secondary,BALANCE_CANDIDATE
I026,purple,nianCost,3,4,LowerIsBetter,point,1,base,BALANCE_CANDIDATE
I026,purple,cooldown,3,4,LowerIsBetter,turn,1,base,BALANCE_CANDIDATE
I026,orange,damage,31,34,HigherIsBetter,flat,1,primary,BALANCE_CANDIDATE
I026,orange,control,9,10,HigherIsBetter,point,1,secondary,BALANCE_CANDIDATE
I026,orange,nianCost,3,4,LowerIsBetter,point,1,base,BALANCE_CANDIDATE
I026,orange,cooldown,3,4,LowerIsBetter,turn,1,base,BALANCE_CANDIDATE
I027,white,break,16,23,HigherIsBetter,flat,1,primary,BALANCE_CANDIDATE
I027,white,control,1,3,HigherIsBetter,point,1,secondary,BALANCE_CANDIDATE
I027,white,nianCost,6,7,LowerIsBetter,point,1,base,BALANCE_CANDIDATE
I027,white,cooldown,6,7,LowerIsBetter,turn,1,base,BALANCE_CANDIDATE
I027,green,break,21,30,HigherIsBetter,flat,1,primary,BALANCE_CANDIDATE
I027,green,control,3,6,HigherIsBetter,point,1,secondary,BALANCE_CANDIDATE
I027,green,nianCost,6,6,LowerIsBetter,point,1,base,BALANCE_CANDIDATE
I027,green,cooldown,6,6,LowerIsBetter,turn,1,base,BALANCE_CANDIDATE
I027,blue,break,28,36,HigherIsBetter,flat,1,primary,BALANCE_CANDIDATE
I027,blue,control,5,8,HigherIsBetter,point,1,secondary,BALANCE_CANDIDATE
I027,blue,nianCost,5,6,LowerIsBetter,point,1,base,BALANCE_CANDIDATE
I027,blue,cooldown,5,6,LowerIsBetter,turn,1,base,BALANCE_CANDIDATE
I027,purple,break,34,40,HigherIsBetter,flat,1,primary,BALANCE_CANDIDATE
I027,purple,control,7,9,HigherIsBetter,point,1,secondary,BALANCE_CANDIDATE
I027,purple,nianCost,4,5,LowerIsBetter,point,1,base,BALANCE_CANDIDATE
I027,purple,cooldown,4,5,LowerIsBetter,turn,1,base,BALANCE_CANDIDATE
I027,orange,break,39,43,HigherIsBetter,flat,1,primary,BALANCE_CANDIDATE
I027,orange,control,9,10,HigherIsBetter,point,1,secondary,BALANCE_CANDIDATE
I027,orange,nianCost,4,5,LowerIsBetter,point,1,base,BALANCE_CANDIDATE
I027,orange,cooldown,4,5,LowerIsBetter,turn,1,base,BALANCE_CANDIDATE
I028,white,control,1,3,HigherIsBetter,point,1,primary,BALANCE_CANDIDATE
I028,white,break,9,13,HigherIsBetter,flat,1,secondary,BALANCE_CANDIDATE
I028,white,nianCost,5,6,LowerIsBetter,point,1,base,BALANCE_CANDIDATE
I028,white,cooldown,4,5,LowerIsBetter,turn,1,base,BALANCE_CANDIDATE
I028,green,control,3,6,HigherIsBetter,point,1,primary,BALANCE_CANDIDATE
I028,green,break,12,17,HigherIsBetter,flat,1,secondary,BALANCE_CANDIDATE
I028,green,nianCost,5,5,LowerIsBetter,point,1,base,BALANCE_CANDIDATE
I028,green,cooldown,4,4,LowerIsBetter,turn,1,base,BALANCE_CANDIDATE
I028,blue,control,5,8,HigherIsBetter,point,1,primary,BALANCE_CANDIDATE
I028,blue,break,16,20,HigherIsBetter,flat,1,secondary,BALANCE_CANDIDATE
I028,blue,nianCost,4,5,LowerIsBetter,point,1,base,BALANCE_CANDIDATE
I028,blue,cooldown,3,4,LowerIsBetter,turn,1,base,BALANCE_CANDIDATE
I028,purple,control,7,9,HigherIsBetter,point,1,primary,BALANCE_CANDIDATE
I028,purple,break,19,22,HigherIsBetter,flat,1,secondary,BALANCE_CANDIDATE
I028,purple,nianCost,3,4,LowerIsBetter,point,1,base,BALANCE_CANDIDATE
I028,purple,cooldown,2,3,LowerIsBetter,turn,1,base,BALANCE_CANDIDATE
I028,orange,control,9,10,HigherIsBetter,point,1,primary,BALANCE_CANDIDATE
I028,orange,break,22,24,HigherIsBetter,flat,1,secondary,BALANCE_CANDIDATE
I028,orange,nianCost,3,4,LowerIsBetter,point,1,base,BALANCE_CANDIDATE
I028,orange,cooldown,2,3,LowerIsBetter,turn,1,base,BALANCE_CANDIDATE
I029,white,control,1,3,HigherIsBetter,point,1,primary,BALANCE_CANDIDATE
I029,white,break,10,15,HigherIsBetter,flat,1,secondary,BALANCE_CANDIDATE
I029,white,nianCost,6,7,LowerIsBetter,point,1,base,BALANCE_CANDIDATE
I029,white,cooldown,5,6,LowerIsBetter,turn,1,base,BALANCE_CANDIDATE
I029,green,control,3,6,HigherIsBetter,point,1,primary,BALANCE_CANDIDATE
I029,green,break,14,19,HigherIsBetter,flat,1,secondary,BALANCE_CANDIDATE
I029,green,nianCost,5,6,LowerIsBetter,point,1,base,BALANCE_CANDIDATE
I029,green,cooldown,5,5,LowerIsBetter,turn,1,base,BALANCE_CANDIDATE
I029,blue,control,5,8,HigherIsBetter,point,1,primary,BALANCE_CANDIDATE
I029,blue,break,18,24,HigherIsBetter,flat,1,secondary,BALANCE_CANDIDATE
I029,blue,nianCost,4,5,LowerIsBetter,point,1,base,BALANCE_CANDIDATE
I029,blue,cooldown,4,5,LowerIsBetter,turn,1,base,BALANCE_CANDIDATE
I029,purple,control,7,9,HigherIsBetter,point,1,primary,BALANCE_CANDIDATE
I029,purple,break,22,26,HigherIsBetter,flat,1,secondary,BALANCE_CANDIDATE
I029,purple,nianCost,3,4,LowerIsBetter,point,1,base,BALANCE_CANDIDATE
I029,purple,cooldown,3,4,LowerIsBetter,turn,1,base,BALANCE_CANDIDATE
I029,orange,control,9,10,HigherIsBetter,point,1,primary,BALANCE_CANDIDATE
I029,orange,break,25,28,HigherIsBetter,flat,1,secondary,BALANCE_CANDIDATE
I029,orange,nianCost,3,4,LowerIsBetter,point,1,base,BALANCE_CANDIDATE
I029,orange,cooldown,3,4,LowerIsBetter,turn,1,base,BALANCE_CANDIDATE
I030,white,damage,24,34,HigherIsBetter,flat,1,primary,BALANCE_CANDIDATE
I030,white,control,1,3,HigherIsBetter,point,1,secondary,BALANCE_CANDIDATE
I030,white,nianCost,8,9,LowerIsBetter,point,1,base,BALANCE_CANDIDATE
I030,white,cooldown,7,8,LowerIsBetter,turn,1,base,BALANCE_CANDIDATE
I030,green,damage,32,44,HigherIsBetter,flat,1,primary,BALANCE_CANDIDATE
I030,green,control,3,6,HigherIsBetter,point,1,secondary,BALANCE_CANDIDATE
I030,green,nianCost,7,8,LowerIsBetter,point,1,base,BALANCE_CANDIDATE
I030,green,cooldown,7,7,LowerIsBetter,turn,1,base,BALANCE_CANDIDATE
I030,blue,damage,42,54,HigherIsBetter,flat,1,primary,BALANCE_CANDIDATE
I030,blue,control,5,8,HigherIsBetter,point,1,secondary,BALANCE_CANDIDATE
I030,blue,nianCost,6,7,LowerIsBetter,point,1,base,BALANCE_CANDIDATE
I030,blue,cooldown,6,7,LowerIsBetter,turn,1,base,BALANCE_CANDIDATE
I030,purple,damage,50,60,HigherIsBetter,flat,1,primary,BALANCE_CANDIDATE
I030,purple,control,7,9,HigherIsBetter,point,1,secondary,BALANCE_CANDIDATE
I030,purple,nianCost,5,6,LowerIsBetter,point,1,base,BALANCE_CANDIDATE
I030,purple,cooldown,5,6,LowerIsBetter,turn,1,base,BALANCE_CANDIDATE
I030,orange,damage,58,64,HigherIsBetter,flat,1,primary,BALANCE_CANDIDATE
I030,orange,control,9,10,HigherIsBetter,point,1,secondary,BALANCE_CANDIDATE
I030,orange,nianCost,5,6,LowerIsBetter,point,1,base,BALANCE_CANDIDATE
I030,orange,cooldown,5,6,LowerIsBetter,turn,1,base,BALANCE_CANDIDATE
