statementId,artSourceId,sourceRegion,statementKind,sourceTextExact,transcriptionStatus,contentId,chapterId,sourceOrder,notesDeveloperOnly
BA-ART-03-S020,BA-ART-03,bottom.skills,SKILL_HEADING,残门突进,TRANSCRIPTION_EXACT,bone_aspect_boss_c1_bone_guard,bone_aspect_chapter_1,20,
BA-ART-03-S021,BA-ART-03,bottom.skills,TARGET_EFFECT_STATEMENT,残环刀刃围绕躯体，化为冲锋刃击，赤绳牵引加速，直线突刺目标。,TRANSCRIPTION_EXACT,bone_aspect_boss_c1_bone_guard,bone_aspect_chapter_1,21,
BA-ART-03-S022,BA-ART-03,bottom.skills,SKILL_HEADING,殉骨反震,TRANSCRIPTION_EXACT,bone_aspect_boss_c1_bone_guard,bone_aspect_chapter_1,22,
BA-ART-03-S023,BA-ART-03,bottom.skills,DAMAGE_EFFECT_STATEMENT,心核裂纹与赤绳骨线同时暴涨，受到伤害时反弹骨纹。,TRANSCRIPTION_UNCERTAIN,bone_aspect_boss_c1_bone_guard,bone_aspect_chapter_1,23,TRANSCRIPTION_UNCERTAIN excluded from candidate support and acceptance.
BA-ART-03-S024,BA-ART-03,bottom.skills,SKILL_HEADING,护主绝行,TRANSCRIPTION_EXACT,bone_aspect_boss_c1_bone_guard,bone_aspect_chapter_1,24,历史美术证据保留，但语义已被用户决定否决。
BA-ART-03-S025,BA-ART-03,bottom.skills,DAMAGE_TRANSFER_STATEMENT,以残躯直前，长臂刺地，赤绳绞身，阻隔周边区域，为主抵挡最后一击。,TRANSCRIPTION_UNCERTAIN,bone_aspect_boss_c1_bone_guard,bone_aspect_chapter_1,25,历史美术证据保留，但语义已被用户决定否决。 TRANSCRIPTION_UNCERTAIN excluded from candidate support and acceptance.
BA-ART-03-S026,BA-ART-03,bottom.phase_compare,PHASE_HEADING,第一阶段：守门骨相,TRANSCRIPTION_EXACT,bone_aspect_boss_c1_bone_guard,bone_aspect_chapter_1,26,
BA-ART-03-S027,BA-ART-03,bottom.phase_compare,PHASE_HEADING,第二阶段：替骨承伤,TRANSCRIPTION_EXACT,bone_aspect_boss_c1_bone_guard,bone_aspect_chapter_1,27,历史美术证据保留，但语义已被用户决定否决。
BA-ART-03-S028,BA-ART-03,bottom.phase_compare,PHASE_HEADING,第三阶段：忠骨殉相,TRANSCRIPTION_EXACT,bone_aspect_boss_c1_bone_guard,bone_aspect_chapter_1,28,
BA-ART-03-S029,BA-ART-03,bottom.definition,PRESENTATION_HEADING,设计释义,TRANSCRIPTION_EXACT,bone_aspect_boss_c1_bone_guard,bone_aspect_chapter_1,29,
BA-ART-03-S030,BA-ART-03,bottom.definition,NARRATIVE_STATEMENT,至忠至殉，形破而意不灭。,TRANSCRIPTION_EXACT,bone_aspect_boss_c1_bone_guard,bone_aspect_chapter_1,30,
BA-ART-03-S031,BA-ART-03,bottom.legend,PRESENTATION_LEGEND,冲锋 / 牵引 / 反震 / 抓取 / 击地 / 护盾 / 封锁 / 突进 / 标记,TRANSCRIPTION_EXACT,bone_aspect_boss_c1_bone_guard,bone_aspect_chapter_1,31,
BA-ART-03-S032,BA-ART-03,bottom.footer,NARRATIVE_STATEMENT,忠骨殉相 至忠不渝 殉主无悔,TRANSCRIPTION_EXACT,bone_aspect_boss_c1_bone_guard,bone_aspect_chapter_1,32,
BA-ART-04-S001,BA-ART-04,left.title,IDENTITY_NAME,守骨奴,TRANSCRIPTION_EXACT,bone_aspect_boss_c1_bone_guard,bone_aspect_chapter_1,1,
BA-ART-04-S002,BA-ART-04,top.title,FORM_HEADING,守门骨相,TRANSCRIPTION_EXACT,bone_aspect_boss_c1_bone_guard,bone_aspect_chapter_1,2,
BA-ART-04-S003,BA-ART-04,top.title,PHASE_HEADING,形态一·守门之相,TRANSCRIPTION_EXACT,bone_aspect_boss_c1_bone_guard,bone_aspect_chapter_1,3,
BA-ART-04-S004,BA-ART-04,top.intro,NARRATIVE_STATEMENT,为护主而立于门前，以骨为门，以忠为锁。门未开，主不出；敌未破，骨不卸。,TRANSCRIPTION_EXACT,bone_aspect_boss_c1_bone_guard,bone_aspect_chapter_1,4,
BA-ART-04-S005,BA-ART-04,left.basic_info,PRESENTATION_DETAIL,身高：约3.6头身,TRANSCRIPTION_EXACT,bone_aspect_boss_c1_bone_guard,bone_aspect_chapter_1,5,
BA-ART-04-S006,BA-ART-04,left.basic_info,PRESENTATION_DETAIL,属性：骨相·守护,TRANSCRIPTION_EXACT,bone_aspect_boss_c1_bone_guard,bone_aspect_chapter_1,6,
BA-ART-04-S007,BA-ART-04,left.basic_info,PRESENTATION_DETAIL,武器：无（以身为门）,TRANSCRIPTION_EXACT,bone_aspect_boss_c1_bone_guard,bone_aspect_chapter_1,7,
BA-ART-04-S008,BA-ART-04,left.basic_info,PRESENTATION_DETAIL,角色定位：Boss,TRANSCRIPTION_EXACT,bone_aspect_boss_c1_bone_guard,bone_aspect_chapter_1,8,
BA-ART-04-S009,BA-ART-04,left.basic_info,PHASE_HEADING,阶段：第一阶段,TRANSCRIPTION_EXACT,bone_aspect_boss_c1_bone_guard,bone_aspect_chapter_1,9,
BA-ART-04-S010,BA-ART-04,left.backstory,NARRATIVE_STATEMENT,盲眼的女人血肉已尽，她的守骨奴始终立于门前，以骨为门，以忠为锁，与一切企图侵入者对抗。,TRANSCRIPTION_EXACT,bone_aspect_boss_c1_bone_guard,bone_aspect_chapter_1,10,
BA-ART-04-S011,BA-ART-04,right.details,PRESENTATION_DETAIL,骨瓷面壳：无眼，守护之相，不可回望主的方向。,TRANSCRIPTION_EXACT,bone_aspect_boss_c1_bone_guard,bone_aspect_chapter_1,11,
BA-ART-04-S012,BA-ART-04,right.details,PRESENTATION_DETAIL,忠字骨铭：主之命，骨之愿。其存，则守不竭。,TRANSCRIPTION_EXACT,bone_aspect_boss_c1_bone_guard,bone_aspect_chapter_1,12,
BA-ART-04-S013,BA-ART-04,right.details,PRESENTATION_STATEMENT,门甲骨板：由镇门骨片拼合而成，可合拢成门墙，亦可作为攻击之刃。,TRANSCRIPTION_EXACT,bone_aspect_boss_c1_bone_guard,bone_aspect_chapter_1,13,
BA-ART-04-S014,BA-ART-04,right.details,PRESENTATION_DETAIL,守护符绳,TRANSCRIPTION_EXACT,bone_aspect_boss_c1_bone_guard,bone_aspect_chapter_1,14,
BA-ART-04-S015,BA-ART-04,right.details,NARRATIVE_STATEMENT,连接主与守骨奴,TRANSCRIPTION_EXACT,bone_aspect_boss_c1_bone_guard,bone_aspect_chapter_1,15,
BA-ART-04-S016,BA-ART-04,right.details,DAMAGE_TRANSFER_STATEMENT,承受伤害，传递意志,TRANSCRIPTION_EXACT,bone_aspect_boss_c1_bone_guard,bone_aspect_chapter_1,16,历史美术证据保留，但语义已被用户决定否决。
BA-ART-04-S017,BA-ART-04,right.details,PRESENTATION_DETAIL,青布残衣：生前身份为门前守户人或青石坊坊门之根。,TRANSCRIPTION_UNCERTAIN,bone_aspect_boss_c1_bone_guard,bone_aspect_chapter_1,17,TRANSCRIPTION_UNCERTAIN excluded from candidate support and acceptance.
BA-ART-04-S018,BA-ART-04,bottom.skills,SKILL_HEADING,守门壁,TRANSCRIPTION_EXACT,bone_aspect_boss_c1_bone_guard,bone_aspect_chapter_1,18,
BA-ART-04-S019,BA-ART-04,bottom.skills,EFFECT_STATEMENT,双臂合拢，骨甲向内聚合，形成坚不可破的门墙，抵挡攻击。,TRANSCRIPTION_EXACT,bone_aspect_boss_c1_bone_guard,bone_aspect_chapter_1,19,
BA-ART-04-S020,BA-ART-04,bottom.skills,SKILL_HEADING,替主承伤,TRANSCRIPTION_EXACT,bone_aspect_boss_c1_bone_guard,bone_aspect_chapter_1,20,历史美术证据保留，但语义已被用户决定否决。
BA-ART-04-S021,BA-ART-04,bottom.skills,DAMAGE_TRANSFER_STATEMENT,符绳延伸至主之方向，将伤害转移至自身承受。,TRANSCRIPTION_EXACT,bone_aspect_boss_c1_bone_guard,bone_aspect_chapter_1,21,历史美术证据保留，但语义已被用户决定否决。
BA-ART-04-S022,BA-ART-04,bottom.skills,SKILL_HEADING,门槛推压,TRANSCRIPTION_EXACT,bone_aspect_boss_c1_bone_guard,bone_aspect_chapter_1,22,
BA-ART-04-S023,BA-ART-04,bottom.skills,TARGET_EFFECT_STATEMENT,双臂向前推出，地面骨纹伸展，形成门槛之力，压迫敌人退避。,TRANSCRIPTION_EXACT,bone_aspect_boss_c1_bone_guard,bone_aspect_chapter_1,23,
BA-ART-04-S024,BA-ART-04,bottom.phase_traits,ROLE_STATEMENT,典型防御型Boss,TRANSCRIPTION_EXACT,bone_aspect_boss_c1_bone_guard,bone_aspect_chapter_1,24,
BA-ART-04-S025,BA-ART-04,bottom.phase_traits,DAMAGE_TRANSFER_STATEMENT,以守护与转移伤害为核心机制,TRANSCRIPTION_EXACT,bone_aspect_boss_c1_bone_guard,bone_aspect_chapter_1,25,历史美术证据保留，但语义已被用户决定否决。
BA-ART-04-S026,BA-ART-04,bottom.phase_traits,PRESENTATION_STATEMENT,战斗节奏沉重、压迫、稳定,TRANSCRIPTION_EXACT,bone_aspect_boss_c1_bone_guard,bone_aspect_chapter_1,26,
BA-ART-04-S027,BA-ART-04,bottom.core_mechanics,MECHANIC_MARKER,守护,TRANSCRIPTION_EXACT,bone_aspect_boss_c1_bone_guard,bone_aspect_chapter_1,27,
BA-ART-04-S028,BA-ART-04,bottom.core_mechanics,MECHANIC_MARKER,承伤,TRANSCRIPTION_EXACT,bone_aspect_boss_c1_bone_guard,bone_aspect_chapter_1,28,历史美术证据保留，但语义已被用户决定否决。
BA-ART-04-S029,BA-ART-04,bottom.core_mechanics,MECHANIC_MARKER,抗击,TRANSCRIPTION_EXACT,bone_aspect_boss_c1_bone_guard,bone_aspect_chapter_1,29,
BA-ART-04-S030,BA-ART-04,bottom.core_mechanics,MECHANIC_MARKER,门槛压制,TRANSCRIPTION_EXACT,bone_aspect_boss_c1_bone_guard,bone_aspect_chapter_1,30,
BA-ART-04-S031,BA-ART-04,bottom.silhouette,PHASE_HEADING,第一阶段,TRANSCRIPTION_EXACT,bone_aspect_boss_c1_bone_guard,bone_aspect_chapter_1,31,
BA-ART-05-S001,BA-ART-05,left.title,IDENTITY_NAME,竞骨人·老人本相,TRANSCRIPTION_EXACT,bone_aspect_boss_c2_identity_bidder,bone_aspect_chapter_2,1,
BA-ART-05-S002,BA-ART-05,left.title,CHAPTER_LABEL,第二章·罗刹海市,TRANSCRIPTION_EXACT,bone_aspect_boss_c2_identity_bidder,bone_aspect_chapter_2,2,
BA-ART-05-S003,BA-ART-05,top.role,ROLE_HEADING,角色定位,TRANSCRIPTION_EXACT,bone_aspect_boss_c2_identity_bidder,bone_aspect_chapter_2,3,
BA-ART-05-S004,BA-ART-05,top.role,NARRATIVE_STATEMENT,罗刹海市的竞价之徒，旧书店老板。为换取“更好的人生”，将自己的一生送入拍卖交易。如今三种可能的人生被标价封存，他仍保留最后的清醒，不知该如何选择。,TRANSCRIPTION_EXACT,bone_aspect_boss_c2_identity_bidder,bone_aspect_chapter_2,4,
BA-ART-05-S005,BA-ART-05,left.features,PRESENTATION_DETAIL,瘦小老人，温吞佝偻,TRANSCRIPTION_EXACT,bone_aspect_boss_c2_identity_bidder,bone_aspect_chapter_2,5,
BA-ART-05-S006,BA-ART-05,left.features,PRESENTATION_DETAIL,双手抱着“骨契册”,TRANSCRIPTION_EXACT,bone_aspect_boss_c2_identity_bidder,bone_aspect_chapter_2,6,
BA-ART-05-S007,BA-ART-05,left.features,PRESENTATION_DETAIL,身后竖立三块人生契相,TRANSCRIPTION_EXACT,bone_aspect_boss_c2_identity_bidder,bone_aspect_chapter_2,7,
BA-ART-05-S008,BA-ART-05,left.features,PRESENTATION_DETAIL,契柜上封存三种错误人生,TRANSCRIPTION_EXACT,bone_aspect_boss_c2_identity_bidder,bone_aspect_chapter_2,8,
BA-ART-05-S009,BA-ART-05,left.features,PRESENTATION_DETAIL,整体克制、犹豫、带羞愧感,TRANSCRIPTION_EXACT,bone_aspect_boss_c2_identity_bidder,bone_aspect_chapter_2,9,
BA-ART-05-S010,BA-ART-05,top.contract_frames,FORM_HEADING,书生契柜,TRANSCRIPTION_EXACT,bone_aspect_boss_c2_identity_bidder,bone_aspect_chapter_2,10,
BA-ART-05-S011,BA-ART-05,top.contract_frames,FORM_HEADING,将军契柜,TRANSCRIPTION_EXACT,bone_aspect_boss_c2_identity_bidder,bone_aspect_chapter_2,11,
BA-ART-05-S012,BA-ART-05,top.contract_frames,FORM_HEADING,富商契柜,TRANSCRIPTION_EXACT,bone_aspect_boss_c2_identity_bidder,bone_aspect_chapter_2,12,
BA-ART-05-S013,BA-ART-05,left.contract_book,PRESENTATION_DETAIL,骨契册,TRANSCRIPTION_EXACT,bone_aspect_boss_c2_identity_bidder,bone_aspect_chapter_2,13,
BA-ART-05-S014,BA-ART-05,left.contract_book,MECHANIC_STATEMENT,记录其一生与三种可能。每一页都被标上价格，翻到空白页时，将暴露真实的弱点。,TRANSCRIPTION_EXACT,bone_aspect_boss_c2_identity_bidder,bone_aspect_chapter_2,14,
BA-ART-05-S015,BA-ART-05,right.elements,PRESENTATION_DETAIL,契纸封条,TRANSCRIPTION_EXACT,bone_aspect_boss_c2_identity_bidder,bone_aspect_chapter_2,15,
BA-ART-05-S016,BA-ART-05,right.elements,CROSS_SYSTEM_STATEMENT,用于封存人生与定价；揭开或破坏可削弱契柜。,TRANSCRIPTION_EXACT,bone_aspect_boss_c2_identity_bidder,bone_aspect_chapter_2,16,
BA-ART-05-S017,BA-ART-05,right.elements,PRESENTATION_DETAIL,朱砂印记,TRANSCRIPTION_EXACT,bone_aspect_boss_c2_identity_bidder,bone_aspect_chapter_2,17,
BA-ART-05-S018,BA-ART-05,right.elements,CROSS_SYSTEM_STATEMENT,交易成立的印记，用于标价、落价与加价。,TRANSCRIPTION_EXACT,bone_aspect_boss_c2_identity_bidder,bone_aspect_chapter_2,18,
BA-ART-05-S019,BA-ART-05,right.elements,PRESENTATION_DETAIL,价格牌,TRANSCRIPTION_EXACT,bone_aspect_boss_c2_identity_bidder,bone_aspect_chapter_2,19,
BA-ART-05-S020,BA-ART-05,right.elements,CROSS_SYSTEM_STATEMENT,记录被标价的对象，会影响战斗中的增益或惩罚。,TRANSCRIPTION_EXACT,bone_aspect_boss_c2_identity_bidder,bone_aspect_chapter_2,20,
BA-ART-05-S021,BA-ART-05,right.elements,PRESENTATION_DETAIL,人生契柜,TRANSCRIPTION_EXACT,bone_aspect_boss_c2_identity_bidder,bone_aspect_chapter_2,21,
BA-ART-05-S022,BA-ART-05,right.elements,TRANSITION_STATEMENT,封存三种错误人生的容器，被击碎后会轮流释放力量。,TRANSCRIPTION_EXACT,bone_aspect_boss_c2_identity_bidder,bone_aspect_chapter_2,22,
BA-ART-05-S023,BA-ART-05,middle.skills,SKILL_HEADING,标价,TRANSCRIPTION_EXACT,bone_aspect_boss_c2_identity_bidder,bone_aspect_chapter_2,23,
BA-ART-05-S024,BA-ART-05,middle.skills,TARGET_EFFECT_STATEMENT,翻开骨契册，写下价格，契纸飞出贴在目标身上。,TRANSCRIPTION_EXACT,bone_aspect_boss_c2_identity_bidder,bone_aspect_chapter_2,24,
BA-ART-05-S025,BA-ART-05,middle.skills,SKILL_HEADING,读契,TRANSCRIPTION_EXACT,bone_aspect_boss_c2_identity_bidder,bone_aspect_chapter_2,25,
BA-ART-05-S026,BA-ART-05,middle.skills,TIMING_STATEMENT,逐页翻开骨契册，念诵契文，最后一页空白时出现破绽。,TRANSCRIPTION_EXACT,bone_aspect_boss_c2_identity_bidder,bone_aspect_chapter_2,26,
BA-ART-05-S027,BA-ART-05,middle.skills,SKILL_HEADING,契柜代价,TRANSCRIPTION_EXACT,bone_aspect_boss_c2_identity_bidder,bone_aspect_chapter_2,27,历史美术证据保留，但语义已被用户决定否决。
BA-ART-05-S028,BA-ART-05,middle.skills,DAMAGE_TRANSFER_STATEMENT,三块契柜轮流移至身前，为其抵挡伤害。,TRANSCRIPTION_EXACT,bone_aspect_boss_c2_identity_bidder,bone_aspect_chapter_2,28,历史美术证据保留，但语义已被用户决定否决。
BA-ART-05-S029,BA-ART-05,middle.skills,SKILL_HEADING,落价印,TRANSCRIPTION_EXACT,bone_aspect_boss_c2_identity_bidder,bone_aspect_chapter_2,29,
BA-ART-05-S030,BA-ART-05,middle.skills,FIELD_EFFECT_STATEMENT,盖下巨印，形成契税范围，区域内将持续被重新定价。,TRANSCRIPTION_EXACT,bone_aspect_boss_c2_identity_bidder,bone_aspect_chapter_2,30,
BA-ART-05-S031,BA-ART-05,bottom.silhouette,PRESENTATION_STATEMENT,常态 / 读契 / 契柜代价 / 落价印,TRANSCRIPTION_EXACT,bone_aspect_boss_c2_identity_bidder,bone_aspect_chapter_2,31,
BA-ART-05-S032,BA-ART-05,bottom.weakness,MECHANIC_HEADING,破绽表现,TRANSCRIPTION_EXACT,bone_aspect_boss_c2_identity_bidder,bone_aspect_chapter_2,32,
BA-ART-05-S033,BA-ART-05,bottom.weakness,TIMING_STATEMENT,契册翻到最后一页空白时，书背裂开，露出内里的空白骨片，是唯一弱点。,TRANSCRIPTION_EXACT,bone_aspect_boss_c2_identity_bidder,bone_aspect_chapter_2,33,
BA-ART-05-S034,BA-ART-05,bottom.size,PRESENTATION_STATEMENT,竞骨人·老人本相 / 人类（小满参考） / 骨瓷犬（对比）,TRANSCRIPTION_EXACT,bone_aspect_boss_c2_identity_bidder,bone_aspect_chapter_2,34,
BA-ART-05-S035,BA-ART-05,bottom.story,NARRATIVE_STATEMENT,旧书店老板本想换一副骨，换一个更好的自己，却把寿命、才学与真念一同送入罗刹海市。如今三种人生被他标价封存，他仍在犹豫，不知是换命，还是换心。,TRANSCRIPTION_EXACT,bone_aspect_boss_c2_identity_bidder,bone_aspect_chapter_2,35,
BA-ART-06-S001,BA-ART-06,top.title,TITLE,竞骨人·三相轮替,TRANSCRIPTION_EXACT,bone_aspect_boss_c2_identity_bidder,bone_aspect_chapter_2,1,
BA-ART-06-S002,BA-ART-06,top.title,PHASE_HEADING,阶段二：一生竞价,TRANSCRIPTION_EXACT,bone_aspect_boss_c2_identity_bidder,bone_aspect_chapter_2,2,
BA-ART-06-S003,BA-ART-06,top.subtitle,NARRATIVE_STATEMENT,旧账未清，错命相替。一次只容一种错误的人生附体，借老人之身，以骨契为媒，强行改写交易规则，逼令众生以命为价。,TRANSCRIPTION_EXACT,bone_aspect_boss_c2_identity_bidder,bone_aspect_chapter_2,3,
BA-ART-06-S004,BA-ART-06,top.facts,NARRATIVE_STATEMENT,生前为书摊掌账老人，精于契约之道。,TRANSCRIPTION_EXACT,bone_aspect_boss_c2_identity_bidder,bone_aspect_chapter_2,4,
BA-ART-06-S005,BA-ART-06,top.facts,ROTATION_STATEMENT,错命三相轮替，唯有一相生效。,TRANSCRIPTION_EXACT,bone_aspect_boss_c2_identity_bidder,bone_aspect_chapter_2,5,
BA-ART-06-S006,BA-ART-06,top.facts,PRESENTATION_DETAIL,骨契册为核心，记载生死与交易。,TRANSCRIPTION_EXACT,bone_aspect_boss_c2_identity_bidder,bone_aspect_chapter_2,6,
BA-ART-06-S007,BA-ART-06,top.object,PRESENTATION_DETAIL,骨契册：以人骨为扉页，记生前所立契与未偿之价。,TRANSCRIPTION_EXACT,bone_aspect_boss_c2_identity_bidder,bone_aspect_chapter_2,7,
BA-ART-06-S008,BA-ART-06,left.scholar,FORM_HEADING,书生相,TRANSCRIPTION_EXACT,bone_aspect_boss_c2_identity_bidder,bone_aspect_chapter_2,8,
BA-ART-06-S009,BA-ART-06,left.scholar,NARRATIVE_STATEMENT,错命：书生未成名,TRANSCRIPTION_EXACT,bone_aspect_boss_c2_identity_bidder,bone_aspect_chapter_2,9,
BA-ART-06-S010,BA-ART-06,left.scholar,PRESENTATION_DETAIL,高瘦 / 纸文升腾 / 契文缠绕,TRANSCRIPTION_EXACT,bone_aspect_boss_c2_identity_bidder,bone_aspect_chapter_2,10,
BA-ART-06-S011,BA-ART-06,left.scholar,NARRATIVE_STATEMENT,以文为刃，以契为锁。,TRANSCRIPTION_EXACT,bone_aspect_boss_c2_identity_bidder,bone_aspect_chapter_2,11,
BA-ART-06-S012,BA-ART-06,left.scholar,PRESENTATION_DETAIL,体型特征：高瘦·竖直延展,TRANSCRIPTION_EXACT,bone_aspect_boss_c2_identity_bidder,bone_aspect_chapter_2,12,
BA-ART-06-S013,BA-ART-06,left.scholar,MATERIAL_STATEMENT,主色：纸白 / 墨黑 / 旧青,TRANSCRIPTION_EXACT,bone_aspect_boss_c2_identity_bidder,bone_aspect_chapter_2,13,
BA-ART-06-S014,BA-ART-06,center.general,FORM_HEADING,将军相,TRANSCRIPTION_EXACT,bone_aspect_boss_c2_identity_bidder,bone_aspect_chapter_2,14,
BA-ART-06-S015,BA-ART-06,center.general,NARRATIVE_STATEMENT,错命：将军未得胜,TRANSCRIPTION_EXACT,bone_aspect_boss_c2_identity_bidder,bone_aspect_chapter_2,15,
BA-ART-06-S016,BA-ART-06,center.general,PRESENTATION_DETAIL,宽阔 / 披阵压迫 / 直线冲击,TRANSCRIPTION_EXACT,bone_aspect_boss_c2_identity_bidder,bone_aspect_chapter_2,16,
BA-ART-06-S017,BA-ART-06,center.general,NARRATIVE_STATEMENT,以令为锋，以价为兵。,TRANSCRIPTION_EXACT,bone_aspect_boss_c2_identity_bidder,bone_aspect_chapter_2,17,
BA-ART-06-S018,BA-ART-06,center.general,PRESENTATION_DETAIL,体型特征：宽阔·前压,TRANSCRIPTION_EXACT,bone_aspect_boss_c2_identity_bidder,bone_aspect_chapter_2,18,
BA-ART-06-S019,BA-ART-06,center.general,MATERIAL_STATEMENT,主色：骨白 / 焦红 / 残金,TRANSCRIPTION_EXACT,bone_aspect_boss_c2_identity_bidder,bone_aspect_chapter_2,19,
BA-ART-06-S020,BA-ART-06,right.merchant,FORM_HEADING,富商相,TRANSCRIPTION_EXACT,bone_aspect_boss_c2_identity_bidder,bone_aspect_chapter_2,20,
BA-ART-06-S021,BA-ART-06,right.merchant,NARRATIVE_STATEMENT,错命：富商贪不足,TRANSCRIPTION_EXACT,bone_aspect_boss_c2_identity_bidder,bone_aspect_chapter_2,21,
BA-ART-06-S022,BA-ART-06,right.merchant,PRESENTATION_DETAIL,方围 / 珠串环绕 / 账册环身,TRANSCRIPTION_EXACT,bone_aspect_boss_c2_identity_bidder,bone_aspect_chapter_2,22,
BA-ART-06-S023,BA-ART-06,right.merchant,NARRATIVE_STATEMENT,以价为盾，以账为网。,TRANSCRIPTION_EXACT,bone_aspect_boss_c2_identity_bidder,bone_aspect_chapter_2,23,
BA-ART-06-S024,BA-ART-06,right.merchant,PRESENTATION_DETAIL,体型特征：方围·稳守,TRANSCRIPTION_EXACT,bone_aspect_boss_c2_identity_bidder,bone_aspect_chapter_2,24,
BA-ART-06-S025,BA-ART-06,right.merchant,MATERIAL_STATEMENT,主色：骨白 / 铜绿 / 灰黑,TRANSCRIPTION_EXACT,bone_aspect_boss_c2_identity_bidder,bone_aspect_chapter_2,25,
BA-ART-06-S026,BA-ART-06,left.scholar,PRESENTATION_STATEMENT,骨契册展开为长卷，契文如水，随风书写。,TRANSCRIPTION_EXACT,bone_aspect_boss_c2_identity_bidder,bone_aspect_chapter_2,26,
BA-ART-06-S027,BA-ART-06,left.scholar.skills,SKILL_HEADING,读契,TRANSCRIPTION_EXACT,bone_aspect_boss_c2_identity_bidder,bone_aspect_chapter_2,27,
BA-ART-06-S028,BA-ART-06,left.scholar.skills,CAST_STATEMENT,展开长卷，读取交易条款。,TRANSCRIPTION_EXACT,bone_aspect_boss_c2_identity_bidder,bone_aspect_chapter_2,28,
BA-ART-06-S029,BA-ART-06,left.scholar.skills,SKILL_HEADING,封招,TRANSCRIPTION_EXACT,bone_aspect_boss_c2_identity_bidder,bone_aspect_chapter_2,29,
BA-ART-06-S030,BA-ART-06,left.scholar.skills,FIELD_EFFECT_STATEMENT,书写符字，封印招式区域。,TRANSCRIPTION_EXACT,bone_aspect_boss_c2_identity_bidder,bone_aspect_chapter_2,30,
BA-ART-06-S031,BA-ART-06,left.scholar.skills,SKILL_HEADING,墨落成狱,TRANSCRIPTION_EXACT,bone_aspect_boss_c2_identity_bidder,bone_aspect_chapter_2,31,
BA-ART-06-S032,BA-ART-06,left.scholar.skills,FIELD_EFFECT_STATEMENT,契文落地成阵，围禁其内。,TRANSCRIPTION_EXACT,bone_aspect_boss_c2_identity_bidder,bone_aspect_chapter_2,32,
BA-ART-06-S033,BA-ART-06,center.general,PRESENTATION_STATEMENT,骨契册合为兵册，封面的令与内页形成兵阵。,TRANSCRIPTION_UNCERTAIN,bone_aspect_boss_c2_identity_bidder,bone_aspect_chapter_2,33,TRANSCRIPTION_UNCERTAIN excluded from candidate support and acceptance.
BA-ART-06-S034,BA-ART-06,center.general.skills,SKILL_HEADING,竞价冲阵,TRANSCRIPTION_EXACT,bone_aspect_boss_c2_identity_bidder,bone_aspect_chapter_2,34,
BA-ART-06-S035,BA-ART-06,center.general.skills,SKILL_HEADING,烈刃横扫,TRANSCRIPTION_EXACT,bone_aspect_boss_c2_identity_bidder,bone_aspect_chapter_2,35,
BA-ART-06-S036,BA-ART-06,center.general.skills,SKILL_HEADING,标价追索,TRANSCRIPTION_EXACT,bone_aspect_boss_c2_identity_bidder,bone_aspect_chapter_2,36,
BA-ART-06-S037,BA-ART-06,center.general.skills,EFFECT_STATEMENT,将军相三项技能的说明文字,TRANSCRIPTION_UNCERTAIN,bone_aspect_boss_c2_identity_bidder,bone_aspect_chapter_2,37,TRANSCRIPTION_UNCERTAIN excluded from candidate support and acceptance.
BA-ART-06-S038,BA-ART-06,right.merchant,PRESENTATION_STATEMENT,骨契册化为账页与算盘，账珠成环，护体成城。,TRANSCRIPTION_EXACT,bone_aspect_boss_c2_identity_bidder,bone_aspect_chapter_2,38,
BA-ART-06-S039,BA-ART-06,right.merchant.skills,SKILL_HEADING,加价护账,TRANSCRIPTION_EXACT,bone_aspect_boss_c2_identity_bidder,bone_aspect_chapter_2,39,历史美术证据保留，但语义已被用户决定否决。
BA-ART-06-S040,BA-ART-06,right.merchant.skills,EFFECT_STATEMENT,聚集账珠形成护账防御。,TRANSCRIPTION_UNCERTAIN,bone_aspect_boss_c2_identity_bidder,bone_aspect_chapter_2,40,历史美术证据保留，但语义已被用户决定否决。 TRANSCRIPTION_UNCERTAIN excluded from candidate support and acceptance.
BA-ART-06-S041,BA-ART-06,right.merchant.skills,SKILL_HEADING,买断标记,TRANSCRIPTION_EXACT,bone_aspect_boss_c2_identity_bidder,bone_aspect_chapter_2,41,
BA-ART-06-S042,BA-ART-06,right.merchant.skills,SKILL_HEADING,账断追索,TRANSCRIPTION_UNCERTAIN,bone_aspect_boss_c2_identity_bidder,bone_aspect_chapter_2,42,TRANSCRIPTION_UNCERTAIN excluded from candidate support and acceptance.
BA-ART-06-S043,BA-ART-06,middle.rotation,ROTATION_HEADING,相替逻辑（三相轮替）,TRANSCRIPTION_EXACT,bone_aspect_boss_c2_identity_bidder,bone_aspect_chapter_2,43,
BA-ART-06-S044,BA-ART-06,middle.rotation,TRANSITION_STATEMENT,当前相被击破或完成计价机制后，进入短暂虚弱，随后切换下一相。,TRANSCRIPTION_EXACT,bone_aspect_boss_c2_identity_bidder,bone_aspect_chapter_2,44,
BA-ART-06-S045,BA-ART-06,middle.rotation,ROTATION_STATEMENT,战斗中仅一种错误人生生效。,TRANSCRIPTION_EXACT,bone_aspect_boss_c2_identity_bidder,bone_aspect_chapter_2,45,
BA-ART-06-S046,BA-ART-06,middle.rotation,PHASE_HEADING,书生相激活,TRANSCRIPTION_EXACT,bone_aspect_boss_c2_identity_bidder,bone_aspect_chapter_2,46,
