caseId,baseItemId,rarity,rootSeed,itemInstanceId,expected,result,actual
"stat-range-I006@purple-1","I006","purple",77041201,"wb_i006_purple_77041201","candidate range readable with final roll","PASS","range index 1"
"stat-range-I006@purple-2","I006","purple",77041201,"wb_i006_purple_77041201","candidate range readable with final roll","PASS","range index 2"
"stat-range-I006@purple-3","I006","purple",77041201,"wb_i006_purple_77041201","candidate range readable with final roll","PASS","range index 3"
"determinism-I006@purple","","",0,"","same base+rarity+seed is identical","PASS","wb_i006_purple_77041201"
"seed-switch-I006@purple","","",0,"","explicit seed change creates a distinct legal instance","PASS","wb_i006_purple_77041202"
"candidate-I006@orange","","",0,"","candidate instance generated","PASS","Success:wb_i006_orange_77041201"
"projection-I006@orange","","",0,"","exact read-only projection","PASS","wb_i006_orange_77041201"
"viewmodel-I006@orange","","",0,"","15 prefab player slots + 3 debug candidate sections; empty/test slots hidden","PASS","15/3"
"stat-range-I006@orange-0","I006","orange",77041201,"wb_i006_orange_77041201","candidate range readable with final roll","PASS","range index 0"
"stat-range-I006@orange-1","I006","orange",77041201,"wb_i006_orange_77041201","candidate range readable with final roll","PASS","range index 1"
"stat-range-I006@orange-2","I006","orange",77041201,"wb_i006_orange_77041201","candidate range readable with final roll","PASS","range index 2"
"stat-range-I006@orange-3","I006","orange",77041201,"wb_i006_orange_77041201","candidate range readable with final roll","PASS","range index 3"
"determinism-I006@orange","","",0,"","same base+rarity+seed is identical","PASS","wb_i006_orange_77041201"
"seed-switch-I006@orange","","",0,"","explicit seed change creates a distinct legal instance","PASS","wb_i006_orange_77041202"
"base-query-I007","","",0,"","catalog base item query succeeds","PASS","I007"
"candidate-I007@white","","",0,"","candidate instance generated","PASS","Success:wb_i007_white_77041201"
"projection-I007@white","","",0,"","exact read-only projection","PASS","wb_i007_white_77041201"
"viewmodel-I007@white","","",0,"","15 prefab player slots + 3 debug candidate sections; empty/test slots hidden","PASS","15/3"
"stat-range-I007@white-0","I007","white",77041201,"wb_i007_white_77041201","candidate range readable with final roll","PASS","range index 0"
"stat-range-I007@white-1","I007","white",77041201,"wb_i007_white_77041201","candidate range readable with final roll","PASS","range index 1"
"stat-range-I007@white-2","I007","white",77041201,"wb_i007_white_77041201","candidate range readable with final roll","PASS","range index 2"
"stat-range-I007@white-3","I007","white",77041201,"wb_i007_white_77041201","candidate range readable with final roll","PASS","range index 3"
"determinism-I007@white","","",0,"","same base+rarity+seed is identical","PASS","wb_i007_white_77041201"
"seed-switch-I007@white","","",0,"","explicit seed change creates a distinct legal instance","PASS","wb_i007_white_77041202"
"candidate-I007@green","","",0,"","candidate instance generated","PASS","Success:wb_i007_green_77041201"
"projection-I007@green","","",0,"","exact read-only projection","PASS","wb_i007_green_77041201"
"viewmodel-I007@green","","",0,"","15 prefab player slots + 3 debug candidate sections; empty/test slots hidden","PASS","15/3"
"stat-range-I007@green-0","I007","green",77041201,"wb_i007_green_77041201","candidate range readable with final roll","PASS","range index 0"
"stat-range-I007@green-1","I007","green",77041201,"wb_i007_green_77041201","candidate range readable with final roll","PASS","range index 1"
"stat-range-I007@green-2","I007","green",77041201,"wb_i007_green_77041201","candidate range readable with final roll","PASS","range index 2"
"stat-range-I007@green-3","I007","green",77041201,"wb_i007_green_77041201","candidate range readable with final roll","PASS","range index 3"
"determinism-I007@green","","",0,"","same base+rarity+seed is identical","PASS","wb_i007_green_77041201"
"seed-switch-I007@green","","",0,"","explicit seed change creates a distinct legal instance","PASS","wb_i007_green_77041202"
"candidate-I007@blue","","",0,"","candidate instance generated","PASS","Success:wb_i007_blue_77041201"
"projection-I007@blue","","",0,"","exact read-only projection","PASS","wb_i007_blue_77041201"
"viewmodel-I007@blue","","",0,"","15 prefab player slots + 3 debug candidate sections; empty/test slots hidden","PASS","15/3"
"stat-range-I007@blue-0","I007","blue",77041201,"wb_i007_blue_77041201","candidate range readable with final roll","PASS","range index 0"
"stat-range-I007@blue-1","I007","blue",77041201,"wb_i007_blue_77041201","candidate range readable with final roll","PASS","range index 1"
"stat-range-I007@blue-2","I007","blue",77041201,"wb_i007_blue_77041201","candidate range readable with final roll","PASS","range index 2"
"stat-range-I007@blue-3","I007","blue",77041201,"wb_i007_blue_77041201","candidate range readable with final roll","PASS","range index 3"
"determinism-I007@blue","","",0,"","same base+rarity+seed is identical","PASS","wb_i007_blue_77041201"
"seed-switch-I007@blue","","",0,"","explicit seed change creates a distinct legal instance","PASS","wb_i007_blue_77041202"
"candidate-I007@purple","","",0,"","candidate instance generated","PASS","Success:wb_i007_purple_77041201"
"projection-I007@purple","","",0,"","exact read-only projection","PASS","wb_i007_purple_77041201"
"viewmodel-I007@purple","","",0,"","15 prefab player slots + 3 debug candidate sections; empty/test slots hidden","PASS","15/3"
"stat-range-I007@purple-0","I007","purple",77041201,"wb_i007_purple_77041201","candidate range readable with final roll","PASS","range index 0"
"stat-range-I007@purple-1","I007","purple",77041201,"wb_i007_purple_77041201","candidate range readable with final roll","PASS","range index 1"
"stat-range-I007@purple-2","I007","purple",77041201,"wb_i007_purple_77041201","candidate range readable with final roll","PASS","range index 2"
"stat-range-I007@purple-3","I007","purple",77041201,"wb_i007_purple_77041201","candidate range readable with final roll","PASS","range index 3"
"determinism-I007@purple","","",0,"","same base+rarity+seed is identical","PASS","wb_i007_purple_77041201"
"seed-switch-I007@purple","","",0,"","explicit seed change creates a distinct legal instance","PASS","wb_i007_purple_77041202"
"candidate-I007@orange","","",0,"","candidate instance generated","PASS","Success:wb_i007_orange_77041201"
"projection-I007@orange","","",0,"","exact read-only projection","PASS","wb_i007_orange_77041201"
"viewmodel-I007@orange","","",0,"","15 prefab player slots + 3 debug candidate sections; empty/test slots hidden","PASS","15/3"
"stat-range-I007@orange-0","I007","orange",77041201,"wb_i007_orange_77041201","candidate range readable with final roll","PASS","range index 0"
"stat-range-I007@orange-1","I007","orange",77041201,"wb_i007_orange_77041201","candidate range readable with final roll","PASS","range index 1"
"stat-range-I007@orange-2","I007","orange",77041201,"wb_i007_orange_77041201","candidate range readable with final roll","PASS","range index 2"
"stat-range-I007@orange-3","I007","orange",77041201,"wb_i007_orange_77041201","candidate range readable with final roll","PASS","range index 3"
"determinism-I007@orange","","",0,"","same base+rarity+seed is identical","PASS","wb_i007_orange_77041201"
"seed-switch-I007@orange","","",0,"","explicit seed change creates a distinct legal instance","PASS","wb_i007_orange_77041202"
"base-query-I008","","",0,"","catalog base item query succeeds","PASS","I008"
"candidate-I008@white","","",0,"","candidate instance generated","PASS","Success:wb_i008_white_77041201"
"projection-I008@white","","",0,"","exact read-only projection","PASS","wb_i008_white_77041201"
"viewmodel-I008@white","","",0,"","15 prefab player slots + 3 debug candidate sections; empty/test slots hidden","PASS","15/3"
"stat-range-I008@white-0","I008","white",77041201,"wb_i008_white_77041201","candidate range readable with final roll","PASS","range index 0"
"stat-range-I008@white-1","I008","white",77041201,"wb_i008_white_77041201","candidate range readable with final roll","PASS","range index 1"
"stat-range-I008@white-2","I008","white",77041201,"wb_i008_white_77041201","candidate range readable with final roll","PASS","range index 2"
"stat-range-I008@white-3","I008","white",77041201,"wb_i008_white_77041201","candidate range readable with final roll","PASS","range index 3"
"determinism-I008@white","","",0,"","same base+rarity+seed is identical","PASS","wb_i008_white_77041201"
"seed-switch-I008@white","","",0,"","explicit seed change creates a distinct legal instance","PASS","wb_i008_white_77041202"
"candidate-I008@green","","",0,"","candidate instance generated","PASS","Success:wb_i008_green_77041201"
"projection-I008@green","","",0,"","exact read-only projection","PASS","wb_i008_green_77041201"
"viewmodel-I008@green","","",0,"","15 prefab player slots + 3 debug candidate sections; empty/test slots hidden","PASS","15/3"
"stat-range-I008@green-0","I008","green",77041201,"wb_i008_green_77041201","candidate range readable with final roll","PASS","range index 0"
"stat-range-I008@green-1","I008","green",77041201,"wb_i008_green_77041201","candidate range readable with final roll","PASS","range index 1"
"stat-range-I008@green-2","I008","green",77041201,"wb_i008_green_77041201","candidate range readable with final roll","PASS","range index 2"
"stat-range-I008@green-3","I008","green",77041201,"wb_i008_green_77041201","candidate range readable with final roll","PASS","range index 3"
"determinism-I008@green","","",0,"","same base+rarity+seed is identical","PASS","wb_i008_green_77041201"
"seed-switch-I008@green","","",0,"","explicit seed change creates a distinct legal instance","PASS","wb_i008_green_77041202"
"candidate-I008@blue","","",0,"","candidate instance generated","PASS","Success:wb_i008_blue_77041201"
"projection-I008@blue","","",0,"","exact read-only projection","PASS","wb_i008_blue_77041201"
"viewmodel-I008@blue","","",0,"","15 prefab player slots + 3 debug candidate sections; empty/test slots hidden","PASS","15/3"
"stat-range-I008@blue-0","I008","blue",77041201,"wb_i008_blue_77041201","candidate range readable with final roll","PASS","range index 0"
"stat-range-I008@blue-1","I008","blue",77041201,"wb_i008_blue_77041201","candidate range readable with final roll","PASS","range index 1"
"stat-range-I008@blue-2","I008","blue",77041201,"wb_i008_blue_77041201","candidate range readable with final roll","PASS","range index 2"
"stat-range-I008@blue-3","I008","blue",77041201,"wb_i008_blue_77041201","candidate range readable with final roll","PASS","range index 3"
"determinism-I008@blue","","",0,"","same base+rarity+seed is identical","PASS","wb_i008_blue_77041201"
"seed-switch-I008@blue","","",0,"","explicit seed change creates a distinct legal instance","PASS","wb_i008_blue_77041202"
"candidate-I008@purple","","",0,"","candidate instance generated","PASS","Success:wb_i008_purple_77041201"
"projection-I008@purple","","",0,"","exact read-only projection","PASS","wb_i008_purple_77041201"
"viewmodel-I008@purple","","",0,"","15 prefab player slots + 3 debug candidate sections; empty/test slots hidden","PASS","15/3"
"stat-range-I008@purple-0","I008","purple",77041201,"wb_i008_purple_77041201","candidate range readable with final roll","PASS","range index 0"
"stat-range-I008@purple-1","I008","purple",77041201,"wb_i008_purple_77041201","candidate range readable with final roll","PASS","range index 1"
"stat-range-I008@purple-2","I008","purple",77041201,"wb_i008_purple_77041201","candidate range readable with final roll","PASS","range index 2"
"stat-range-I008@purple-3","I008","purple",77041201,"wb_i008_purple_77041201","candidate range readable with final roll","PASS","range index 3"
"determinism-I008@purple","","",0,"","same base+rarity+seed is identical","PASS","wb_i008_purple_77041201"
"seed-switch-I008@purple","","",0,"","explicit seed change creates a distinct legal instance","PASS","wb_i008_purple_77041202"
"candidate-I008@orange","","",0,"","candidate instance generated","PASS","Success:wb_i008_orange_77041201"
"projection-I008@orange","","",0,"","exact read-only projection","PASS","wb_i008_orange_77041201"
"viewmodel-I008@orange","","",0,"","15 prefab player slots + 3 debug candidate sections; empty/test slots hidden","PASS","15/3"
"stat-range-I008@orange-0","I008","orange",77041201,"wb_i008_orange_77041201","candidate range readable with final roll","PASS","range index 0"
"stat-range-I008@orange-1","I008","orange",77041201,"wb_i008_orange_77041201","candidate range readable with final roll","PASS","range index 1"
"stat-range-I008@orange-2","I008","orange",77041201,"wb_i008_orange_77041201","candidate range readable with final roll","PASS","range index 2"
"stat-range-I008@orange-3","I008","orange",77041201,"wb_i008_orange_77041201","candidate range readable with final roll","PASS","range index 3"
"determinism-I008@orange","","",0,"","same base+rarity+seed is identical","PASS","wb_i008_orange_77041201"
"seed-switch-I008@orange","","",0,"","explicit seed change creates a distinct legal instance","PASS","wb_i008_orange_77041202"
"base-query-I009","","",0,"","catalog base item query succeeds","PASS","I009"
"candidate-I009@white","","",0,"","candidate instance generated","PASS","Success:wb_i009_white_77041201"
"projection-I009@white","","",0,"","exact read-only projection","PASS","wb_i009_white_77041201"
"viewmodel-I009@white","","",0,"","15 prefab player slots + 3 debug candidate sections; empty/test slots hidden","PASS","15/3"
"stat-range-I009@white-0","I009","white",77041201,"wb_i009_white_77041201","candidate range readable with final roll","PASS","range index 0"
"stat-range-I009@white-1","I009","white",77041201,"wb_i009_white_77041201","candidate range readable with final roll","PASS","range index 1"
"stat-range-I009@white-2","I009","white",77041201,"wb_i009_white_77041201","candidate range readable with final roll","PASS","range index 2"
"stat-range-I009@white-3","I009","white",77041201,"wb_i009_white_77041201","candidate range readable with final roll","PASS","range index 3"
"determinism-I009@white","","",0,"","same base+rarity+seed is identical","PASS","wb_i009_white_77041201"
"seed-switch-I009@white","","",0,"","explicit seed change creates a distinct legal instance","PASS","wb_i009_white_77041202"
"candidate-I009@green","","",0,"","candidate instance generated","PASS","Success:wb_i009_green_77041201"
"projection-I009@green","","",0,"","exact read-only projection","PASS","wb_i009_green_77041201"
"viewmodel-I009@green","","",0,"","15 prefab player slots + 3 debug candidate sections; empty/test slots hidden","PASS","15/3"
"stat-range-I009@green-0","I009","green",77041201,"wb_i009_green_77041201","candidate range readable with final roll","PASS","range index 0"
"stat-range-I009@green-1","I009","green",77041201,"wb_i009_green_77041201","candidate range readable with final roll","PASS","range index 1"
"stat-range-I009@green-2","I009","green",77041201,"wb_i009_green_77041201","candidate range readable with final roll","PASS","range index 2"
"stat-range-I009@green-3","I009","green",77041201,"wb_i009_green_77041201","candidate range readable with final roll","PASS","range index 3"
"determinism-I009@green","","",0,"","same base+rarity+seed is identical","PASS","wb_i009_green_77041201"
"seed-switch-I009@green","","",0,"","explicit seed change creates a distinct legal instance","PASS","wb_i009_green_77041202"
"candidate-I009@blue","","",0,"","candidate instance generated","PASS","Success:wb_i009_blue_77041201"
"projection-I009@blue","","",0,"","exact read-only projection","PASS","wb_i009_blue_77041201"
"viewmodel-I009@blue","","",0,"","15 prefab player slots + 3 debug candidate sections; empty/test slots hidden","PASS","15/3"
"stat-range-I009@blue-0","I009","blue",77041201,"wb_i009_blue_77041201","candidate range readable with final roll","PASS","range index 0"
"stat-range-I009@blue-1","I009","blue",77041201,"wb_i009_blue_77041201","candidate range readable with final roll","PASS","range index 1"
"stat-range-I009@blue-2","I009","blue",77041201,"wb_i009_blue_77041201","candidate range readable with final roll","PASS","range index 2"
"stat-range-I009@blue-3","I009","blue",77041201,"wb_i009_blue_77041201","candidate range readable with final roll","PASS","range index 3"
"determinism-I009@blue","","",0,"","same base+rarity+seed is identical","PASS","wb_i009_blue_77041201"
"seed-switch-I009@blue","","",0,"","explicit seed change creates a distinct legal instance","PASS","wb_i009_blue_77041202"
"candidate-I009@purple","","",0,"","candidate instance generated","PASS","Success:wb_i009_purple_77041201"
"projection-I009@purple","","",0,"","exact read-only projection","PASS","wb_i009_purple_77041201"
"viewmodel-I009@purple","","",0,"","15 prefab player slots + 3 debug candidate sections; empty/test slots hidden","PASS","15/3"
"stat-range-I009@purple-0","I009","purple",77041201,"wb_i009_purple_77041201","candidate range readable with final roll","PASS","range index 0"
"stat-range-I009@purple-1","I009","purple",77041201,"wb_i009_purple_77041201","candidate range readable with final roll","PASS","range index 1"
"stat-range-I009@purple-2","I009","purple",77041201,"wb_i009_purple_77041201","candidate range readable with final roll","PASS","range index 2"
"stat-range-I009@purple-3","I009","purple",77041201,"wb_i009_purple_77041201","candidate range readable with final roll","PASS","range index 3"
"determinism-I009@purple","","",0,"","same base+rarity+seed is identical","PASS","wb_i009_purple_77041201"
"seed-switch-I009@purple","","",0,"","explicit seed change creates a distinct legal instance","PASS","wb_i009_purple_77041202"
"candidate-I009@orange","","",0,"","candidate instance generated","PASS","Success:wb_i009_orange_77041201"
"projection-I009@orange","","",0,"","exact read-only projection","PASS","wb_i009_orange_77041201"
"viewmodel-I009@orange","","",0,"","15 prefab player slots + 3 debug candidate sections; empty/test slots hidden","PASS","15/3"
"stat-range-I009@orange-0","I009","orange",77041201,"wb_i009_orange_77041201","candidate range readable with final roll","PASS","range index 0"
"stat-range-I009@orange-1","I009","orange",77041201,"wb_i009_orange_77041201","candidate range readable with final roll","PASS","range index 1"
"stat-range-I009@orange-2","I009","orange",77041201,"wb_i009_orange_77041201","candidate range readable with final roll","PASS","range index 2"
"stat-range-I009@orange-3","I009","orange",77041201,"wb_i009_orange_77041201","candidate range readable with final roll","PASS","range index 3"
"determinism-I009@orange","","",0,"","same base+rarity+seed is identical","PASS","wb_i009_orange_77041201"
"seed-switch-I009@orange","","",0,"","explicit seed change creates a distinct legal instance","PASS","wb_i009_orange_77041202"
"base-query-I010","","",0,"","catalog base item query succeeds","PASS","I010"
"candidate-I010@white","","",0,"","candidate instance generated","PASS","Success:wb_i010_white_77041201"
"projection-I010@white","","",0,"","exact read-only projection","PASS","wb_i010_white_77041201"
"viewmodel-I010@white","","",0,"","15 prefab player slots + 3 debug candidate sections; empty/test slots hidden","PASS","15/3"
"stat-range-I010@white-0","I010","white",77041201,"wb_i010_white_77041201","candidate range readable with final roll","PASS","range index 0"
"stat-range-I010@white-1","I010","white",77041201,"wb_i010_white_77041201","candidate range readable with final roll","PASS","range index 1"
"stat-range-I010@white-2","I010","white",77041201,"wb_i010_white_77041201","candidate range readable with final roll","PASS","range index 2"
"stat-range-I010@white-3","I010","white",77041201,"wb_i010_white_77041201","candidate range readable with final roll","PASS","range index 3"
"determinism-I010@white","","",0,"","same base+rarity+seed is identical","PASS","wb_i010_white_77041201"
"seed-switch-I010@white","","",0,"","explicit seed change creates a distinct legal instance","PASS","wb_i010_white_77041202"
"candidate-I010@green","","",0,"","candidate instance generated","PASS","Success:wb_i010_green_77041201"
"projection-I010@green","","",0,"","exact read-only projection","PASS","wb_i010_green_77041201"
"viewmodel-I010@green","","",0,"","15 prefab player slots + 3 debug candidate sections; empty/test slots hidden","PASS","15/3"
"stat-range-I010@green-0","I010","green",77041201,"wb_i010_green_77041201","candidate range readable with final roll","PASS","range index 0"
"stat-range-I010@green-1","I010","green",77041201,"wb_i010_green_77041201","candidate range readable with final roll","PASS","range index 1"
"stat-range-I010@green-2","I010","green",77041201,"wb_i010_green_77041201","candidate range readable with final roll","PASS","range index 2"
"stat-range-I010@green-3","I010","green",77041201,"wb_i010_green_77041201","candidate range readable with final roll","PASS","range index 3"
"determinism-I010@green","","",0,"","same base+rarity+seed is identical","PASS","wb_i010_green_77041201"
"seed-switch-I010@green","","",0,"","explicit seed change creates a distinct legal instance","PASS","wb_i010_green_77041202"
"candidate-I010@blue","","",0,"","candidate instance generated","PASS","Success:wb_i010_blue_77041201"
"projection-I010@blue","","",0,"","exact read-only projection","PASS","wb_i010_blue_77041201"
"viewmodel-I010@blue","","",0,"","15 prefab player slots + 3 debug candidate sections; empty/test slots hidden","PASS","15/3"
"stat-range-I010@blue-0","I010","blue",77041201,"wb_i010_blue_77041201","candidate range readable with final roll","PASS","range index 0"
"stat-range-I010@blue-1","I010","blue",77041201,"wb_i010_blue_77041201","candidate range readable with final roll","PASS","range index 1"
"stat-range-I010@blue-2","I010","blue",77041201,"wb_i010_blue_77041201","candidate range readable with final roll","PASS","range index 2"
"stat-range-I010@blue-3","I010","blue",77041201,"wb_i010_blue_77041201","candidate range readable with final roll","PASS","range index 3"
"determinism-I010@blue","","",0,"","same base+rarity+seed is identical","PASS","wb_i010_blue_77041201"
"seed-switch-I010@blue","","",0,"","explicit seed change creates a distinct legal instance","PASS","wb_i010_blue_77041202"
"candidate-I010@purple","","",0,"","candidate instance generated","PASS","Success:wb_i010_purple_77041201"
"projection-I010@purple","","",0,"","exact read-only projection","PASS","wb_i010_purple_77041201"
"viewmodel-I010@purple","","",0,"","15 prefab player slots + 3 debug candidate sections; empty/test slots hidden","PASS","15/3"
"stat-range-I010@purple-0","I010","purple",77041201,"wb_i010_purple_77041201","candidate range readable with final roll","PASS","range index 0"
"stat-range-I010@purple-1","I010","purple",77041201,"wb_i010_purple_77041201","candidate range readable with final roll","PASS","range index 1"
"stat-range-I010@purple-2","I010","purple",77041201,"wb_i010_purple_77041201","candidate range readable with final roll","PASS","range index 2"
"stat-range-I010@purple-3","I010","purple",77041201,"wb_i010_purple_77041201","candidate range readable with final roll","PASS","range index 3"
"determinism-I010@purple","","",0,"","same base+rarity+seed is identical","PASS","wb_i010_purple_77041201"
"seed-switch-I010@purple","","",0,"","explicit seed change creates a distinct legal instance","PASS","wb_i010_purple_77041202"
"candidate-I010@orange","","",0,"","candidate instance generated","PASS","Success:wb_i010_orange_77041201"
"projection-I010@orange","","",0,"","exact read-only projection","PASS","wb_i010_orange_77041201"
"viewmodel-I010@orange","","",0,"","15 prefab player slots + 3 debug candidate sections; empty/test slots hidden","PASS","15/3"
"stat-range-I010@orange-0","I010","orange",77041201,"wb_i010_orange_77041201","candidate range readable with final roll","PASS","range index 0"
"stat-range-I010@orange-1","I010","orange",77041201,"wb_i010_orange_77041201","candidate range readable with final roll","PASS","range index 1"
"stat-range-I010@orange-2","I010","orange",77041201,"wb_i010_orange_77041201","candidate range readable with final roll","PASS","range index 2"
"stat-range-I010@orange-3","I010","orange",77041201,"wb_i010_orange_77041201","candidate range readable with final roll","PASS","range index 3"
"determinism-I010@orange","","",0,"","same base+rarity+seed is identical","PASS","wb_i010_orange_77041201"
"seed-switch-I010@orange","","",0,"","explicit seed change creates a distinct legal instance","PASS","wb_i010_orange_77041202"
"base-query-I011","","",0,"","catalog base item query succeeds","PASS","I011"
"candidate-I011@white","","",0,"","candidate instance generated","PASS","Success:wb_i011_white_77041201"
"projection-I011@white","","",0,"","exact read-only projection","PASS","wb_i011_white_77041201"
"viewmodel-I011@white","","",0,"","15 prefab player slots + 3 debug candidate sections; empty/test slots hidden","PASS","15/3"
"stat-range-I011@white-0","I011","white",77041201,"wb_i011_white_77041201","candidate range readable with final roll","PASS","range index 0"
"stat-range-I011@white-1","I011","white",77041201,"wb_i011_white_77041201","candidate range readable with final roll","PASS","range index 1"
"stat-range-I011@white-2","I011","white",77041201,"wb_i011_white_77041201","candidate range readable with final roll","PASS","range index 2"
"stat-range-I011@white-3","I011","white",77041201,"wb_i011_white_77041201","candidate range readable with final roll","PASS","range index 3"
"determinism-I011@white","","",0,"","same base+rarity+seed is identical","PASS","wb_i011_white_77041201"
"seed-switch-I011@white","","",0,"","explicit seed change creates a distinct legal instance","PASS","wb_i011_white_77041202"
"candidate-I011@green","","",0,"","candidate instance generated","PASS","Success:wb_i011_green_77041201"
"projection-I011@green","","",0,"","exact read-only projection","PASS","wb_i011_green_77041201"
"viewmodel-I011@green","","",0,"","15 prefab player slots + 3 debug candidate sections; empty/test slots hidden","PASS","15/3"
"stat-range-I011@green-0","I011","green",77041201,"wb_i011_green_77041201","candidate range readable with final roll","PASS","range index 0"
"stat-range-I011@green-1","I011","green",77041201,"wb_i011_green_77041201","candidate range readable with final roll","PASS","range index 1"
"stat-range-I011@green-2","I011","green",77041201,"wb_i011_green_77041201","candidate range readable with final roll","PASS","range index 2"
"stat-range-I011@green-3","I011","green",77041201,"wb_i011_green_77041201","candidate range readable with final roll","PASS","range index 3"
"determinism-I011@green","","",0,"","same base+rarity+seed is identical","PASS","wb_i011_green_77041201"
"seed-switch-I011@green","","",0,"","explicit seed change creates a distinct legal instance","PASS","wb_i011_green_77041202"
"candidate-I011@blue","","",0,"","candidate instance generated","PASS","Success:wb_i011_blue_77041201"
"projection-I011@blue","","",0,"","exact read-only projection","PASS","wb_i011_blue_77041201"
"viewmodel-I011@blue","","",0,"","15 prefab player slots + 3 debug candidate sections; empty/test slots hidden","PASS","15/3"
"stat-range-I011@blue-0","I011","blue",77041201,"wb_i011_blue_77041201","candidate range readable with final roll","PASS","range index 0"
"stat-range-I011@blue-1","I011","blue",77041201,"wb_i011_blue_77041201","candidate range readable with final roll","PASS","range index 1"
"stat-range-I011@blue-2","I011","blue",77041201,"wb_i011_blue_77041201","candidate range readable with final roll","PASS","range index 2"
"stat-range-I011@blue-3","I011","blue",77041201,"wb_i011_blue_77041201","candidate range readable with final roll","PASS","range index 3"
"determinism-I011@blue","","",0,"","same base+rarity+seed is identical","PASS","wb_i011_blue_77041201"
"seed-switch-I011@blue","","",0,"","explicit seed change creates a distinct legal instance","PASS","wb_i011_blue_77041202"
"candidate-I011@purple","","",0,"","candidate instance generated","PASS","Success:wb_i011_purple_77041201"
"projection-I011@purple","","",0,"","exact read-only projection","PASS","wb_i011_purple_77041201"
"viewmodel-I011@purple","","",0,"","15 prefab player slots + 3 debug candidate sections; empty/test slots hidden","PASS","15/3"
"stat-range-I011@purple-0","I011","purple",77041201,"wb_i011_purple_77041201","candidate range readable with final roll","PASS","range index 0"
"stat-range-I011@purple-1","I011","purple",77041201,"wb_i011_purple_77041201","candidate range readable with final roll","PASS","range index 1"
"stat-range-I011@purple-2","I011","purple",77041201,"wb_i011_purple_77041201","candidate range readable with final roll","PASS","range index 2"
"stat-range-I011@purple-3","I011","purple",77041201,"wb_i011_purple_77041201","candidate range readable with final roll","PASS","range index 3"
"determinism-I011@purple","","",0,"","same base+rarity+seed is identical","PASS","wb_i011_purple_77041201"
"seed-switch-I011@purple","","",0,"","explicit seed change creates a distinct legal instance","PASS","wb_i011_purple_77041202"
"candidate-I011@orange","","",0,"","candidate instance generated","PASS","Success:wb_i011_orange_77041201"
"projection-I011@orange","","",0,"","exact read-only projection","PASS","wb_i011_orange_77041201"
"viewmodel-I011@orange","","",0,"","15 prefab player slots + 3 debug candidate sections; empty/test slots hidden","PASS","15/3"
"stat-range-I011@orange-0","I011","orange",77041201,"wb_i011_orange_77041201","candidate range readable with final roll","PASS","range index 0"
"stat-range-I011@orange-1","I011","orange",77041201,"wb_i011_orange_77041201","candidate range readable with final roll","PASS","range index 1"
"stat-range-I011@orange-2","I011","orange",77041201,"wb_i011_orange_77041201","candidate range readable with final roll","PASS","range index 2"
"stat-range-I011@orange-3","I011","orange",77041201,"wb_i011_orange_77041201","candidate range readable with final roll","PASS","range index 3"
"determinism-I011@orange","","",0,"","same base+rarity+seed is identical","PASS","wb_i011_orange_77041201"
"seed-switch-I011@orange","","",0,"","explicit seed change creates a distinct legal instance","PASS","wb_i011_orange_77041202"
"base-query-I012","","",0,"","catalog base item query succeeds","PASS","I012"
"candidate-I012@white","","",0,"","candidate instance generated","PASS","Success:wb_i012_white_77041201"
"projection-I012@white","","",0,"","exact read-only projection","PASS","wb_i012_white_77041201"
"viewmodel-I012@white","","",0,"","15 prefab player slots + 3 debug candidate sections; empty/test slots hidden","PASS","15/3"
"stat-range-I012@white-0","I012","white",77041201,"wb_i012_white_77041201","candidate range readable with final roll","PASS","range index 0"
"stat-range-I012@white-1","I012","white",77041201,"wb_i012_white_77041201","candidate range readable with final roll","PASS","range index 1"
"stat-range-I012@white-2","I012","white",77041201,"wb_i012_white_77041201","candidate range readable with final roll","PASS","range index 2"
"stat-range-I012@white-3","I012","white",77041201,"wb_i012_white_77041201","candidate range readable with final roll","PASS","range index 3"
"determinism-I012@white","","",0,"","same base+rarity+seed is identical","PASS","wb_i012_white_77041201"
"seed-switch-I012@white","","",0,"","explicit seed change creates a distinct legal instance","PASS","wb_i012_white_77041202"
"candidate-I012@green","","",0,"","candidate instance generated","PASS","Success:wb_i012_green_77041201"
"projection-I012@green","","",0,"","exact read-only projection","PASS","wb_i012_green_77041201"
"viewmodel-I012@green","","",0,"","15 prefab player slots + 3 debug candidate sections; empty/test slots hidden","PASS","15/3"
"stat-range-I012@green-0","I012","green",77041201,"wb_i012_green_77041201","candidate range readable with final roll","PASS","range index 0"
"stat-range-I012@green-1","I012","green",77041201,"wb_i012_green_77041201","candidate range readable with final roll","PASS","range index 1"
"stat-range-I012@green-2","I012","green",77041201,"wb_i012_green_77041201","candidate range readable with final roll","PASS","range index 2"
"stat-range-I012@green-3","I012","green",77041201,"wb_i012_green_77041201","candidate range readable with final roll","PASS","range index 3"
"determinism-I012@green","","",0,"","same base+rarity+seed is identical","PASS","wb_i012_green_77041201"
"seed-switch-I012@green","","",0,"","explicit seed change creates a distinct legal instance","PASS","wb_i012_green_77041202"
"candidate-I012@blue","","",0,"","candidate instance generated","PASS","Success:wb_i012_blue_77041201"
"projection-I012@blue","","",0,"","exact read-only projection","PASS","wb_i012_blue_77041201"
"viewmodel-I012@blue","","",0,"","15 prefab player slots + 3 debug candidate sections; empty/test slots hidden","PASS","15/3"
